amount,contributor_name,date,honoree_name,state,country
1000.00,"BROOKS, ROBERT M",2013-06-12,Michael Michaud,DC,US
200.00,"BROOKS, ROBERT M",2013-03-28,Bill Foster,DC,US
500.00,"BROOKS, ROBERT M",2013-06-04,Steve Israel,DC,US
250.00,"BROOKS, ROBERT M",2013-06-12,Ed Markey,DC,US
500.00,"BROOKS, ROBERT M",2013-05-29,Denny Heck,DC,US
1000.00,"BROOKS, ROBERT M",2013-06-12,Derek Kilmer,DC,US
1000.00,PLAINSCAPITAL CORPORATION PAC,2013-02-19,Jeb Hensarling,TX,US
2500.00,PLAINSCAPITAL CORPORATION PAC,2013-03-26,Marc Veasey,TX,US
1000.00,PLAINSCAPITAL CORPORATION PAC,2013-02-13,Randy Neugebauer,TX,US
2500.00,PLAINSCAPITAL CORPORATION PAC,2013-05-28,Jeb Hensarling,TX,US
2500.00,PLAINSCAPITAL CORPORATION PAC,2013-06-10,Michael McCaul,TX,US
250.00,"DUFFIELD, STEVEN",2013-06-25,none,DC,US
1000.00,"GROOM LAW GROUP, CHARTERED POLITICAL ACTION COMMITTEE",2013-04-26,Rep. Rush Holt,DC,US
1000.00,"GROOM LAW GROUP, CHARTERED POLITICAL ACTION COMMITTEE",2013-04-09,Rep. John Kline,DC,US
1000.00,"GROOM LAW GROUP, CHARTERED POLITICAL ACTION COMMITTEE",2013-06-14,Rep. Rob Andrews,DC,US
1500.00,"GROOM LAW GROUP, CHARTERED POLITICAL ACTION COMMITTEE",2013-02-08,Rep. Kevin McCarthy,DC,US
1500.00,"GROOM LAW GROUP, CHARTERED POLITICAL ACTION COMMITTEE",2013-05-20,Rep. Dave Camp,DC,US
2000.00,"GROOM LAW GROUP, CHARTERED POLITICAL ACTION COMMITTEE",2013-04-26,Rep. Richard Neal,DC,US
1000.00,"GROOM LAW GROUP, CHARTERED POLITICAL ACTION COMMITTEE",2013-03-20,Rep. Martha Roby,DC,US
5000.00,"RIS, WILLIAM K JR",2013-03-25,American Airlines Political Action Committee,DC,US
250.00,"BEHRENS, WILLIAM",2013-03-13,Jonathan Hoffman,DC,US
746.04,"MCLEOD, MICHAEL R",2013-04-11,Rep. Kristi Noem,NC,US
650.50,"MCLEOD, MICHAEL R",2013-04-09,Sen. Debbie Stabenow,NC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-05-10,The Honorable Frank Pallone,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-03-04,The Honorable Allyson Schwartz,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-01-30,The Honorable John Kline,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-05-03,The Honorable Carolyn Maloney,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-06-18,The Honorable Louie Gohmert,DC,US
2000.00,COVINGTON AND BURLING LLP PAC,2013-05-01,The Honorable Mike Lee,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-02-08,The Honorable Jeff Merkley,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-02-21,The Honorable Kelly Ayotte,DC,US
2500.00,COVINGTON AND BURLING LLP PAC,2013-03-25,The Honorable Mark Udall,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-06-11,The Honorable Bill Posey,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-03-25,The Honorable Rand Paul,DC,US
2000.00,COVINGTON AND BURLING LLP PAC,2013-01-04,The Honorable Tom Carper,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-05-01,The Honorable Amy Klobuchar,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-04-15,The Honorable Earl Blumenauer,DC,US
2500.00,COVINGTON AND BURLING LLP PAC,2013-02-21,The Honorable Nita Lowey,DC,US
2000.00,COVINGTON AND BURLING LLP PAC,2013-05-10,The Honorable Lamar Alexander,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-03-13,The Honorable Jeff Fortenberry,DC,US
1500.00,COVINGTON AND BURLING LLP PAC,2013-06-28,The Honorable Richard Neal,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-05-22,The Honorable Orrin Hatch,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-06-18,The Honorable Bill Flores,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-06-12,The Honorable Alan Grayson,DC,US
15000.00,COVINGTON AND BURLING LLP PAC,2013-01-30,Democratic Senatorial Campaign Committee,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-04-04,The Honorable Sherrod Brown,DC,US
500.00,COVINGTON AND BURLING LLP PAC,2013-02-25,The Honorable Alcee Hastings,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-05-22,The Honorable Mike Michaud,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-05-01,The Honorable Mark Kirk,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-03-11,The Honorable Mike Rogers,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-03-19,The Honorable Mark Pryor,DC,US
2500.00,COVINGTON AND BURLING LLP PAC,2013-03-12,The Honorable Mary Landrieu,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-05-03,The Honorable Jared Polis,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-02-08,The Honorable Tom Cotton,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-02-08,The Honorable Kay Granger,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-04-11,The Honorable Jim Inhofe,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-05-22,The Honorable Mitch  McConnell,DC,US
1500.00,COVINGTON AND BURLING LLP PAC,2013-01-30,The Honorable Fred Upton,DC,US
1500.00,COVINGTON AND BURLING LLP PAC,2013-06-11,The Honorable Jeff Flake,DC,US
5000.00,"WALDRON, GERARD",2013-03-01,The Honorable Edward Markey,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-05-10,The Honorable Xavier Becerra,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-03-19,The Honorable Ed Royce,DC,US
200.00,"WALDRON, GERARD",2013-03-19,The Honorable Edward Markey,DC,US
2500.00,COVINGTON AND BURLING LLP PAC,2013-03-13,The Honorable Brad Schneider,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-06-26,The Honorable Louise  Slaughter,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-06-12,The Honorable Hakeem Jeffries,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-05-31,The Honorable Tom Cotton,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-03-13,The Honorable James Clyburn,DC,US
1500.00,COVINGTON AND BURLING LLP PAC,2013-01-30,The Honorable Greg Walden,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-05-22,The Honorable Joseph Pitts,DC,US
2500.00,COVINGTON AND BURLING LLP PAC,2013-03-12,The Honorable Mark Begich,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-02-21,The Honorable Edward Markey,DC,US
500.00,COVINGTON AND BURLING LLP PAC,2013-06-25,The Honorable Mark Pryor,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-02-01,The Honorable John Barrasso,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-04-04,The Honorable Dan Coats,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-06-18,The Honorable Eric  Cantor,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-03-11,The Honorable Frank Wolf,DC,US
2500.00,COVINGTON AND BURLING LLP PAC,2013-06-11,The Honorable Debbie Wasserman-Schultz,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-01-02,The Honorable Ed Whitfield,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-05-06,The Honorable Judy Chu,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-03-25,The Honorable Patrick Toomey,DC,US
5000.00,COVINGTON AND BURLING LLP PAC,2013-05-22,The Honorable Mitch  McConnell,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-05-31,The Honorable Tom Marino,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-03-25,The Honorable Randy Hultgren,DC,US
1000.00,COVINGTON AND BURLING LLP PAC,2013-02-21,The Honorable Tim Scott,DC,US
2500.00,COVINGTON AND BURLING LLP PAC,2013-06-11,The Honorable Steny Hoyer,DC,US
500.00,"GELMAN, MATT",2013-06-21,Rep. Debbie Wasserman Schultz,DC,US
500.00,"GELMAN, MATT",2013-05-01,Rep. Steny Hoyer,DC,US
500.00,"GELMAN, MATT",2013-03-15,Rep. Bruce Braley,DC,US
100.00,"PALLASCH, BRIAN",2013-06-19,Earl Blumenauer,DC,US
100.00,"PALLASCH, BRIAN",2013-06-19,Richard Hanna,DC,US
1000.00,"SCHLAPP, MATTHEW",2013-06-26,Senator Rob Portman,VA,US
1000.00,"SCHLAPP, MATTHEW",2013-06-11,Senator Ted Cruz,VA,US
500.00,"SCHLAPP, MATTHEW",2013-06-12,David Schwartz,VA,US
250.00,"FRENCH, DAVID GLENN",2012-01-24,David Rouzer for Congress,DC,US
1000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-02-14,Patty Murray,DC,US
3000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-02-26,Lisa Murkowski,DC,US
1000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-04-29,Denny Heck,DC,US
5000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-02-27,Adam Smith,DC,US
2500.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Brian Schatz,DC,US
500.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-06-26,Derek Kilmer,DC,US
1000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-04-10,Kelly Ayotte,DC,US
2600.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-05-28,Mark Begich,DC,US
1000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-05-16,Cathy Castor,DC,US
2000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Duncan D. Hunter,DC,US
1000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-05-16,Bob Gibbs,DC,US
1000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-03-12,Derek Kilmer,DC,US
500.00,"COAKLEY, CHRISTOPHER",2013-02-27,Adam Smith,DC,US
1000.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-05-02,Tulsi Gabbard,DC,US
1500.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-03-13,Marco Rubio,DC,US
2500.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-05-20,Patty Murray,DC,US
500.00,"SALTCHUK RESOURCES, INC. POLITICAL ACTION COMMITTEE",2013-03-25,Colleen Hanabusa,DC,US
1000.00,"FRENCH, DAVID GLENN",2012-11-04,Mitt Romney for President,DC,US
1000.00,AIRPORTS COUNCIL INTERNATIONAL -- NORTH AMERICA,2013-05-08,Senator Susan Collins,DC,US
1000.00,AIRPORTS COUNCIL INTERNATIONAL -- NORTH AMERICA,2013-05-08,Senator Mark Begich,DC,US
2500.00,AIRPORTS COUNCIL INTERNATIONAL -- NORTH AMERICA,2013-03-13,Congressman Frank LoBiondo,DC,US
1000.00,AIRPORTS COUNCIL INTERNATIONAL -- NORTH AMERICA,2013-04-08,Congressman Richard Neal,DC,US
500.00,AIRPORTS COUNCIL INTERNATIONAL -- NORTH AMERICA,2013-03-11,Congressman John Carter,DC,US
500.00,AIRPORTS COUNCIL INTERNATIONAL -- NORTH AMERICA,2013-03-11,Congressman Tom Petri,DC,US
1000.00,AIRPORTS COUNCIL INTERNATIONAL -- NORTH AMERICA,2013-01-11,Congressman Michael McCaul,DC,US
261.69,BEER INSTITUTE,2013-01-19,House Majority PAC,DC,US
500.00,"ANDRYSZAK, AMY",2013-05-16,Congressman Mike McIntyre,DC,US
250.00,"ANDRYSZAK, AMY",2013-02-28,Senator Joe Donnelly,DC,US
1000.00,ESCA PAC,2013-06-30,Earl Blumenauer,DC,US
1500.00,ESCA PAC,2013-06-06,Aaron Schock,DC,US
5000.00,ESCA PAC,2013-05-13,Ron Kind,DC,US
500.00,ESCA PAC,2013-03-07,Earl Blumenauer,DC,US
3000.00,ESCA PAC,2013-05-13,Pat Roberts,DC,US
4500.00,ESCA PAC,2013-05-13,Earl Blumenauer,DC,US
1000.00,"SILVERMAN, STEPHANIE",2013-05-21,Democratic Senatorial Campaign Committee,DC,US
1000.00,ESCA PAC,2013-06-19,Earl Blumenauer,DC,US
1000.00,ESCA PAC,2013-06-06,Dave Reichert,DC,US
2000.00,ESCA PAC,2013-05-13,Peter Roskam,DC,US
3000.00,ESCA PAC,2013-05-13,Erik Paulsen,DC,US
1000.00,ESCA PAC,2013-04-19,Sherrod Brown,DC,US
500.00,ESCA PAC,2013-04-09,Kevin Brady,DC,US
1500.00,ESCA PAC,2013-03-15,Chuck Schumer,DC,US
5000.00,ESCA PAC,2013-06-19,Tom Reed,DC,US
2500.00,"SILVERMAN, STEPHANIE",2013-05-16,Ron Kind,DC,US
5000.00,ESCA PAC,2013-02-07,Dave Camp,DC,US
5000.00,ESCA PAC,2013-05-13,Mike Crapo,DC,US
3000.00,ESCA PAC,2013-02-07,Peter Roskam,DC,US
25.00,"LONG, STACEY",2012-09-04,Tammy Baldwin,MD,US
500.00,"WADSWORTH, HARRISON MORTON III",2013-03-20,Rep. Rob Andrews,DC,US
250.00,"WADSWORTH, HARRISON MORTON III",2013-06-27,Rep. John Kline,DC,US
1000.00,NETFLIX INC,2013-01-09,The Good Fund,CA,US
2500.00,NETFLIX INC,2013-03-21,Green Mountain PAC,CA,US
2500.00,NETFLIX INC,2013-01-09,The Honorable Bob Goodlatte,CA,US
200.00,"ANDES, FREDRIC P",2013-01-28,Al Franken,IL,US
500.00,"ANDES, FREDRIC P",2013-06-10,Al Franken,IL,US
500.00,"ANDES, FREDRIC P",2013-04-30,Elizabeth Colbert Busch,IL,US
1000.00,"ANDES, FREDRIC P",2013-02-09,Robin Kelly,IL,US
1000.00,"ANDES, FREDRIC P",2013-01-31,Brad Schneider,IL,US
500.00,"ANDES, FREDRIC P",2013-04-22,Bill Foster,IL,US
500.00,"ANDES, FREDRIC P",2013-02-11,N/A,IL,US
500.00,"ANDES, FREDRIC P",2013-06-10,Xavier Becerra,IL,US
2000.00,LOEWS CORPORATION ENERGY PAC,2013-04-09,Congressman Pete Olson,MD,US
5000.00,LOEWS CORPORATION ENERGY PAC,2013-02-11,National Republican Congressional Committee,MD,US
1000.00,LOEWS CORPORATION ENERGY PAC,2013-02-11,Senator Roy Blunt,MD,US
500.00,LOEWS CORPORATION ENERGY PAC,2013-05-17,Congressman Pete Gallego,MD,US
1500.00,LOEWS CORPORATION ENERGY PAC,2013-03-12,Congressman John Barrow,MD,US
1000.00,LOEWS CORPORATION ENERGY PAC,2013-05-17,Congressman Jim Matheson,MD,US
1000.00,LOEWS CORPORATION ENERGY PAC,2013-03-12,Congressman Bill Flores,MD,US
5000.00,LOEWS CORPORATION ENERGY PAC,2013-06-11,Senator Mark Begich,MD,US
2500.00,LOEWS CORPORATION ENERGY PAC,2013-02-11,Senator Saxby Chambliss,MD,US
1000.00,LOEWS CORPORATION ENERGY PAC,2013-04-04,Senator Mark Pryor,MD,US
1000.00,LOEWS CORPORATION ENERGY PAC,2013-05-17,Congressman Gene Green,MD,US
500.00,LOEWS CORPORATION ENERGY PAC,2013-05-17,Congressman John Barrow,MD,US
2500.00,LOEWS CORPORATION ENERGY PAC,2013-03-12,Sen. Mary Landrieu,MD,US
2500.00,LOEWS CORPORATION ENERGY PAC,2013-03-12,Sen. Lamar Alexander,MD,US
250.00,"ALLENDORF, LAURA L",2013-01-25,ACP Services PAC,VA,US
5000.00,"HAYWOOD, JULIAN A",2013-02-14,Democratic Congressional Campaign Committee,DC,US
500.00,"HAYWOOD, JULIAN A",2013-06-30,GK Butterfield,DC,US
1000.00,"HAYWOOD, JULIAN A",2013-03-03,Joseph P. Kennedy III,DC,US
500.00,"HAYWOOD, JULIAN A",2013-03-27,Hank Johnson,DC,US
500.00,"HAYWOOD, JULIAN A",2013-03-20,Ann Kirkpatrick,DC,US
500.00,"HAYWOOD, JULIAN A",2013-06-19,Yvette Clarke,DC,US
500.00,"HAYWOOD, JULIAN A",2013-03-27,John Larson,DC,US
500.00,"HAYWOOD, JULIAN A",2013-03-11,Denny Heck,DC,US
250.00,"HAYWOOD, JULIAN A",2013-06-21,Cedric Richmond,DC,US
1000.00,TESORO COMPANIES,2013-06-06,Sen. Chris Coons,DC,US
1000.00,TESORO COMPANIES,2013-04-30,Cong. Kristi Noem,DC,US
1000.00,TESORO COMPANIES,2013-06-06,Cong. Adam Lowenthal,DC,US
1000.00,TESORO COMPANIES,2013-04-30,Cong. Jim Costa,DC,US
1000.00,TESORO COMPANIES,2013-06-24,Cong. Devin Nunes,DC,US
2500.00,TESORO COMPANIES,2013-06-06,Sen. Brian Schatz,DC,US
1000.00,TESORO COMPANIES,2013-06-06,Cong. Tom McClintock,DC,US
2500.00,TESORO COMPANIES,2013-06-24,Sen. Heidi Heitkamp,DC,US
2500.00,TESORO COMPANIES,2013-03-21,Cong. Fred Upton,DC,US
2500.00,TESORO COMPANIES,2013-06-06,Cong. jaime Herrera Beutler,DC,US
2000.00,TESORO COMPANIES,2013-03-27,Cong. Colleen Hanabusa,DC,US
2500.00,TESORO COMPANIES,2013-06-24,Sen. Mark Pryor,DC,US
1000.00,TESORO COMPANIES,2013-04-30,Sen. Mike Lee,DC,US
2500.00,TESORO COMPANIES,2013-04-30,Cong. Lamar Smith,DC,US
1000.00,TESORO COMPANIES,2013-03-21,Cong. Charles Boustany,DC,US
1000.00,TESORO COMPANIES,2013-06-06,Cong. Charles Boustany,DC,US
1500.00,TESORO COMPANIES,2013-04-30,Cong. Loretta Sanchez,DC,US
1000.00,TESORO COMPANIES,2013-03-21,Cong. Frank Lucas,DC,US
2000.00,TESORO COMPANIES,2013-04-30,Cong. Gene Green,DC,US
1000.00,TESORO COMPANIES,2013-03-26,Sen. Kelly Ayotte,DC,US
2500.00,TESORO COMPANIES,2013-04-30,Cong. Henry Cuellar,DC,US
5000.00,TESORO COMPANIES,2013-04-30,Sen. Jim Inhofe,DC,US
2500.00,TESORO COMPANIES,2013-06-24,Cong. Marsha Blackburn,DC,US
1000.00,TESORO COMPANIES,2013-03-26,Cong. Janice Hahn,DC,US
2000.00,TESORO COMPANIES,2013-06-24,Cong. Pete Gallego,DC,US
1500.00,TESORO COMPANIES,2013-04-30,Cong. John Shimkus,DC,US
2500.00,TESORO COMPANIES,2013-06-24,Cong. Joaquin Castro,DC,US
2500.00,TESORO COMPANIES,2013-06-24,Cong. Kevin McCarthy,DC,US
1000.00,TESORO COMPANIES,2013-03-27,Cong. Ann Wagner,DC,US
5000.00,TESORO COMPANIES,2013-03-21,Sen. John Cornyn,DC,US
1000.00,TESORO COMPANIES,2013-06-24,Cong. Janice Hahn,DC,US
1000.00,TESORO COMPANIES,2013-06-06,Cong. Tony Cardenas,DC,US
2500.00,TESORO COMPANIES,2013-06-06,Cong. Jim Matheson,DC,US
1000.00,TESORO COMPANIES,2013-04-30,Cong. Adam Kinzinger,DC,US
2500.00,TESORO COMPANIES,2013-04-30,Sen. David Vitter,DC,US
2000.00,TESORO COMPANIES,2013-06-06,Cong. Rob Bishop,DC,US
2500.00,TESORO COMPANIES,2013-06-06,Cong. Jason Chaffetz,DC,US
1000.00,TESORO COMPANIES,2013-06-06,Cong. David Valadao,DC,US
1000.00,TESORO COMPANIES,2013-04-30,Cong. Brett Guthrie,DC,US
1500.00,TESORO COMPANIES,2013-04-30,Cong. Pat Tiberi,DC,US
2500.00,TESORO COMPANIES,2013-06-24,Cong. Ed Whitfield,DC,US
1000.00,TESORO COMPANIES,2013-06-24,Sen. Tim Scott,DC,US
1000.00,TESORO COMPANIES,2013-03-21,Cong. Doris Matsui,DC,US
1000.00,TESORO COMPANIES,2013-06-24,Cong. Dave camp,DC,US
250.00,"PATCH, RICHARD",2013-06-17,Rep. Raul Grijalva,DC,US
250.00,"ALLEN MURRAY, JILL",2013-05-22,David Cicilline,DC,US
500.00,CONSERVATION PATHWAYS LLC,2013-05-20,Rep. Nick J. Rahall,CA,US
250.00,"SINGER, BONNIE J",2013-03-20,Jack Kingston,DC,US
500.00,"SINGER, BONNIE J",2013-02-13,Jack Kingston,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-05,Gregory W. Meeks,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-17,James Renacci,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-04,John Carney,DC,US
2500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,David Lee Camp,DC,US
1500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-03-19,Edwin Perlmutter,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-04-16,Randy Neugebauer,DC,US
2500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-05-30,John B. Larson,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-24,William (Bill) Foster,DC,US
2500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-04-16,John A. Boehner,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,Patrick Tiberi,DC,US
1500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-27,David Lee Camp,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,Patrick Toomey,DC,US
1500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-24,Marlin Stutzman,DC,US
2000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-01-15,Gwendolynne Moore,DC,US
5000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-04-16,Scott Garrett,DC,US
2500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-03-19,Jack Reed,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-04-16,Jim Himes,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-26,Patrick Timothy McHenry,DC,US
2000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-04-16,Richard E. Neal,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,Max Baucus,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,Kevin McCarthy,DC,US
2000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-04-16,Rush Holt,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-05-30,Terri Sewell,DC,US
2500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-17,Maxine Waters,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,Ronald Kind,DC,US
5000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-01-22,Jeb Hensarling,DC,US
2000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,John Cornyn,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-24,John P. Kline,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-17,Eric Cantor,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-18,Robert Hurt,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,Jim Himes,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-05-30,Daniel Benjamin Maffei,DC,US
2500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-03-19,Michael Crapo,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-03-19,Jeb Hensarling,DC,US
2000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,Richard E. Neal,DC,US
2500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-02-25,Tim Johnson,DC,US
1500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-06-24,Krysten Sinema,DC,US
1500.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-03-19,Mark Warner,DC,US
1000.00,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,2013-01-30,Kay R. Hagan,DC,US
1000.00,"ETHERTON, JONATHAN",2013-05-21,Senator Richard Durbin,VA,US
5000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-02-27,Adam Smith,DC,US
1000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-05-16,Cathy Castor,DC,US
1000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-05-16,Bob Gibbs,DC,US
500.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-03-25,Colleen Hanabusa,DC,US
2500.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-03-19,Brian Schatz,DC,US
2500.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-03-13,Marco Rubio,DC,US
1000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-03-13,Derek Kilmer,DC,US
1000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-05-02,Tulsi Gabbard,DC,US
1000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-02-14,Patty Murray,DC,US
2600.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-05-28,Mark Begich,DC,US
500.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-06-26,Derek Kilmer,DC,US
2500.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-05-20,Patty Murray,DC,US
2000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-03-19,Duncan D. Hunter,DC,US
1000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-04-29,Denny Heck,DC,US
3000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-02-26,Lisa Murkowski,DC,US
1000.00,SALTCHUK RESOURCES INC. POLITICAL ACTION COMMITTEE,2013-04-10,Kelly Ayotte,DC,US
500.00,CONNOLLY GROUP,2013-03-14,John A. Boehner,VA,US
25.00,CONNOLLY GROUP,2013-03-26,Sam Johnson,VA,US
1000.00,CONNOLLY GROUP,2013-02-15,John A. Boehner,VA,US
