amount,contributor_name,date,honoree_name,state,country
250.00,"MIRIJANIAN, PETER",2013-03-13,Hon. Scott Peters,DC,US
2500.00,LYONDELL CHEMICAL COMPANY PAC,2013-05-07,SPIPAC,TX,US
5000.00,LYONDELL CHEMICAL COMPANY PAC,2013-03-27,National Republican Senatorial Committee,TX,US
1000.00,LYONDELL CHEMICAL COMPANY PAC,2013-06-19,Rep. Randy Weber,TX,US
5000.00,LYONDELL CHEMICAL COMPANY PAC,2013-03-27,National Republican Congressional Committee,TX,US
1500.00,LYONDELL CHEMICAL COMPANY PAC,2013-06-19,Rep. Kenny Marchant,TX,US
2000.00,LYONDELL CHEMICAL COMPANY PAC,2013-06-19,Senator John Cornyn,TX,US
1000.00,LYONDELL CHEMICAL COMPANY PAC,2013-04-23,Rep. John Shimkus,TX,US
5000.00,LYONDELL CHEMICAL COMPANY PAC,2013-05-07,AFPMPAC,TX,US
5000.00,LYONDELL CHEMICAL COMPANY PAC,2013-03-27,Democratic Senatorial Campaign Committee,TX,US
1500.00,LYONDELL CHEMICAL COMPANY PAC,2013-04-25,American Chemistry Council PAC,TX,US
1000.00,LYONDELL CHEMICAL COMPANY PAC,2013-05-15,Rep. Raymond Green,TX,US
2000.00,LYONDELL CHEMICAL COMPANY PAC,2013-05-23,Senator Rafael Cruz,TX,US
1000.00,LYONDELL CHEMICAL COMPANY PAC,2013-05-07,Rep. Andrew Harris,TX,US
1000.00,LYONDELL CHEMICAL COMPANY PAC,2013-05-15,Rep. Mike Rogers,TX,US
1500.00,LYONDELL CHEMICAL COMPANY PAC,2013-05-15,Rep. Mark Kirk,TX,US
1000.00,LYONDELL CHEMICAL COMPANY PAC,2013-03-27,Rep. Adam Kinzinger,TX,US
2000.00,LYONDELL CHEMICAL COMPANY PAC,2013-04-17,Senator Mary Landrieu,TX,US
1000.00,"BECKHAM, STEVEN",2013-05-22,Congressman Joe Wilson,VA,US
500.00,"BECKHAM, STEVEN",2013-01-24,Congressman Tom Rice,VA,US
250.00,"BECKHAM, STEVEN",2013-06-13,Congressman Jim Clyburn,VA,US
32400.00,"SMITH, STACEY",2013-06-30,Democratic Senatorial Campaign Committee,DC,US
500.00,"MEYERS, LARRY D",2013-03-13,Henry Cuellar for Congress,DC,US
1000.00,"MEYERS, LARRY D",2013-04-30,Bill Shuster for Congress,DC,US
1000.00,"MEYERS, LARRY D",2013-03-28,Steve Stockman for Congress,DC,US
500.00,"MEYERS, LARRY D",2013-05-15,Blake Farenthold for Congress,DC,US
500.00,"MEYERS, LARRY D",2013-05-06,Ralph Hall for Congress,DC,US
500.00,"MEYERS, LARRY D",2013-05-13,Mac Thornberry for Congress,DC,US
500.00,"MEYERS, LARRY D",2013-06-13,Henry Cuellar for Congress,DC,US
1000.00,AMEREN SERVICES,2013-03-08,Rep. Steny Hoyer,DC,US
2000.00,AMEREN SERVICES,2013-03-28,Rep. Sam Graves,DC,US
1000.00,AMEREN SERVICES,2013-01-18,Sen. Lisa Murkowski,DC,US
2500.00,AMEREN SERVICES,2013-05-02,Rep. Adam Kinzinger,DC,US
1000.00,AMEREN SERVICES,2013-06-04,Sen. Mark Kirk,DC,US
1000.00,AMEREN SERVICES,2013-04-18,Rep. John Shimkus,DC,US
1000.00,AMEREN SERVICES,2013-05-15,Sen. Marco Rubio,DC,US
1000.00,AMEREN SERVICES,2013-02-21,Rep. Billy Long,DC,US
1000.00,AMEREN SERVICES,2013-02-08,Rep. Adam Kinzinger,DC,US
1000.00,AMEREN SERVICES,2013-01-18,Congressman Aaron Schock,DC,US
4902.05,AMEREN SERVICES,2013-04-18,Ameren Missouri PAC,DC,US
1000.00,AMEREN SERVICES,2013-06-04,Rep. Ed Whitfield,DC,US
1000.00,AMEREN SERVICES,2013-03-14,Rep. William Lacy Clay Jr.,DC,US
1000.00,AMEREN SERVICES,2013-01-18,Rep. Sam Graves,DC,US
2000.00,AMEREN SERVICES,2013-02-04,American Gas Association PAC,DC,US
1000.00,AMEREN SERVICES,2013-05-02,Sen. Mary Landrieu,DC,US
1000.00,AMEREN SERVICES,2013-06-12,Rep. Lynn Jenkins,DC,US
1000.00,AMEREN SERVICES,2013-05-14,Rep. Billy Long,DC,US
1000.00,AMEREN SERVICES,2013-06-04,Rep. Blaine Luetkemeyer,DC,US
1000.00,AMEREN SERVICES,2013-05-14,Rep. Ed Whitfield,DC,US
1000.00,AMEREN SERVICES,2013-04-03,Rep. Mike Rogers,DC,US
1000.00,AMEREN SERVICES,2013-03-14,Rep. Bill Enyart,DC,US
2500.00,AMEREN SERVICES,2013-05-07,Rep. Fred Upton,DC,US
1000.00,AMEREN SERVICES,2013-05-07,Sen. Mark Pryor,DC,US
1000.00,AMEREN SERVICES,2013-04-18,Rep. Rodney Freylinghuysen,DC,US
3000.00,AMEREN SERVICES,2013-03-07,Sen. Claire McCaskill,DC,US
1000.00,AMEREN SERVICES,2013-03-07,Rep. Pete Olson,DC,US
1000.00,AMEREN SERVICES,2013-05-23,Rep. Jason Smith,DC,US
1000.00,AMEREN SERVICES,2013-02-04,Sen. Mark Kirk,DC,US
1500.00,AMEREN SERVICES,2013-05-23,Nuclear Energy Institute PAC,DC,US
2000.00,AMEREN SERVICES,2013-02-04,Edison Electric Institute PAC,DC,US
4902.05,AMEREN SERVICES,2013-04-18,Ameren Illinois PAC,DC,US
1000.00,AMEREN SERVICES,2013-06-28,Rep. Pete Olson,DC,US
1000.00,AMEREN SERVICES,2013-02-04,Sen. David Vitter,DC,US
1000.00,AMEREN SERVICES,2013-04-03,Rep. Jason Smith,DC,US
1000.00,AMEREN SERVICES,2013-03-08,Rep. Blaine Luetkemeyer,DC,US
1000.00,AMEREN SERVICES,2013-01-18,Rep. Ed Whitfield,DC,US
2500.00,AMEREN SERVICES,2013-06-04,Sen. Roy Blunt,DC,US
2000.00,AMEREN SERVICES,2013-01-18,Sen. Max Baucus,DC,US
3000.00,AMEREN SERVICES,2013-05-23,Edison Electric Institute PAC,DC,US
1000.00,AMEREN SERVICES,2013-01-18,Rep. Rodney Davis,DC,US
1000.00,AMEREN SERVICES,2013-02-04,Rep. Emanuel Cleaver,DC,US
1000.00,AMEREN SERVICES,2013-05-15,Rep. John Barrow,DC,US
1000.00,AMEREN SERVICES,2013-04-03,Rep. Aaron Schock,DC,US
1000.00,AMEREN SERVICES,2013-02-21,Sen. Lisa Murkowski,DC,US
1000.00,AMEREN SERVICES,2013-03-04,Rep. Jim Clyburn,DC,US
1000.00,AMEREN SERVICES,2013-02-04,Rep. John Shimkus,DC,US
4863.51,AMEREN SERVICES,2013-01-18,Ameren Illinois PAC,DC,US
1000.00,AMEREN SERVICES,2013-06-28,Rep. John Dingell,DC,US
1000.00,AMEREN SERVICES,2013-02-04,Rep. Blaine Luetkemeyer,DC,US
1000.00,AMEREN SERVICES,2013-03-28,Rep. G.K. Butterfield,DC,US
1000.00,AMEREN SERVICES,2013-01-18,Sen. John Barasso,DC,US
1000.00,AMEREN SERVICES,2013-06-04,Rep. Cheri Bustos,DC,US
1000.00,AMEREN SERVICES,2013-04-03,Rep. Eric Cantor,DC,US
2000.00,AMEREN SERVICES,2013-02-04,Nuclear Energy Institute PAC,DC,US
4863.51,AMEREN SERVICES,2013-01-18,Ameren Missouri PAC,DC,US
1000.00,AMEREN SERVICES,2013-05-14,Rep. Peter Roskam,DC,US
1000.00,AMEREN SERVICES,2013-06-12,Rep. Bobby Rush,DC,US
1500.00,AMEREN SERVICES,2013-05-23,American Gas Association PAC,DC,US
2000.00,AMEREN SERVICES,2013-01-18,Rep. John Shimkus,DC,US
1000.00,AMEREN SERVICES,2013-04-18,Rep. Danny Davis,DC,US
1000.00,AMEREN SERVICES,2013-03-14,Sen. Tim Scott,DC,US
2500.00,AMEREN SERVICES,2013-05-14,Rep. Eric Cantor,DC,US
1000.00,AMEREN SERVICES,2013-03-14,Rep. Steve Scalise,DC,US
1000.00,AMEREN SERVICES,2013-05-14,Rep. Bill Enyart,DC,US
1000.00,AMEREN SERVICES,2013-05-23,Rep. Dennis Ross,DC,US
2000.00,AMEREN SERVICES,2013-02-21,Rep. Ann Wagner,DC,US
1000.00,AMEREN SERVICES,2013-05-15,Rep. Rodney Davis,DC,US
1000.00,AMEREN SERVICES,2013-02-21,Rep. William Lacy Clay Jr.,DC,US
2500.00,AMEREN SERVICES,2013-05-07,Rep. John Shimkus,DC,US
1000.00,AMEREN SERVICES,2013-02-21,Rep. Lee Terry,DC,US
1000.00,AMEREN SERVICES,2013-04-18,Sen. Roy Blunt,DC,US
2500.00,AMEREN SERVICES,2013-05-02,Rep. Adam Kinzinger,DC,US
500.00,"FISHER, STEVEN A",2013-02-05,Rep. Susan Brooks,DC,US
250.00,"FISHER, STEVEN A",2013-04-16,Rep. Larry Bucshon,DC,US
500.00,"FISHER, STEVEN A",2013-03-01,Sen. Susan Collins,DC,US
500.00,"FISHER, STEVEN A",2013-05-16,Rep. Luke Messer,DC,US
500.00,"FISHER, STEVEN A",2013-02-25,Sen. Joe Donnelly,DC,US
500.00,FISHER CONSULTING,2013-03-01,Sen. Susan Collins,DC,US
500.00,FISHER CONSULTING,2013-05-16,Rep. Luke Messer,DC,US
250.00,FISHER CONSULTING,2013-04-16,Rep. Larry Bucshon,DC,US
500.00,FISHER CONSULTING,2013-02-25,Sen. Joe Donnelly,DC,US
500.00,FISHER CONSULTING,2013-02-05,Rep. Susan Brooks,DC,US
5200.00,CORLEY CONSULTING LLC,2013-03-01,Roger Williams,TX,US
2500.00,CORLEY CONSULTING LLC,2013-04-24,Marco Rubio,TX,US
2500.00,CORLEY CONSULTING LLC,2013-06-25,Trey Gowdy,TX,US
1000.00,CORLEY CONSULTING LLC,2013-03-09,Ted Cruz,TX,US
2500.00,"CORLEY, SCOTT",2013-04-24,Marco Rubio,TX,US
5200.00,"CORLEY, SCOTT",2013-03-01,Roger Williams,TX,US
2500.00,"CORLEY, SCOTT",2013-06-25,Trey Gowdy,TX,US
1000.00,"CORLEY, SCOTT",2013-03-09,Ted Cruz,TX,US
500.00,"DOLE, ROBERT J",2012-09-19,Friends of Trey Radel,DC,US
1000.00,"DOLE, ROBERT J",2012-08-02,Wilson for Senate,DC,US
500.00,"DOLE, ROBERT J",2012-08-02,George Allen for U.S. Senate,DC,US
1000.00,"DOLE, ROBERT J",2012-10-15,David Rouzer for Congress,DC,US
5000.00,"DOLE, ROBERT J",2012-09-25,Republican House Campaign Committee,DC,US
2500.00,"DOLE, ROBERT J",2012-11-02,Connie Mack for US Senate,DC,US
500.00,"DOLE, ROBERT J",2012-07-18,Montanans for Rehberg,DC,US
500.00,"DOLE, ROBERT J",2012-10-04,Chris Fields for Congress,DC,US
500.00,"DOLE, ROBERT J",2012-07-30,David Rouzer for Congress,DC,US
500.00,"DOLE, ROBERT J",2012-08-13,Team Emerson,DC,US
10000.00,"DOLE, ROBERT J",2012-09-19,National Republican Senatorial Committee,DC,US
1000.00,"DOLE, ROBERT J",2012-08-02,Fischer for Senate,DC,US
300.00,"YEHL, KATHERINE",2013-06-19,Sen. Claire McCaskill,DC,US
500.00,"MADDOX, MARK",2013-05-14,Jason Smith,DC,US
500.00,TIM YEHL LLC,2013-05-30,Rep. Mike Quigley,DC,US
1000.00,TIM YEHL LLC,2013-03-21,Senate Democrats,DC,US
500.00,TIM YEHL LLC,2013-01-24,Sen. Heidi Heitkamp,DC,US
500.00,TIM YEHL LLC,2013-06-19,Rep. Bill Pascrell,DC,US
2600.00,TIM YEHL LLC,2013-06-12,Sen. Jeanne Shaheen,DC,US
2600.00,TIM YEHL LLC,2013-05-16,Rep. Frank Pallone,DC,US
500.00,TIM YEHL LLC,2013-03-18,Rep. Frank Pallone,DC,US
500.00,TIM YEHL LLC,2013-04-10,Rep. Raul Ruiz,DC,US
500.00,RAY BILLUPS,2013-05-13,Lamar Alexander,VA,US
500.00,"BILLUPS, RAY B JR",2013-05-13,Lamar Alexander,VA,US
250.00,"LAUGHLIN, PATRICK",2013-04-24,Jeb Hensarling,TX,US
1200.00,"FLOW, TERRI",2012-09-15,Travis County Republican Party,TX,US
25.00,"FLOW, TERRI",2012-10-18,Susan Narvaiz,TX,US
200.00,"FLOW, TERRI",2012-12-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-08-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-11-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-07-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-10-15,Travis County Republican Party,TX,US
1000.00,"FLOW, TERRI",2012-01-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-03-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-05-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-04-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-02-15,Travis County Republican Party,TX,US
400.00,"MCCOY, ALAN HOWARD",2013-03-15,Congressman John A. Boehner,OH,US
200.00,"FLOW, TERRI",2012-05-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-04-15,Travis County Republican Party,TX,US
1000.00,"FLOW, TERRI",2012-01-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-03-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-02-15,Travis County Republican Party,TX,US
250.00,"MCCOY, ALAN HOWARD",2012-09-18,"Charles A. Wilson, Jr.",OH,US
400.00,"MCCOY, ALAN HOWARD",2013-03-15,Congressman John A. Boehner,OH,US
250.00,"MCCOY, ALAN HOWARD",2013-05-13,Senator Sherrod Brown,OH,US
100.00,"FLOW, TERRI",2013-04-23,Congressman Jeb Hensarling,TX,US
1000.00,"BOPP, MICHAEL D",2012-12-06,Sen. Rob Portman,DC,US
500.00,"BOPP, MICHAEL D",2012-12-05,Ken Cuccinelli,DC,US
2500.00,"BOPP, MICHAEL D",2012-10-17,Mitt Romney,DC,US
750.00,"BOPP, MICHAEL D",2012-12-27,Sen. Mitch McConnell,DC,US
500.00,"BOPP, MICHAEL D",2012-07-26,Senator Susan Collins,DC,US
500.00,"BOPP, MICHAEL D",2012-10-01,Rep. Bob Dold,DC,US
500.00,"BOPP, MICHAEL D",2012-10-02,Charlie Summers,DC,US
250.00,"MARSHALL, BEVERLY K",2013-03-18,Senator Kelly Ayotte,VA,US
50.00,"DONOHUE, NICK",2012-11-02,Kaine for Virginia,DC,US
100.00,"DONOHUE, NICK",2012-09-12,Kaine for Virginia,DC,US
25.00,"FLOW, TERRI",2012-10-18,Susan Narvaiz,TX,US
1200.00,"FLOW, TERRI",2012-09-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-12-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-10-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-11-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-08-15,Travis County Republican Party,TX,US
200.00,"FLOW, TERRI",2012-07-15,Travis County Republican Party,TX,US
500.00,"HOLUBOWICH, EMILY JUSTINE",2012-04-25,Representative Lucille Roybal-Allard,DC,US
500.00,"HOLUBOWICH, EMILY JUSTINE",2012-05-16,Representative Rosa DeLauro,DC,US
500.00,"HOLUBOWICH, EMILY JUSTINE",2012-06-01,Representative Nancy Pelosi,DC,US
500.00,"HOLUBOWICH, EMILY JUSTINE",2012-06-12,Senator Sherrod Brown,DC,US
250.00,"HOLUBOWICH, EMILY JUSTINE",2012-06-21,Representative Nita Lowey,DC,US
200.00,"FITZSIMON, LEO RICHARD",2013-06-19,Scott Peters for Congress,DC,US
1000.00,"MACCARTHY, MARK",2013-05-31,Edward Markey,DC,US
500.00,"MACCARTHY, MARK",2013-05-09,Anna Eshoo,DC,US
1000.00,"HOLUBOWICH, EMILY JUSTINE",2012-09-13,Senator Tom Harkin,DC,US
1000.00,NAPA PAC,2012-11-02,John Tavaglione,MD,US
1000.00,NAPA PAC,2012-09-18,NicK Rahall,MD,US
1000.00,NAPA PAC,2012-07-31,Reid Ribble,MD,US
1000.00,NAPA PAC,2012-09-13,Frank Guinta,MD,US
1000.00,NAPA PAC,2012-09-10,John Barrow,MD,US
1000.00,NAPA PAC,2012-07-25,Peter DeFazio,MD,US
1000.00,NAPA PAC,2012-08-20,Larry Buchson,MD,US
1000.00,NAPA PAC,2012-07-02,Lou Barletta,MD,US
1500.00,NAPA PAC,2012-08-23,Kristi Noem,MD,US
1000.00,NAPA PAC,2012-07-17,Rick Larsen,MD,US
1000.00,NAPA PAC,2012-07-31,Bill Shuster,MD,US
1000.00,NAPA PAC,2012-09-18,Scott Brown,MD,US
1000.00,NAPA PAC,2012-08-24,Tom Latham,MD,US
1000.00,NAPA PAC,2012-07-16,Dave Camp,MD,US
1000.00,NAPA PAC,2012-09-18,Spencer Bachus,MD,US
1000.00,NAPA PAC,2012-08-20,Jackie Walorski,MD,US
1000.00,NAPA PAC,2012-07-17,Peter Roskum,MD,US
1000.00,NAPA PAC,2012-09-18,John Garamendi,MD,US
1000.00,NAPA PAC,2012-07-31,Duncan Hunter,MD,US
1000.00,NAPA PAC,2012-11-29,John Garamendi,MD,US
1000.00,NAPA PAC,2012-09-26,Pat Tiberi,MD,US
1000.00,NAPA PAC,2012-08-20,Jeff Landry,MD,US
1000.00,NAPA PAC,2012-07-31,Richard Shelby,MD,US
1000.00,NAPA PAC,2012-08-20,Brian Bilbray,MD,US
1000.00,NAPA PAC,2012-07-31,Leonard Lance,MD,US
1000.00,NAPA PAC,2012-08-22,Scott Brown,MD,US
1000.00,NAPA PAC,2012-09-24,James Lankford,MD,US
1000.00,NAPA PAC,2012-07-17,Reid Ribble,MD,US
1000.00,NAPA PAC,2012-09-26,Tom Reed,MD,US
1000.00,NAPA PAC,2012-10-30,David Vitter,MD,US
2000.00,NAPA PAC,2012-08-24,Democratic Senatorial Campaign Committee,MD,US
1000.00,NAPA PAC,2012-07-13,Jeanne Shaheen,MD,US
1000.00,"KRASKIN, STEPHEN",2012-09-14,Congressman Lee Terry,DC,US
1000.00,"BOCK, PAUL S.",2013-04-11,Senator Patrick Leahy,DC,US
500.00,"BOCK, PAUL S.",2013-03-20,Cong. John Barrow,DC,US
1000.00,"BOCK, PAUL S.",2013-03-12,Senator Bill Nelson,DC,US
1000.00,"BOCK, PAUL S.",2013-03-12,DSCC,DC,US
1000.00,"BOCK, PAUL S.",2013-02-11,Senator Mark Warner,DC,US
1000.00,NAPA PAC,2013-06-26,Rick Larsen,MD,US
1000.00,NAPA PAC,2013-04-18,Tim Griffin,MD,US
1000.00,NAPA PAC,2013-03-08,Jim Inhofe,MD,US
500.00,NAPA PAC,2013-01-10,Jeanne Shaheen,MD,US
1000.00,NAPA PAC,2013-05-06,Rodney Davis,MD,US
2500.00,NAPA PAC,2013-06-04,Reid Ribble,MD,US
1000.00,NAPA PAC,2013-04-15,Lou Barletta,MD,US
1000.00,NAPA PAC,2013-05-31,Bill Shuster,MD,US
1000.00,NAPA PAC,2013-06-10,Charlie Dent,MD,US
5000.00,"INTEGRYS ENERGY GROUP, INC. PAC",2013-03-01,National Republican Congressional Campaign,IL,US
1500.00,"INTEGRYS ENERGY GROUP, INC. PAC",2013-04-19,Republican Party of Wisconsin - Federal Account,IL,US
1000.00,"INTEGRYS ENERGY GROUP, INC. PAC",2013-03-12,"Duffy, Sean",IL,US
2500.00,"INTEGRYS ENERGY GROUP, INC. PAC",2013-03-01,Republican Party of Wisconsin - Federal Account,IL,US
1000.00,"INTEGRYS ENERGY GROUP, INC. PAC",2013-06-07,"Rush, Bobby",IL,US
1000.00,"INTEGRYS ENERGY GROUP, INC. PAC",2013-03-12,"Ribble, Reid",IL,US
500.00,"INTEGRYS ENERGY GROUP, INC. PAC",2013-05-17,Democratic Party of Wisconsin - Federal Account,IL,US
1000.00,"INTEGRYS ENERGY GROUP, INC. PAC",2013-04-12,"Davis, Danny",IL,US
250.00,ELIZABETH SCHWARTZ,2010-07-20,Senator Maria Cantwell,VA,US
100.00,ELIZABETH SCHWARTZ,2010-09-17,Dan Maffei,VA,US
250.00,ELIZABETH SCHWARTZ,2010-07-20,Stephanie Moore,VA,US
500.00,ELIZABETH SCHWARTZ,2010-09-29,Senator Patty Murray,VA,US
250.00,ELIZABETH SCHWARTZ,2010-07-21,Senator Blanche Lincoln,VA,US
500.00,ELIZABETH SCHWARTZ,2010-09-30,Rep. Rick Larsen,VA,US
25.00,"BACCHUS, NATHAN",2012-10-15,N/A,NY,US
500.00,"LITTLEFIELD, NICK",2012-11-04,"Joseph P. Kennedy, III",MA,US
500.00,"LITTLEFIELD, NICK",2012-10-15,"Sheldon Whitehouse, II",MA,US
150.00,"LITTLEFIELD, NICK",2012-11-01,Bob Kerrey,MA,US
333.00,"LITTLEFIELD, NICK",2012-10-21,Stephen F. Lynch,MA,US
500.00,"SWIRSKI, SANDRA",2013-04-08,Cong. Aaron Schock,DC,US
250.00,"SWIRSKI, SANDRA",2013-04-29,Cong. Hartzler,DC,US
250.00,"SWIRSKI, SANDRA",2013-03-04,Senator Susan Collins,DC,US
250.00,"HIRSCH, PAUL J",2012-07-13,Congressman Mike Thompson,DC,US
250.00,"HIRSCH, PAUL J",2012-07-18,Congressman Martin Heinrich,DC,US
1250.00,"LUSK, CODY L",2012-10-23,afit pac,VA,US
1500.00,"LUSK, CODY L",2012-10-01,afit pac,VA,US
1000.00,"LUSK, CODY L",2012-12-31,afit pac,VA,US
1250.00,"LUSK, CODY L",2012-12-20,afit pac,VA,US
1000.00,"HALE, D BRETT",2013-02-05,U.S. Rep. Andy Barr,KY,US
1000.00,"HALE, D BRETT",2013-02-07,U.S. Sen. Mitch McConnell,KY,US
1000.00,"HALE, D BRETT",2013-03-25,U.S. Sen. Mitch McConnell,KY,US
5000.00,EQT CORPORATION PAC,2013-06-05,William Shuster,PA,US
5000.00,EQT CORPORATION PAC,2013-04-15,Tim Murphy,PA,US
2500.00,EQT CORPORATION PAC,2013-04-15,David McKinley,PA,US
2500.00,EQT CORPORATION PAC,2013-04-15,Shelley Capito,PA,US
2500.00,EQT CORPORATION PAC,2013-04-15,George J. (Mike) Kelly,PA,US
2500.00,EQT CORPORATION PAC,2013-04-15,Keith Rothfus,PA,US
150.00,"KENNEDY, MARY",2012-08-26,Representative Tim Walz,MN,US
208.00,"WILSON, DARRELL",2013-03-15,same,DC,US
208.00,"WILSON, DARRELL",2013-04-15,same,DC,US
208.00,"WILSON, DARRELL",2013-01-31,same,DC,US
208.00,"WILSON, DARRELL",2013-05-15,same,DC,US
500.00,"WILSON, DARRELL",2013-02-05,same,DC,US
208.00,"WILSON, DARRELL",2013-05-31,same,DC,US
208.00,"WILSON, DARRELL",2013-02-15,same,DC,US
208.00,"WILSON, DARRELL",2013-02-28,same,DC,US
208.00,"WILSON, DARRELL",2013-03-28,same,DC,US
208.00,"WILSON, DARRELL",2013-06-28,same,DC,US
208.00,"WILSON, DARRELL",2013-01-15,same,DC,US
208.00,"WILSON, DARRELL",2013-04-30,same,DC,US
500.00,"WILSON, DARRELL",2013-06-25,same,DC,US
1000.00,"WILSON, DARRELL",2013-03-11,Bill Shuster,DC,US
208.00,"WILSON, DARRELL",2013-06-14,same,DC,US
500.00,"WILSON, DARRELL",2013-05-23,same,DC,US
250.00,COMMERCE BANCPAC,2012-10-05,Paul LeVota,MO,US
1000.00,COMMERCE BANCPAC,2012-10-23,Peter Kinder,MO,US
1000.00,COMMERCE BANCPAC,2012-07-23,Ann Wagner,MO,US
1000.00,COMMERCE BANCPAC,2012-10-22,"William Lacy Clay, Jr.",MO,US
1000.00,COMMERCE BANCPAC,2012-10-22,Blaine Luetkemeyer,MO,US
2500.00,COMMERCE BANCPAC,2012-11-21,Claire McCaskill,MO,US
2500.00,COMMERCE BANCPAC,2012-09-24,Scott Brown,MO,US
1000.00,COMMERCE BANCPAC,2012-09-24,Jason Kander,MO,US
2000.00,COMMERCE BANCPAC,2012-09-10,Billy Long,MO,US
500.00,COMMERCE BANCPAC,2012-10-18,Steve Chabot,MO,US
500.00,COMMERCE BANCPAC,2012-10-18,Brad Wenstrup,MO,US
1250.00,COMMERCE BANCPAC,2012-09-25,Federal PAC,MO,US
500.00,COMMERCE BANCPAC,2012-10-03,Rodney Davis,MO,US
500.00,COMMERCE BANCPAC,2012-10-23,John Dempsey,MO,US
250.00,COMMERCE BANCPAC,2012-10-05,Judy Morgan,MO,US
1000.00,COMMERCE BANCPAC,2012-09-24,Shane Schoeller,MO,US
500.00,COMMERCE BANCPAC,2012-08-13,Kevin Yoder,MO,US
150.00,COMMERCE BANCPAC,2012-10-03,Aaron Schock,MO,US
1000.00,COMMERCE BANCPAC,2012-09-24,Cole McNary,MO,US
250.00,COMMERCE BANCPAC,2012-10-05,Randy Dunn,MO,US
500.00,COMMERCE BANCPAC,2012-10-18,Ed Perlmutter,MO,US
2000.00,COMMERCE BANCPAC,2012-10-22,Emanuel Cleaver,MO,US
2000.00,COMMERCE BANCPAC,2012-10-22,Jo Ann Emerson,MO,US
100.00,COMMERCE BANCPAC,2012-11-21,Jim Ardis,MO,US
500.00,COMMERCE BANCPAC,2012-10-18,Diana DeGette,MO,US
100.00,COMMERCE BANCPAC,2012-11-08,Joseph Roddy,MO,US
750.00,COMMERCE BANCPAC,2012-08-13,Jason Plummer,MO,US
1000.00,COMMERCE BANCPAC,2012-09-24,Clint Zweifel,MO,US
125.00,COMMERCE BANCPAC,2012-09-07,Daniel Polites,MO,US
250.00,COMMERCE BANCPAC,2012-10-05,John Rizzo,MO,US
250.00,COMMERCE BANCPAC,2012-08-15,"Republican candidates, Champaign County, IL",MO,US
1000.00,COMMERCE BANCPAC,2012-10-23,Adam Kinzinger,MO,US
250.00,COMMERCE BANCPAC,2012-10-05,Mike Cierpiot,MO,US
200.00,COMMERCE BANCPAC,2012-07-16,Mitt Romney,MO,US
2000.00,COMMERCE BANCPAC,2012-10-22,Sam Graves,MO,US
1000.00,COMMERCE BANCPAC,2012-10-23,Aaron Schock,MO,US
2500.00,COMMERCE BANCPAC,2012-10-22,Claire McCaskill,MO,US
250.00,COMMERCE BANCPAC,2012-09-14,Rick Stream,MO,US
250.00,COMMERCE BANCPAC,2012-10-18,Francis Slay,MO,US
250.00,COMMERCE BANCPAC,2012-11-01,Aaron Schock,MO,US
500.00,COMMERCE BANCPAC,2012-10-18,Josh Mandel,MO,US
1500.00,COMMERCE BANCPAC,2012-10-23,John Shimkus,MO,US
250.00,COMMERCE BANCPAC,2012-10-05,Jason Holsman,MO,US
1000.00,COMMERCE BANCPAC,2012-10-18,Bob Corker,MO,US
500.00,COMMERCE BANCPAC,2012-10-12,Ryan Silvey,MO,US
1000.00,COMMERCE BANCPAC,2012-08-21,Vicky Hartzler,MO,US
300.00,COMMERCE BANCPAC,2012-08-31,Bill Enyart,MO,US
1000.00,COMMERCE BANCPAC,2012-10-22,Billy Long,MO,US
250.00,COMMERCE BANCPAC,2012-10-05,Ryan Silvey,MO,US
250.00,COMMERCE BANCPAC,2012-08-13,Jason Plummer,MO,US
250.00,COMMERCE BANCPAC,2012-10-05,Shalonn Curls,MO,US
1000.00,COMMERCE BANCPAC,2012-10-10,Ed Martin,MO,US
500.00,COMMERCE BANCPAC,2012-10-18,Jim Cooper,MO,US
250.00,"HOITSMA, GARY",2013-06-20,Sen. James Inhofe,DC,US
500.00,"HOITSMA, GARY",2013-02-14,Sen. James Inhofe,DC,US
15000.00,DRS TECHNOLOGIES GOOD GOVERNMENT FUND,2013-02-27,Democratic Congressional Campaign Cmte,VA,US
1000.00,DRS TECHNOLOGIES GOOD GOVERNMENT FUND,2013-03-14,James Inhofe,VA,US
1000.00,DRS TECHNOLOGIES GOOD GOVERNMENT FUND,2013-03-14,Brian Higgins,VA,US
