Unnamed: 0,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Gender,Bill
522,M001196,"Moulton, Seth",Democratic,Massachusetts,https://api.congress.gov/v3/member/M001196?format=json,6.0,,,2015.0,,M,81.0
523,G000577,"Graves, Garret",Republican,Louisiana,https://api.congress.gov/v3/member/G000577?format=json,6.0,,,2015.0,,M,75.0
524,A000374,"Abraham, Ralph Lee",Republican,Louisiana,https://api.congress.gov/v3/member/A000374?format=json,5.0,,,2015.0,2021.0,M,34.0
525,B001295,"Bost, Mike",Republican,Illinois,https://api.congress.gov/v3/member/B001295?format=json,12.0,,,2015.0,,M,84.0
526,Y000066,"Young, David",Republican,Iowa,https://api.congress.gov/v3/member/Y000066?format=json,3.0,,,2015.0,2019.0,M,36.0
527,B001294,"Blum, Rod",Republican,Iowa,https://api.congress.gov/v3/member/B001294?format=json,1.0,,,2015.0,2019.0,M,26.0
528,T000473,"Takai, Mark",Democratic,Hawaii,https://api.congress.gov/v3/member/T000473?format=json,1.0,,,2015.0,2016.0,M,13.0
529,A000372,"Allen, Rick W.",Republican,Georgia,https://api.congress.gov/v3/member/A000372?format=json,12.0,,,2015.0,,M,35.0
530,L000583,"Loudermilk, Barry",Republican,Georgia,https://api.congress.gov/v3/member/L000583?format=json,11.0,,,2015.0,,M,45.0
531,C001103,"Carter, Earl L. ""Buddy""",Republican,Georgia,https://api.congress.gov/v3/member/C001103?format=json,1.0,,,2015.0,,M,112.0
532,C001107,"Curbelo, Carlos",Republican,Florida,https://api.congress.gov/v3/member/C001107?format=json,26.0,,,2015.0,2019.0,M,49.0
533,G000575,"Graham, Gwen",Democratic,Florida,https://api.congress.gov/v3/member/G000575?format=json,2.0,,,2015.0,2017.0,F,12.0
534,B001297,"Buck, Ken",Republican,Colorado,https://api.congress.gov/v3/member/B001297?format=json,4.0,,,2015.0,,M,110.0
535,W000820,"Walters, Mimi",Republican,California,https://api.congress.gov/v3/member/W000820?format=json,45.0,,,2015.0,2019.0,F,17.0
536,T000474,"Torres, Norma J.",Democratic,California,https://api.congress.gov/v3/member/T000474?format=json,35.0,,,2015.0,,F,125.0
537,L000582,"Lieu, Ted",Democratic,California,https://api.congress.gov/v3/member/L000582?format=json,36.0,,,2015.0,,M,178.0
538,A000371,"Aguilar, Pete",Democratic,California,https://api.congress.gov/v3/member/A000371?format=json,33.0,,,2015.0,,M,59.0
539,K000387,"Knight, Stephen",Republican,California,https://api.congress.gov/v3/member/K000387?format=json,25.0,,,2015.0,2019.0,M,45.0
540,D000623,"DeSaulnier, Mark",Democratic,California,https://api.congress.gov/v3/member/D000623?format=json,10.0,,,2015.0,,M,164.0
541,G000574,"Gallego, Ruben",Democratic,Arizona,https://api.congress.gov/v3/member/G000574?format=json,3.0,,,2015.0,,M,96.0
542,M001197,"McSally, Martha",Republican,Arizona,https://api.congress.gov/v3/member/M001197?format=json,,2020.0,2019.0,2015.0,2019.0,U,185.0
543,W000821,"Westerman, Bruce",Republican,Arkansas,https://api.congress.gov/v3/member/W000821?format=json,4.0,,,2015.0,,M,66.0
544,H001072,"Hill, J. French",Republican,Arkansas,https://api.congress.gov/v3/member/H001072?format=json,2.0,,,2015.0,,M,98.0
545,R000600,"Radewagen, Aumua Amata Coleman",Republican,American Samoa,https://api.congress.gov/v3/member/R000600?format=json,,,,2015.0,,F,33.0
546,P000609,"Palmer, Gary J.",Republican,Alabama,https://api.congress.gov/v3/member/P000609?format=json,6.0,,,2015.0,,M,46.0
547,B001290,"Brat, Dave",Republican,Virginia,https://api.congress.gov/v3/member/B001290?format=json,7.0,,,2014.0,2019.0,M,50.0
548,N000188,"Norcross, Donald",Democratic,New Jersey,https://api.congress.gov/v3/member/N000188?format=json,1.0,,,2014.0,,M,70.0
549,A000370,"Adams, Alma S.",Democratic,North Carolina,https://api.congress.gov/v3/member/A000370?format=json,12.0,,,2014.0,,F,134.0
550,C001102,"Clawson, Curt",Republican,Florida,https://api.congress.gov/v3/member/C001102?format=json,19.0,,,2014.0,2017.0,M,21.0
551,J000296,"Jolly, David W.",Republican,Florida,https://api.congress.gov/v3/member/J000296?format=json,13.0,,,2014.0,2017.0,M,40.0
552,W000818,"Walsh, John E.",Democratic,Montana,https://api.congress.gov/v3/member/W000818?format=json,,2015.0,2014.0,,,M,33.0
553,B001289,"Byrne, Bradley",Republican,Alabama,https://api.congress.gov/v3/member/B001289?format=json,1.0,,,2014.0,2021.0,M,89.0
554,C001101,"Clark, Katherine M.",Democratic,Massachusetts,https://api.congress.gov/v3/member/C001101?format=json,5.0,,,2013.0,,F,79.0
555,M001192,"McAllister, Vance M.",Republican,Louisiana,https://api.congress.gov/v3/member/M001192?format=json,5.0,,,2013.0,2015.0,M,6.0
556,C001100,"Chiesa, Jeff",Republican,New Jersey,https://api.congress.gov/v3/member/C001100?format=json,,2013.0,2013.0,,,M,
557,K000379,"Kennedy, Joseph P., III",Democratic,Massachusetts,https://api.congress.gov/v3/member/K000379?format=json,4.0,,,2013.0,2021.0,U,77.0
558,P000607,"Pocan, Mark",Democratic,Wisconsin,https://api.congress.gov/v3/member/P000607?format=json,2.0,,,2013.0,,M,133.0
559,H001064,"Heck, Denny",Democratic,Washington,https://api.congress.gov/v3/member/H001064?format=json,10.0,,,2013.0,2021.0,M,62.0
560,K000381,"Kilmer, Derek",Democratic,Washington,https://api.congress.gov/v3/member/K000381?format=json,6.0,,,2013.0,,M,163.0
561,S001192,"Stewart, Chris",Republican,Utah,https://api.congress.gov/v3/member/S001192?format=json,2.0,,,2013.0,,M,89.0
562,V000131,"Veasey, Marc A.",Democratic,Texas,https://api.congress.gov/v3/member/V000131?format=json,33.0,,,2013.0,,M,97.0
563,W000816,"Williams, Roger",Republican,Texas,https://api.congress.gov/v3/member/W000816?format=json,25.0,,,2013.0,,M,77.0
564,G000572,"Gallego, Pete P.",Democratic,Texas,https://api.congress.gov/v3/member/G000572?format=json,23.0,,,2013.0,2015.0,M,16.0
565,C001091,"Castro, Joaquin",Democratic,Texas,https://api.congress.gov/v3/member/C001091?format=json,20.0,,,2013.0,,M,136.0
566,O000170,"O'Rourke, Beto",Democratic,Texas,https://api.congress.gov/v3/member/O000170?format=json,16.0,,,2013.0,2019.0,M,75.0
567,W000814,"Weber, Randy K., Sr.",Republican,Texas,https://api.congress.gov/v3/member/W000814?format=json,14.0,,,2013.0,,M,67.0
568,C001090,"Cartwright, Matt",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C001090?format=json,8.0,,,2013.0,,M,329.0
569,R000598,"Rothfus, Keith J.",Republican,Pennsylvania,https://api.congress.gov/v3/member/R000598?format=json,12.0,,,2013.0,2019.0,M,47.0
570,P000605,"Perry, Scott",Republican,Pennsylvania,https://api.congress.gov/v3/member/P000605?format=json,10.0,,,2013.0,,M,177.0
571,B001283,"Bridenstine, Jim",Republican,Oklahoma,https://api.congress.gov/v3/member/B001283?format=json,1.0,,,2013.0,2018.0,M,24.0
572,J000295,"Joyce, David P.",Republican,Ohio,https://api.congress.gov/v3/member/J000295?format=json,14.0,,,2013.0,,M,84.0
573,B001281,"Beatty, Joyce",Democratic,Ohio,https://api.congress.gov/v3/member/B001281?format=json,3.0,,,2013.0,,F,131.0
574,W000815,"Wenstrup, Brad R.",Republican,Ohio,https://api.congress.gov/v3/member/W000815?format=json,2.0,,,2013.0,,M,80.0
575,C001092,"Collins, Chris",Republican,New York,https://api.congress.gov/v3/member/C001092?format=json,27.0,,,2013.0,2019.0,M,58.0
576,J000294,"Jeffries, Hakeem S.",Democratic,New York,https://api.congress.gov/v3/member/J000294?format=json,8.0,,,2013.0,,M,124.0
577,M001188,"Meng, Grace",Democratic,New York,https://api.congress.gov/v3/member/M001188?format=json,6.0,,,2013.0,,F,251.0
578,H001066,"Horsford, Steven",Democratic,Nevada,https://api.congress.gov/v3/member/H001066?format=json,4.0,,,2013.0,2015.0,M,61.0
579,L000580,"Lujan Grisham, Michelle",Democratic,New Mexico,https://api.congress.gov/v3/member/L000580?format=json,1.0,,,2013.0,2019.0,F,94.0
580,K000382,"Kuster, Ann M.",Democratic,New Hampshire,https://api.congress.gov/v3/member/K000382?format=json,2.0,,,2013.0,,F,138.0
581,H001065,"Holding, George",Republican,North Carolina,https://api.congress.gov/v3/member/H001065?format=json,2.0,,,2013.0,2021.0,M,45.0
582,M001187,"Meadows, Mark",Republican,North Carolina,https://api.congress.gov/v3/member/M001187?format=json,11.0,,,2013.0,2020.0,M,143.0
583,P000606,"Pittenger, Robert",Republican,North Carolina,https://api.congress.gov/v3/member/P000606?format=json,9.0,,,2013.0,2019.0,M,33.0
584,H001067,"Hudson, Richard",Republican,North Carolina,https://api.congress.gov/v3/member/H001067?format=json,9.0,,,2013.0,,M,107.0
585,C001099,"Cowan, William M.",Democratic,Massachusetts,https://api.congress.gov/v3/member/C001099?format=json,,2013.0,2013.0,,,M,7.0
586,W000812,"Wagner, Ann",Republican,Missouri,https://api.congress.gov/v3/member/W000812?format=json,2.0,,,2013.0,,F,94.0
587,H001069,"Heitkamp, Heidi",Democratic,North Dakota,https://api.congress.gov/v3/member/H001069?format=json,,2019.0,2013.0,,,F,186.0
588,B001280,"Bentivolio, Kerry L.",Republican,Michigan,https://api.congress.gov/v3/member/B001280?format=json,11.0,,,2013.0,2015.0,M,21.0
589,K000380,"Kildee, Daniel T.",Democratic,Michigan,https://api.congress.gov/v3/member/K000380?format=json,8.0,,,2013.0,,M,135.0
590,D000620,"Delaney, John K.",Democratic,Maryland,https://api.congress.gov/v3/member/D000620?format=json,6.0,,,2013.0,2019.0,M,59.0
591,S001195,"Smith, Jason",Republican,Missouri,https://api.congress.gov/v3/member/S001195?format=json,8.0,,,2013.0,,M,104.0
592,B001282,"Barr, Andy",Republican,Kentucky,https://api.congress.gov/v3/member/B001282?format=json,6.0,,,2013.0,,M,122.0
593,M001189,"Messer, Luke",Republican,Indiana,https://api.congress.gov/v3/member/M001189?format=json,6.0,,,2013.0,2019.0,M,80.0
594,B001284,"Brooks, Susan W.",Republican,Indiana,https://api.congress.gov/v3/member/B001284?format=json,5.0,,,2013.0,2021.0,F,49.0
595,E000292,"Enyart, William L.",Democratic,Illinois,https://api.congress.gov/v3/member/E000292?format=json,12.0,,,2013.0,2015.0,M,9.0
596,S001190,"Schneider, Bradley Scott",Democratic,Illinois,https://api.congress.gov/v3/member/S001190?format=json,10.0,,,2013.0,2015.0,M,160.0
597,G000571,"Gabbard, Tulsi",Democratic,Hawaii,https://api.congress.gov/v3/member/G000571?format=json,2.0,,,2013.0,2021.0,F,120.0
598,C001093,"Collins, Doug",Republican,Georgia,https://api.congress.gov/v3/member/C001093?format=json,9.0,,,2013.0,2021.0,M,125.0
599,G000573,"Garcia, Joe",Democratic,Florida,https://api.congress.gov/v3/member/G000573?format=json,26.0,,,2013.0,2015.0,M,13.0
600,F000462,"Frankel, Lois",Democratic,Florida,https://api.congress.gov/v3/member/F000462?format=json,22.0,,,2013.0,,F,76.0
601,R000596,"Radel, Trey",Republican,Florida,https://api.congress.gov/v3/member/R000596?format=json,19.0,,,2013.0,2014.0,M,12.0
602,M001191,"Murphy, Patrick",Democratic,Florida,https://api.congress.gov/v3/member/M001191?format=json,18.0,,,2013.0,2017.0,M,55.0
603,D000621,"DeSantis, Ron",Republican,Florida,https://api.congress.gov/v3/member/D000621?format=json,6.0,,,2013.0,2018.0,M,52.0
604,Y000065,"Yoho, Ted S.",Republican,Florida,https://api.congress.gov/v3/member/Y000065?format=json,3.0,,,2013.0,2021.0,M,110.0
605,E000293,"Esty, Elizabeth H.",Democratic,Connecticut,https://api.congress.gov/v3/member/E000293?format=json,5.0,,,2013.0,2019.0,F,86.0
606,P000608,"Peters, Scott H.",Democratic,California,https://api.congress.gov/v3/member/P000608?format=json,50.0,,,2013.0,,M,181.0
607,V000130,"Vargas, Juan",Democratic,California,https://api.congress.gov/v3/member/V000130?format=json,52.0,,,2013.0,,M,73.0
608,T000472,"Takano, Mark",Democratic,California,https://api.congress.gov/v3/member/T000472?format=json,39.0,,,2013.0,,M,184.0
609,R000599,"Ruiz, Raul",Democratic,California,https://api.congress.gov/v3/member/R000599?format=json,25.0,,,2013.0,,M,220.0
610,N000187,"Negrete McLeod, Gloria",Democratic,California,https://api.congress.gov/v3/member/N000187?format=json,35.0,,,2013.0,2015.0,F,8.0
611,C001097,"Cárdenas, Tony",Democratic,California,https://api.congress.gov/v3/member/C001097?format=json,29.0,,,2013.0,,M,169.0
612,B001285,"Brownley, Julia",Democratic,California,https://api.congress.gov/v3/member/B001285?format=json,26.0,,,2013.0,,F,213.0
613,V000129,"Valadao, David G.",Republican,California,https://api.congress.gov/v3/member/V000129?format=json,22.0,,,2013.0,2019.0,M,30.0
614,S001193,"Swalwell, Eric",Democratic,California,https://api.congress.gov/v3/member/S001193?format=json,14.0,,,2013.0,,M,89.0
615,C001094,"Cook, Paul",Republican,California,https://api.congress.gov/v3/member/C001094?format=json,8.0,,,2013.0,2020.0,M,61.0
616,B001287,"Bera, Ami",Democratic,California,https://api.congress.gov/v3/member/B001287?format=json,6.0,,,2013.0,,F,78.0
617,H001068,"Huffman, Jared",Democratic,California,https://api.congress.gov/v3/member/H001068?format=json,2.0,,,2013.0,,M,184.0
618,L000578,"LaMalfa, Doug",Republican,California,https://api.congress.gov/v3/member/L000578?format=json,1.0,,,2013.0,,M,97.0
619,B001279,"Barber, Ron",Democratic,Arizona,https://api.congress.gov/v3/member/B001279?format=json,2.0,,,2012.0,2015.0,M,19.0
620,P000604,"Payne, Donald M., Jr.",Democratic,New Jersey,https://api.congress.gov/v3/member/P000604?format=json,10.0,,,2012.0,,M,111.0
621,D000617,"DelBene, Suzan K.",Democratic,Washington,https://api.congress.gov/v3/member/D000617?format=json,1.0,,,2012.0,,F,121.0
622,C001089,"Curson, David Alan",Democratic,Michigan,https://api.congress.gov/v3/member/C001089?format=json,11.0,,,2012.0,2013.0,M,
623,M001184,"Massie, Thomas",Republican,Kentucky,https://api.congress.gov/v3/member/M001184?format=json,4.0,,,2012.0,,M,65.0
624,B001278,"Bonamici, Suzanne",Democratic,Oregon,https://api.congress.gov/v3/member/B001278?format=json,1.0,,,2012.0,,F,167.0
625,H000213,"Harman, Jane",Democratic,California,https://api.congress.gov/v3/member/H000213?format=json,36.0,,,1993.0,1999.0,U,87.0
626,K000360,"Kirk, Mark Steven",Republican,Illinois,https://api.congress.gov/v3/member/K000360?format=json,,2017.0,2010.0,2001.0,2010.0,U,371.0
627,R000571,"Rehberg, Denny",Republican,Montana,https://api.congress.gov/v3/member/R000571?format=json,,,,2001.0,2013.0,U,108.0
628,O000167,"Obama, Barack",Democratic,Illinois,https://api.congress.gov/v3/member/O000167?format=json,,2008.0,2005.0,,,M,282.0
629,C001073,"Cazayoux, Donald J., Jr.",Democratic,Louisiana,https://api.congress.gov/v3/member/C001073?format=json,6.0,,,2008.0,2009.0,M,11.0
630,C001071,"Corker, Bob",Republican,Tennessee,https://api.congress.gov/v3/member/C001071?format=json,,2019.0,2007.0,,,M,225.0
631,J000287,"Jindal, Bobby",Republican,Louisiana,https://api.congress.gov/v3/member/J000287?format=json,1.0,,,2005.0,2008.0,M,68.0
632,W000803,"Webb, Jim",Democratic,Virginia,https://api.congress.gov/v3/member/W000803?format=json,,2013.0,2007.0,,,M,133.0
633,M001170,"McCaskill, Claire",Democratic,Missouri,https://api.congress.gov/v3/member/M001170?format=json,,2019.0,2007.0,,,F,367.0
634,S001166,"Sekula Gibbs, Shelley",Republican,Texas,https://api.congress.gov/v3/member/S001166?format=json,22.0,,,2005.0,2007.0,F,
635,W000792,"Weiner, Anthony D.",Democratic,New York,https://api.congress.gov/v3/member/W000792?format=json,9.0,,,1999.0,2011.0,U,242.0
636,L000568,"Lee, Christopher J.",Republican,New York,https://api.congress.gov/v3/member/L000568?format=json,26.0,,,2009.0,2011.0,M,17.0
637,T000254,"Thurmond, Strom",Republican,South Carolina,https://api.congress.gov/v3/member/T000254?format=json,,2003.0,1953.0,,,U,1560.0
638,A000368,"Ayotte, Kelly",Republican,New Hampshire,https://api.congress.gov/v3/member/A000368?format=json,,2017.0,2011.0,,,F,235.0
639,O000169,"Owens, William L.",Democratic,New York,https://api.congress.gov/v3/member/O000169?format=json,21.0,,,2009.0,2015.0,M,63.0
640,T000471,"Turner, Robert L.",Republican,New York,https://api.congress.gov/v3/member/T000471?format=json,9.0,,,2011.0,2013.0,M,8.0
641,A000369,"Amodei, Mark E.",Republican,Nevada,https://api.congress.gov/v3/member/A000369?format=json,2.0,,,2011.0,,M,83.0
642,H001063,"Hahn, Janice",Democratic,California,https://api.congress.gov/v3/member/H001063?format=json,44.0,,,2011.0,2017.0,F,61.0
643,S001188,"Stutzman, Marlin A.",Republican,Indiana,https://api.congress.gov/v3/member/S001188?format=json,3.0,,,2010.0,2017.0,M,28.0
644,G000561,"Goodwin, Carte Patrick",Democratic,West Virginia,https://api.congress.gov/v3/member/G000561?format=json,,2010.0,2010.0,,,M,1.0
645,G000560,"Graves, Tom",Republican,Georgia,https://api.congress.gov/v3/member/G000560?format=json,14.0,,,2010.0,2020.0,M,23.0
646,D000611,"Djou, Charles K.",Republican,Hawaii,https://api.congress.gov/v3/member/D000611?format=json,1.0,,,2010.0,2011.0,M,12.0
647,C001081,"Critz, Mark S.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C001081?format=json,12.0,,,2010.0,2013.0,M,14.0
648,M001120,"Murtha, John P.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/M001120?format=json,12.0,,,1973.0,2010.0,U,218.0
649,B001268,"Brown, Scott P.",Republican,Massachusetts,https://api.congress.gov/v3/member/B001268?format=json,,2013.0,2010.0,,,M,93.0
650,W000314,"Wexler, Robert",Democratic,Florida,https://api.congress.gov/v3/member/W000314?format=json,19.0,,,1997.0,2010.0,U,101.0
651,G000559,"Garamendi, John",Democratic,California,https://api.congress.gov/v3/member/G000559?format=json,8.0,,,2009.0,,M,197.0
652,L000572,"LeMieux, George S.",Republican,Florida,https://api.congress.gov/v3/member/L000572?format=json,,2011.0,2009.0,,,M,28.0
653,H001062,"Hochul, Kathleen C.",Democratic,New York,https://api.congress.gov/v3/member/H001062?format=json,26.0,,,2011.0,2013.0,F,22.0
654,M001162,"Martinez, Mel",Republican,Florida,https://api.congress.gov/v3/member/M001162?format=json,,2009.0,2005.0,,,M,177.0
655,C001080,"Chu, Judy",Democratic,California,https://api.congress.gov/v3/member/C001080?format=json,28.0,,,2009.0,,F,182.0
656,F000457,"Franken, Al",Democratic,Minnesota,https://api.congress.gov/v3/member/F000457?format=json,,2018.0,2009.0,,,M,277.0
657,T000057,"Tauscher, Ellen O.",Democratic,California,https://api.congress.gov/v3/member/T000057?format=json,10.0,,,1997.0,2009.0,F,144.0
658,M000472,"McHugh, John M.",Republican,New York,https://api.congress.gov/v3/member/M000472?format=json,23.0,,,1993.0,2009.0,U,99.0
659,W000793,"Wu, David",Democratic,Oregon,https://api.congress.gov/v3/member/W000793?format=json,1.0,,,1999.0,2011.0,U,161.0
660,C000191,"Carson, Julia",Democratic,Indiana,https://api.congress.gov/v3/member/C000191?format=json,7.0,,,1997.0,2007.0,U,55.0
661,W000804,"Wittman, Robert J.",Republican,Virginia,https://api.congress.gov/v3/member/W000804?format=json,1.0,,,2007.0,,M,173.0
662,L000566,"Latta, Robert E.",Republican,Ohio,https://api.congress.gov/v3/member/L000566?format=json,5.0,,,2007.0,,M,210.0
663,D000210,"Delahunt, Bill",Democratic,Massachusetts,https://api.congress.gov/v3/member/D000210?format=json,10.0,,,1997.0,2011.0,U,88.0
664,R000587,"Ribble, Reid J.",Republican,Wisconsin,https://api.congress.gov/v3/member/R000587?format=json,8.0,,,2011.0,2017.0,M,44.0
665,D000614,"Duffy, Sean P.",Republican,Wisconsin,https://api.congress.gov/v3/member/D000614?format=json,7.0,,,2011.0,2019.0,M,123.0
666,G000568,"Griffith, H. Morgan",Republican,Virginia,https://api.congress.gov/v3/member/G000568?format=json,9.0,,,2011.0,,M,155.0
667,H001060,"Hurt, Robert",Republican,Virginia,https://api.congress.gov/v3/member/H001060?format=json,5.0,,,2011.0,2017.0,M,25.0
668,R000589,"Rigell, E. Scott",Republican,Virginia,https://api.congress.gov/v3/member/R000589?format=json,2.0,,,2011.0,2017.0,M,36.0
669,F000460,"Farenthold, Blake",Republican,Texas,https://api.congress.gov/v3/member/F000460?format=json,27.0,,,2011.0,2018.0,M,58.0
670,C001082,"Canseco, Francisco ""Quico""",Republican,Texas,https://api.congress.gov/v3/member/C001082?format=json,23.0,,,2011.0,2013.0,M,15.0
671,F000461,"Flores, Bill",Republican,Texas,https://api.congress.gov/v3/member/F000461?format=json,17.0,,,2011.0,2021.0,M,99.0
672,F000458,"Fincher, Stephen Lee",Republican,Tennessee,https://api.congress.gov/v3/member/F000458?format=json,8.0,,,2011.0,2017.0,M,49.0
673,B001273,"Black, Diane",Republican,Tennessee,https://api.congress.gov/v3/member/B001273?format=json,6.0,,,2011.0,2019.0,F,114.0
674,D000616,"DesJarlais, Scott",Republican,Tennessee,https://api.congress.gov/v3/member/D000616?format=json,4.0,,,2011.0,,M,50.0
675,F000459,"Fleischmann, Charles J. ""Chuck""",Republican,Tennessee,https://api.congress.gov/v3/member/F000459?format=json,3.0,,,2011.0,,M,33.0
676,N000184,"Noem, Kristi L.",Republican,South Dakota,https://api.congress.gov/v3/member/N000184?format=json,,,,2011.0,2019.0,F,93.0
677,M001182,"Mulvaney, Mick",Republican,South Carolina,https://api.congress.gov/v3/member/M001182?format=json,5.0,,,2011.0,2017.0,M,99.0
678,G000566,"Gowdy, Trey",Republican,South Carolina,https://api.congress.gov/v3/member/G000566?format=json,4.0,,,2011.0,2019.0,M,18.0
679,D000615,"Duncan, Jeff",Republican,South Carolina,https://api.congress.gov/v3/member/D000615?format=json,3.0,,,2011.0,,M,118.0
680,C001084,"Cicilline, David N.",Democratic,Rhode Island,https://api.congress.gov/v3/member/C001084?format=json,1.0,,,2011.0,,M,264.0
681,B001269,"Barletta, Lou",Republican,Pennsylvania,https://api.congress.gov/v3/member/B001269?format=json,11.0,,,2011.0,2019.0,M,75.0
682,M001179,"Marino, Tom",Republican,Pennsylvania,https://api.congress.gov/v3/member/M001179?format=json,12.0,,,2011.0,2019.0,M,86.0
683,M001181,"Meehan, Patrick",Republican,Pennsylvania,https://api.congress.gov/v3/member/M001181?format=json,7.0,,,2011.0,2018.0,M,72.0
684,K000376,"Kelly, Mike",Republican,Pennsylvania,https://api.congress.gov/v3/member/K000376?format=json,16.0,,,2011.0,,M,121.0
685,R000586,"Renacci, James B.",Republican,Ohio,https://api.congress.gov/v3/member/R000586?format=json,16.0,,,2011.0,2019.0,M,61.0
686,J000292,"Johnson, Bill",Republican,Ohio,https://api.congress.gov/v3/member/J000292?format=json,6.0,,,2011.0,,M,92.0
687,B001276,"Buerkle, Ann Marie",Republican,New York,https://api.congress.gov/v3/member/B001276?format=json,25.0,,,2011.0,2013.0,F,17.0
688,H001051,"Hanna, Richard L.",Republican,New York,https://api.congress.gov/v3/member/H001051?format=json,22.0,,,2011.0,2017.0,M,46.0
689,G000564,"Gibson, Christopher P.",Republican,New York,https://api.congress.gov/v3/member/G000564?format=json,19.0,,,2011.0,2017.0,M,64.0
690,H001054,"Hayworth, Nan A. S.",Republican,New York,https://api.congress.gov/v3/member/H001054?format=json,19.0,,,2011.0,2013.0,F,11.0
691,G000569,"Grimm, Michael G.",Republican,New York,https://api.congress.gov/v3/member/G000569?format=json,11.0,,,2011.0,2015.0,M,66.0
692,H001055,"Heck, Joseph J.",Republican,Nevada,https://api.congress.gov/v3/member/H001055?format=json,3.0,,,2011.0,2017.0,M,61.0
693,R000594,"Runyan, Jon",Republican,New Jersey,https://api.congress.gov/v3/member/R000594?format=json,3.0,,,2011.0,2015.0,M,42.0
694,G000570,"Guinta, Frank C.",Republican,New Hampshire,https://api.congress.gov/v3/member/G000570?format=json,1.0,,,2011.0,2013.0,M,36.0
695,B001272,"Berg, Rick",Republican,North Dakota,https://api.congress.gov/v3/member/B001272?format=json,,,,2011.0,2013.0,M,7.0
696,E000291,"Ellmers, Renee L.",Republican,North Carolina,https://api.congress.gov/v3/member/E000291?format=json,2.0,,,2011.0,2017.0,F,59.0
697,N000186,"Nunnelee, Alan",Republican,Mississippi,https://api.congress.gov/v3/member/N000186?format=json,1.0,,,2011.0,2015.0,M,9.0
698,C001086,"Cravaack, Chip",Republican,Minnesota,https://api.congress.gov/v3/member/C001086?format=json,8.0,,,2011.0,2013.0,M,20.0
