Unnamed: 0,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Gender,Bill
699,C001085,"Clarke, Hansen",Democratic,Michigan,https://api.congress.gov/v3/member/C001085?format=json,13.0,,,2011.0,2013.0,M,42.0
700,A000367,"Amash, Justin",Libertarian,Michigan,https://api.congress.gov/v3/member/A000367?format=json,3.0,,,2011.0,2021.0,M,74.0
701,H001058,"Huizenga, Bill",Republican,Michigan,https://api.congress.gov/v3/member/H001058?format=json,4.0,,,2011.0,,M,108.0
702,B001271,"Benishek, Dan",Republican,Michigan,https://api.congress.gov/v3/member/B001271?format=json,1.0,,,2011.0,2017.0,M,52.0
703,H001052,"Harris, Andy",Republican,Maryland,https://api.congress.gov/v3/member/H001052?format=json,1.0,,,2011.0,,M,39.0
704,K000375,"Keating, William R.",Democratic,Massachusetts,https://api.congress.gov/v3/member/K000375?format=json,9.0,,,2011.0,,M,137.0
705,L000574,"Landry, Jeffrey M.",Republican,Louisiana,https://api.congress.gov/v3/member/L000574?format=json,3.0,,,2011.0,2013.0,M,19.0
706,P000602,"Pompeo, Mike",Republican,Kansas,https://api.congress.gov/v3/member/P000602?format=json,4.0,,,2011.0,2017.0,M,65.0
707,Y000063,"Yoder, Kevin",Republican,Kansas,https://api.congress.gov/v3/member/Y000063?format=json,3.0,,,2011.0,2019.0,M,26.0
708,H001057,"Huelskamp, Tim",Republican,Kansas,https://api.congress.gov/v3/member/H001057?format=json,1.0,,,2011.0,2017.0,M,52.0
709,B001275,"Bucshon, Larry",Republican,Indiana,https://api.congress.gov/v3/member/B001275?format=json,8.0,,,2011.0,,M,79.0
710,R000592,"Rokita, Todd",Republican,Indiana,https://api.congress.gov/v3/member/R000592?format=json,4.0,,,2011.0,2019.0,M,50.0
711,S001182,"Schilling, Robert T.",Republican,Illinois,https://api.congress.gov/v3/member/S001182?format=json,17.0,,,2011.0,2013.0,M,11.0
712,H001059,"Hultgren, Randy",Republican,Illinois,https://api.congress.gov/v3/member/H001059?format=json,14.0,,,2011.0,2019.0,M,67.0
713,D000613,"Dold, Robert J.",Republican,Illinois,https://api.congress.gov/v3/member/D000613?format=json,10.0,,,2011.0,2013.0,M,64.0
714,W000811,"Walsh, Joe",Republican,Illinois,https://api.congress.gov/v3/member/W000811?format=json,8.0,,,2011.0,2013.0,M,17.0
715,L000573,"Labrador, Raul R.",Republican,Idaho,https://api.congress.gov/v3/member/L000573?format=json,1.0,,,2011.0,2019.0,M,33.0
716,H001050,"Hanabusa, Colleen",Democratic,Hawaii,https://api.congress.gov/v3/member/H001050?format=json,1.0,,,2011.0,2019.0,F,43.0
717,S001189,"Scott, Austin",Republican,Georgia,https://api.congress.gov/v3/member/S001189?format=json,8.0,,,2011.0,,M,57.0
718,W000810,"Woodall, Rob",Republican,Georgia,https://api.congress.gov/v3/member/W000810?format=json,7.0,,,2011.0,2021.0,M,103.0
719,R000590,"Rivera, David",Republican,Florida,https://api.congress.gov/v3/member/R000590?format=json,25.0,,,2011.0,2013.0,M,9.0
720,A000366,"Adams, Sandy",Republican,Florida,https://api.congress.gov/v3/member/A000366?format=json,24.0,,,2011.0,2013.0,F,8.0
721,W000807,"West, Allen B.",Republican,Florida,https://api.congress.gov/v3/member/W000807?format=json,22.0,,,2011.0,2013.0,M,11.0
722,W000808,"Wilson, Frederica S.",Democratic,Florida,https://api.congress.gov/v3/member/W000808?format=json,24.0,,,2011.0,,U,135.0
723,R000593,"Ross, Dennis A.",Republican,Florida,https://api.congress.gov/v3/member/R000593?format=json,15.0,,,2011.0,2019.0,U,79.0
724,W000806,"Webster, Daniel",Republican,Florida,https://api.congress.gov/v3/member/W000806?format=json,11.0,,,2011.0,,M,46.0
725,N000185,"Nugent, Richard B.",Republican,Florida,https://api.congress.gov/v3/member/N000185?format=json,11.0,,,2011.0,2017.0,U,61.0
726,S001186,"Southerland, Steve II",Republican,Florida,https://api.congress.gov/v3/member/S001186?format=json,2.0,,,2011.0,2015.0,U,19.0
727,C001083,"Carney, John C., Jr.",Democratic,Delaware,https://api.congress.gov/v3/member/C001083?format=json,,,,2011.0,2017.0,U,72.0
728,G000562,"Gardner, Cory",Republican,Colorado,https://api.congress.gov/v3/member/G000562?format=json,,2021.0,2015.0,2011.0,2015.0,M,375.0
729,T000470,"Tipton, Scott  R.",Republican,Colorado,https://api.congress.gov/v3/member/T000470?format=json,3.0,,,2011.0,2021.0,M,133.0
730,D000612,"Denham, Jeff",Republican,California,https://api.congress.gov/v3/member/D000612?format=json,10.0,,,2011.0,2019.0,M,83.0
731,S001183,"Schweikert, David",Republican,Arizona,https://api.congress.gov/v3/member/S001183?format=json,1.0,,,2011.0,,M,131.0
732,Q000024,"Quayle, Benjamin",Republican,Arizona,https://api.congress.gov/v3/member/Q000024?format=json,3.0,,,2011.0,2013.0,M,21.0
733,G000565,"Gosar, Paul A.",Republican,Arizona,https://api.congress.gov/v3/member/G000565?format=json,9.0,,,2011.0,,M,324.0
734,W000809,"Womack, Steve",Republican,Arkansas,https://api.congress.gov/v3/member/W000809?format=json,3.0,,,2011.0,,M,45.0
735,G000567,"Griffin, Tim",Republican,Arkansas,https://api.congress.gov/v3/member/G000567?format=json,2.0,,,2011.0,2015.0,M,42.0
736,C001087,"Crawford, Eric A. ""Rick""",Republican,Arkansas,https://api.congress.gov/v3/member/C001087?format=json,1.0,,,2011.0,,M,105.0
737,S001185,"Sewell, Terri A.",Democratic,Alabama,https://api.congress.gov/v3/member/S001185?format=json,7.0,,,2011.0,,F,95.0
738,R000591,"Roby, Martha",Republican,Alabama,https://api.congress.gov/v3/member/R000591?format=json,2.0,,,2011.0,2021.0,F,30.0
739,K000374,"Kirk, Paul Grattan, Jr.",Democratic,Massachusetts,https://api.congress.gov/v3/member/K000374?format=json,,2010.0,2009.0,,,M,
740,S001163,"Salazar, Ken",Democratic,Colorado,https://api.congress.gov/v3/member/S001163?format=json,,2009.0,2005.0,,,M,251.0
741,C001041,"Clinton, Hillary Rodham",Democratic,New York,https://api.congress.gov/v3/member/C001041?format=json,,2009.0,2001.0,,,U,713.0
742,S001177,"Sablan, Gregorio Kilili Camacho",Democratic,Northern Mariana Islands,https://api.congress.gov/v3/member/S001177?format=json,,,,2009.0,,U,144.0
743,R000581,"Richardson, Laura",Democratic,California,https://api.congress.gov/v3/member/R000581?format=json,37.0,,,2007.0,2013.0,F,109.0
744,B001262,"Broun, Paul C.",Republican,Georgia,https://api.congress.gov/v3/member/B001262?format=json,10.0,,,2007.0,2015.0,M,181.0
745,M000627,"Meehan, Martin T.",Democratic,Massachusetts,https://api.congress.gov/v3/member/M000627?format=json,5.0,,,1993.0,2007.0,U,105.0
746,K000365,"Kagen, Steve",Democratic,Wisconsin,https://api.congress.gov/v3/member/K000365?format=json,8.0,,,2007.0,2011.0,M,38.0
747,C001068,"Cohen, Steve",Democratic,Tennessee,https://api.congress.gov/v3/member/C001068?format=json,9.0,,,2007.0,,M,396.0
748,D000606,"Davis, David",Republican,Tennessee,https://api.congress.gov/v3/member/D000606?format=json,1.0,,,2007.0,2009.0,M,19.0
749,C001065,"Carney, Christopher P.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C001065?format=json,10.0,,,2007.0,2011.0,M,40.0
750,M001168,"Murphy, Patrick J.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/M001168?format=json,8.0,,,2007.0,2011.0,M,40.0
