Unnamed: 0,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Current Senator,Current House Rep,Years in Senate,Years in House,Served in Senate,Served in House,Gender,Bill
1517,M000365,"McCormack, Mike",Democratic,Washington,https://api.congress.gov/v3/member/M000365?format=json,4.0,,,1971.0,1981.0,,N,,10.0,N,Y,U,153.0
1518,M000350,"McCollum, Bill",Republican,Florida,https://api.congress.gov/v3/member/M000350?format=json,8.0,,,1981.0,2001.0,,N,,20.0,N,Y,U,375.0
1519,M000349,"McCollister, John Y.",Republican,Nebraska,https://api.congress.gov/v3/member/M000349?format=json,2.0,,,1971.0,1977.0,,N,,6.0,N,Y,U,40.0
1520,M000343,"McCloskey, Paul N., Jr.",Republican,California,https://api.congress.gov/v3/member/M000343?format=json,12.0,,,1967.0,1983.0,,N,,16.0,N,Y,U,76.0
1521,M000342,"McCloskey, Frank",Democratic,Indiana,https://api.congress.gov/v3/member/M000342?format=json,8.0,,,1983.0,1995.0,,N,,12.0,N,Y,U,63.0
1522,M000340,"McClory, Robert",Republican,Illinois,https://api.congress.gov/v3/member/M000340?format=json,13.0,,,1963.0,1983.0,,N,,20.0,N,Y,U,150.0
1523,M000316,"McCarthy, Karen",Democratic,Missouri,https://api.congress.gov/v3/member/M000316?format=json,5.0,,,1995.0,2005.0,,N,,10.0,N,Y,U,31.0
1524,M000306,"McCandless, Alfred A. (Al)",Republican,California,https://api.congress.gov/v3/member/M000306?format=json,44.0,,,1983.0,1995.0,,N,,12.0,N,Y,U,77.0
1525,M000303,"McCain, John",Republican,Arizona,https://api.congress.gov/v3/member/M000303?format=json,,2018.0,1987.0,1983.0,1987.0,N,N,31.0,4.0,Y,Y,U,2684.0
1526,M000291,"Mazzoli, Romano L.",Democratic,Kentucky,https://api.congress.gov/v3/member/M000291?format=json,3.0,,,1971.0,1995.0,,N,,24.0,N,Y,U,178.0
1527,M000286,"Mayne, Wiley",Republican,Iowa,https://api.congress.gov/v3/member/M000286?format=json,6.0,,,1967.0,1975.0,,N,,8.0,N,Y,U,39.0
1528,M000264,"Mavroules, Nicholas",Democratic,Massachusetts,https://api.congress.gov/v3/member/M000264?format=json,6.0,,,1979.0,1993.0,,N,,14.0,N,Y,U,89.0
1529,M000260,"Mattox, James A.",Democratic,Texas,https://api.congress.gov/v3/member/M000260?format=json,5.0,,,1977.0,1983.0,,N,,6.0,N,Y,U,22.0
1530,M000250,"Matsunaga, Spark M.",Democratic,Hawaii,https://api.congress.gov/v3/member/M000250?format=json,,1991.0,1977.0,1963.0,1977.0,N,N,14.0,14.0,Y,Y,U,796.0
1531,M000249,"Matsui, Robert T.",Democratic,California,https://api.congress.gov/v3/member/M000249?format=json,5.0,,,1979.0,2005.0,,N,,26.0,N,Y,U,269.0
1532,M000244,"Mathis, Dawson",Democratic,Georgia,https://api.congress.gov/v3/member/M000244?format=json,2.0,,,1971.0,1981.0,,N,,10.0,N,Y,U,251.0
1533,M000242,"Mathias, Robert B. (Bob)",Republican,California,https://api.congress.gov/v3/member/M000242?format=json,18.0,,,1967.0,1975.0,,N,,8.0,N,Y,U,26.0
1534,M000212,"Mascara, Frank",Democratic,Pennsylvania,https://api.congress.gov/v3/member/M000212?format=json,20.0,,,1995.0,2003.0,,N,,8.0,N,Y,U,8.0
1535,M000207,"Martini, William J.",Republican,New Jersey,https://api.congress.gov/v3/member/M000207?format=json,8.0,,,1995.0,1997.0,,N,,2.0,N,Y,U,7.0
1536,M000206,"Martinez, Matthew G.",Republican,California,https://api.congress.gov/v3/member/M000206?format=json,31.0,,,1981.0,2001.0,,N,,20.0,N,Y,U,105.0
1537,M000195,"Martin, Lynn M.",Republican,Illinois,https://api.congress.gov/v3/member/M000195?format=json,16.0,,,1981.0,1991.0,,N,,10.0,N,Y,U,53.0
1538,M000183,"Martin, James G.",Republican,North Carolina,https://api.congress.gov/v3/member/M000183?format=json,9.0,,,1973.0,1985.0,,N,,12.0,N,Y,U,93.0
1539,M000175,"Martin, David T.",Republican,Nebraska,https://api.congress.gov/v3/member/M000175?format=json,3.0,,,1961.0,1975.0,,N,,14.0,N,Y,U,11.0
1540,M000174,"Martin, David O'B.",Republican,New York,https://api.congress.gov/v3/member/M000174?format=json,26.0,,,1981.0,1993.0,,N,,12.0,N,Y,U,9.0
1541,M000143,"Marriott, David Daniel",Republican,Utah,https://api.congress.gov/v3/member/M000143?format=json,2.0,,,1977.0,1985.0,,N,,8.0,N,Y,U,70.0
1542,M000139,"Marlenee, Ron",Republican,Montana,https://api.congress.gov/v3/member/M000139?format=json,2.0,,,1977.0,1993.0,,N,,16.0,N,Y,U,208.0
1543,M000136,"Marks, Marc L.",Republican,Pennsylvania,https://api.congress.gov/v3/member/M000136?format=json,24.0,,,1977.0,1983.0,,N,,6.0,N,Y,U,19.0
1544,M000121,"Maraziti, Joseph J.",Republican,New Jersey,https://api.congress.gov/v3/member/M000121?format=json,13.0,,,1973.0,1975.0,,N,,2.0,N,Y,U,86.0
1545,M001138,"Manzullo, Donald A.",Republican,Illinois,https://api.congress.gov/v3/member/M001138?format=json,16.0,,,1993.0,2013.0,,N,,20.0,N,Y,U,142.0
1546,M000117,"Manton, Thomas J.",Democratic,New York,https://api.congress.gov/v3/member/M000117?format=json,7.0,,,1985.0,1999.0,,N,,14.0,N,Y,U,84.0
1547,M000105,"Mann, James R.",Democratic,South Carolina,https://api.congress.gov/v3/member/M000105?format=json,4.0,,,1969.0,1979.0,,N,,10.0,N,Y,U,60.0
1548,M000100,"Mann, David",Democratic,Ohio,https://api.congress.gov/v3/member/M000100?format=json,1.0,,,1993.0,1995.0,,N,,2.0,N,Y,U,5.0
1549,M000078,"Mallary, Richard W.",Republican,Vermont,https://api.congress.gov/v3/member/M000078?format=json,,,,1971.0,1975.0,,N,,4.0,N,Y,U,10.0
1550,M000070,"Mailliard, William S.",Republican,California,https://api.congress.gov/v3/member/M000070?format=json,6.0,,,1953.0,1975.0,,N,,22.0,N,Y,U,23.0
1551,M000065,"Mahon, George H.",Democratic,Texas,https://api.congress.gov/v3/member/M000065?format=json,19.0,,,1935.0,1979.0,,N,,44.0,N,Y,U,115.0
1552,M000058,"Maguire, Andrew",Democratic,New Jersey,https://api.congress.gov/v3/member/M000058?format=json,7.0,,,1975.0,1981.0,,N,,6.0,N,Y,U,75.0
1553,M000041,"Madigan, Edward R.",Republican,Illinois,https://api.congress.gov/v3/member/M000041?format=json,15.0,,,1973.0,1993.0,,N,,20.0,N,Y,U,128.0
1554,M000039,"Madden, Ray J.",Democratic,Indiana,https://api.congress.gov/v3/member/M000039?format=json,1.0,,,1943.0,1947.0,,N,,4.0,N,Y,U,64.0
1555,M000023,"MacKay, Buddy",Democratic,Florida,https://api.congress.gov/v3/member/M000023?format=json,6.0,,,1983.0,1989.0,,N,,6.0,N,Y,U,28.0
1556,M000019,"Mack, Connie, III",Republican,Florida,https://api.congress.gov/v3/member/M000019?format=json,,2001.0,1989.0,1983.0,1989.0,N,N,12.0,6.0,Y,Y,U,307.0
1557,M000015,"Machtley, Ronald K.",Republican,Rhode Island,https://api.congress.gov/v3/member/M000015?format=json,1.0,,,1989.0,1995.0,,N,,6.0,N,Y,U,83.0
1558,M000005,"Macdonald, Torbert H.",Democratic,Massachusetts,https://api.congress.gov/v3/member/M000005?format=json,7.0,,,1955.0,1977.0,,N,,22.0,N,Y,U,58.0
1559,L000521,"Luther, Bill",Democratic,Minnesota,https://api.congress.gov/v3/member/L000521?format=json,6.0,,,1995.0,2003.0,,N,,8.0,N,Y,U,30.0
1560,L000517,"Lungren, Daniel E.",Republican,California,https://api.congress.gov/v3/member/L000517?format=json,3.0,,,1979.0,1989.0,,N,,10.0,N,Y,U,168.0
1561,L000516,"Lundine, Stanley N.",Democratic,New York,https://api.congress.gov/v3/member/L000516?format=json,34.0,,,1975.0,1987.0,,N,,12.0,N,Y,U,72.0
1562,L000509,"Lukens, Donald E.",Republican,Ohio,https://api.congress.gov/v3/member/L000509?format=json,8.0,,,1967.0,1971.0,,N,,4.0,N,Y,U,5.0
1563,L000507,"Luken, Charles",Democratic,Ohio,https://api.congress.gov/v3/member/L000507?format=json,1.0,,,1991.0,1993.0,,N,,2.0,N,Y,U,5.0
1564,L000508,"Luken, Thomas A.",Democratic,Ohio,https://api.congress.gov/v3/member/L000508?format=json,1.0,,,1973.0,1975.0,,N,,2.0,N,Y,U,188.0
1565,L000506,"Lujan, Manuel, Jr.",Republican,New Mexico,https://api.congress.gov/v3/member/L000506?format=json,1.0,,,1969.0,1989.0,,N,,20.0,N,Y,U,388.0
1566,L000491,"Lucas, Frank D.",Republican,Oklahoma,https://api.congress.gov/v3/member/L000491?format=json,3.0,,,1993.0,,,Y,,30.0,N,Y,U,92.0
1567,L000486,"Lowry, Mike",Democratic,Washington,https://api.congress.gov/v3/member/L000486?format=json,7.0,,,1979.0,1989.0,,N,,10.0,N,Y,U,103.0
1568,L000480,"Lowey, Nita M.",Democratic,New York,https://api.congress.gov/v3/member/L000480?format=json,17.0,,,1989.0,2021.0,,N,,32.0,N,Y,U,554.0
1569,L000479,"Lowery, Bill",Republican,California,https://api.congress.gov/v3/member/L000479?format=json,41.0,,,1981.0,1993.0,,N,,12.0,N,Y,U,78.0
1570,L000447,"Lott, Trent",Republican,Mississippi,https://api.congress.gov/v3/member/L000447?format=json,,2007.0,1989.0,1973.0,1989.0,N,N,18.0,16.0,Y,Y,U,943.0
1571,L000431,"Longley, James B., Jr.",Republican,Maine,https://api.congress.gov/v3/member/L000431?format=json,1.0,,,1995.0,1997.0,,N,,2.0,N,Y,U,14.0
1572,L000420,"Long, Jill L.",Democratic,Indiana,https://api.congress.gov/v3/member/L000420?format=json,4.0,,,1989.0,1995.0,,N,,6.0,N,Y,U,24.0
1573,T000035,"Talmadge, Herman E.",Democratic,Georgia,https://api.congress.gov/v3/member/T000035?format=json,,1981.0,1957.0,,,N,,24.0,,Y,N,U,193.0
1574,T000010,"Taft, Robert, Jr.",Republican,Ohio,https://api.congress.gov/v3/member/T000010?format=json,,1977.0,1971.0,1963.0,1965.0,N,N,6.0,2.0,Y,Y,U,90.0
1575,S001136,"Symington, Stuart",Democratic,Missouri,https://api.congress.gov/v3/member/S001136?format=json,,1977.0,1953.0,,,N,,24.0,,Y,N,U,21.0
1576,S000962,"Stone, Richard (Dick)",Democratic,Florida,https://api.congress.gov/v3/member/S000962?format=json,,1981.0,1975.0,,,N,,6.0,,Y,N,U,107.0
1577,S000907,"Stewart, Donald",Democratic,Alabama,https://api.congress.gov/v3/member/S000907?format=json,,1981.0,1977.0,,,N,,4.0,,Y,N,U,22.0
1578,S000890,"Stevenson, Adlai E., III",Democratic,Illinois,https://api.congress.gov/v3/member/S000890?format=json,,1981.0,1969.0,,,N,,12.0,,Y,N,U,148.0
1579,S000888,"Stevens, Ted",Republican,Alaska,https://api.congress.gov/v3/member/S000888?format=json,,2009.0,1967.0,,,N,,42.0,,Y,N,U,1445.0
1580,S000852,"Stennis, John C.",Democratic,Mississippi,https://api.congress.gov/v3/member/S000852?format=json,,1989.0,1947.0,,,N,,42.0,,Y,N,U,149.0
1581,S000776,"Stafford, Robert T.",Republican,Vermont,https://api.congress.gov/v3/member/S000776?format=json,,1989.0,1971.0,1961.0,1971.0,N,N,18.0,10.0,Y,Y,U,321.0
1582,S000709,"Specter, Arlen",Democratic,Pennsylvania,https://api.congress.gov/v3/member/S000709?format=json,,2011.0,1981.0,,,N,,30.0,,Y,N,U,1665.0
1583,S000701,"Sparkman, John J.",Democratic,Alabama,https://api.congress.gov/v3/member/S000701?format=json,,1979.0,1945.0,1937.0,1945.0,N,N,34.0,8.0,Y,Y,U,293.0
1584,S000429,"Simpson, Alan K.",Republican,Wyoming,https://api.congress.gov/v3/member/S000429?format=json,,1997.0,1979.0,,,N,,18.0,,Y,N,U,338.0
1585,S000269,"Seymour, John",Republican,California,https://api.congress.gov/v3/member/S000269?format=json,,1993.0,1991.0,,,N,,2.0,,Y,N,U,88.0
1586,S000189,"Scott, William Lloyd",Republican,Virginia,https://api.congress.gov/v3/member/S000189?format=json,,1979.0,1973.0,1967.0,1973.0,N,N,6.0,6.0,Y,Y,U,73.0
1587,S000174,"Scott, Hugh",Republican,Pennsylvania,https://api.congress.gov/v3/member/S000174?format=json,,1977.0,1959.0,1941.0,1945.0,N,N,18.0,4.0,Y,Y,U,223.0
1588,S000159,"Schweiker, Richard S.",Republican,Pennsylvania,https://api.congress.gov/v3/member/S000159?format=json,,1981.0,1969.0,1961.0,1969.0,N,N,12.0,8.0,Y,Y,U,132.0
1589,S000132,"Schmitt, Harrison H.",Republican,New Mexico,https://api.congress.gov/v3/member/S000132?format=json,,1983.0,1977.0,,,N,,6.0,,Y,N,U,118.0
1590,S000096,"Saxbe, William B.",Republican,Ohio,https://api.congress.gov/v3/member/S000096?format=json,,1975.0,1969.0,,,N,,6.0,,Y,N,U,9.0
1591,S000068,"Sasser, Jim",Democratic,Tennessee,https://api.congress.gov/v3/member/S000068?format=json,,1995.0,1977.0,,,N,,18.0,,Y,N,U,340.0
1592,S000055,"Sanford, Terry",Democratic,North Carolina,https://api.congress.gov/v3/member/S000055?format=json,,1993.0,1985.0,,,N,,8.0,,Y,N,U,120.0
1593,R000497,"Rudman, Warren",Republican,New Hampshire,https://api.congress.gov/v3/member/R000497?format=json,,1993.0,1981.0,,,N,,12.0,,Y,N,U,88.0
1594,R000460,"Roth Jr., William V.",Republican,Delaware,https://api.congress.gov/v3/member/R000460?format=json,,2001.0,1969.0,1967.0,1969.0,N,N,32.0,2.0,Y,Y,U,961.0
1595,R000361,"Rockefeller, John D., IV",Democratic,West Virginia,https://api.congress.gov/v3/member/R000361?format=json,,2015.0,1985.0,,,N,,30.0,,Y,N,U,887.0
1596,R000295,"Robb, Charles S.",Democratic,Virginia,https://api.congress.gov/v3/member/R000295?format=json,,2001.0,1989.0,,,N,,12.0,,Y,N,U,196.0
1597,R000191,"Ribicoff, Abraham A.",Democratic,Connecticut,https://api.congress.gov/v3/member/R000191?format=json,,1981.0,1963.0,1949.0,1953.0,N,N,18.0,4.0,Y,Y,U,233.0
1598,R000046,"Randolph, Jennings",Democratic,West Virginia,https://api.congress.gov/v3/member/R000046?format=json,,1985.0,1957.0,1933.0,1947.0,N,N,28.0,14.0,Y,Y,U,290.0
1599,P000556,"Pryor, David H.",Democratic,Arkansas,https://api.congress.gov/v3/member/P000556?format=json,,1997.0,1979.0,1965.0,1973.0,N,N,18.0,8.0,Y,Y,U,449.0
1600,P000553,"Proxmire, William",Democratic,Wisconsin,https://api.congress.gov/v3/member/P000553?format=json,,1989.0,1957.0,,,N,,32.0,,Y,N,U,602.0
1601,P000222,"Percy, Charles H.",Republican,Illinois,https://api.congress.gov/v3/member/P000222?format=json,,1985.0,1967.0,,,N,,18.0,,Y,N,U,456.0
1602,P000193,"Pell, Claiborne",Democratic,Rhode Island,https://api.congress.gov/v3/member/P000193?format=json,,1997.0,1961.0,,,N,,36.0,,Y,N,U,793.0
1603,P000166,"Pearson, James B.",Republican,Kansas,https://api.congress.gov/v3/member/P000166?format=json,,1979.0,1961.0,,,N,,18.0,,Y,N,U,75.0
1604,P000100,"Pastore, John O.",Democratic,Rhode Island,https://api.congress.gov/v3/member/P000100?format=json,,1977.0,1949.0,,,N,,28.0,,Y,N,U,79.0
1605,P000009,"Packwood, Bob",Republican,Oregon,https://api.congress.gov/v3/member/P000009?format=json,,1997.0,1969.0,,,N,,28.0,,Y,N,U,1444.0
1606,N000171,"Nunn, Sam",Democratic,Georgia,https://api.congress.gov/v3/member/N000171?format=json,,1997.0,1971.0,,,N,,26.0,,Y,N,U,531.0
1607,N000102,"Nickles, Don",Republican,Oklahoma,https://api.congress.gov/v3/member/N000102?format=json,,2005.0,1981.0,,,N,,24.0,,Y,N,U,587.0
1608,N000033,"Nelson, Gaylord",Democratic,Wisconsin,https://api.congress.gov/v3/member/N000033?format=json,,1981.0,1963.0,,,N,,18.0,,Y,N,U,343.0
1609,M001121,"Muskie, Edmund S.",Democratic,Maine,https://api.congress.gov/v3/member/M001121?format=json,,1981.0,1959.0,,,N,,22.0,,Y,N,U,105.0
1610,M001085,"Murkowski, Frank H.",Republican,Alaska,https://api.congress.gov/v3/member/M001085?format=json,,2002.0,1981.0,,,N,,21.0,,Y,N,U,871.0
1611,M001054,"Moynihan, Daniel Patrick",Democratic,New York,https://api.congress.gov/v3/member/M001054?format=json,,2001.0,1977.0,,,N,,24.0,,Y,N,U,1520.0
1612,M001033,"Moss, Frank E.",Democratic,Utah,https://api.congress.gov/v3/member/M001033?format=json,,1977.0,1959.0,,,N,,18.0,,Y,N,U,280.0
1613,M001025,"Moseley-Braun, Carol",Democratic,Illinois,https://api.congress.gov/v3/member/M001025?format=json,,1999.0,1993.0,,,N,,6.0,,Y,N,U,141.0
1614,M000956,"Morgan, Robert B.",Democratic,North Carolina,https://api.congress.gov/v3/member/M000956?format=json,,1981.0,1975.0,,,N,,6.0,,Y,N,U,74.0
1615,M000876,"Montoya, Joseph M.",Democratic,New Mexico,https://api.congress.gov/v3/member/M000876?format=json,,1977.0,1963.0,1957.0,1963.0,N,N,14.0,6.0,Y,Y,U,89.0
1616,M000851,"Mondale, Walter F.",Democratic,Minnesota,https://api.congress.gov/v3/member/M000851?format=json,,1977.0,1963.0,,,N,,14.0,,Y,N,U,195.0
1617,M000811,"Mitchell, George J.",Democratic,Maine,https://api.congress.gov/v3/member/M000811?format=json,,1995.0,1979.0,,,N,,16.0,,Y,N,U,904.0
1618,M000678,"Metzenbaum, Howard M.",Democratic,Ohio,https://api.congress.gov/v3/member/M000678?format=json,,1975.0,1973.0,,,N,,2.0,,Y,N,U,3329.0
1619,M000671,"Metcalf, Lee",Democratic,Montana,https://api.congress.gov/v3/member/M000671?format=json,,1979.0,1961.0,1953.0,1961.0,N,N,18.0,8.0,Y,Y,U,137.0
1620,M000486,"McIntyre, Thomas J.",Democratic,New Hampshire,https://api.congress.gov/v3/member/M000486?format=json,,1979.0,1961.0,,,N,,18.0,,Y,N,U,122.0
1621,M000452,"McGovern, George",Democratic,South Dakota,https://api.congress.gov/v3/member/M000452?format=json,,1981.0,1963.0,1957.0,1961.0,N,N,18.0,4.0,Y,Y,U,226.0
1622,M000445,"McGee, Gale W.",Democratic,Wyoming,https://api.congress.gov/v3/member/M000445?format=json,,1977.0,1959.0,,,N,,18.0,,Y,N,U,67.0
1623,M000346,"McClure, James A.",Republican,Idaho,https://api.congress.gov/v3/member/M000346?format=json,,1991.0,1973.0,1967.0,1973.0,N,N,18.0,6.0,Y,Y,U,713.0
1624,M000332,"McClellan, John L.",Democratic,Arkansas,https://api.congress.gov/v3/member/M000332?format=json,,1979.0,1973.0,1935.0,1939.0,N,N,6.0,4.0,Y,Y,U,69.0
1625,M000257,"Mattingly, Mack",Republican,Georgia,https://api.congress.gov/v3/member/M000257?format=json,,1987.0,1981.0,,,N,,6.0,,Y,N,U,134.0
1626,M000241,"Mathias, Charles McC., Jr.",Republican,Maryland,https://api.congress.gov/v3/member/M000241?format=json,,1987.0,1973.0,1961.0,1969.0,N,N,14.0,8.0,Y,Y,U,941.0
1627,M000236,"Mathews, Harlan",Democratic,Tennessee,https://api.congress.gov/v3/member/M000236?format=json,,1995.0,1993.0,,,N,,2.0,,Y,N,U,1.0
1628,M000113,"Mansfield, Mike",Democratic,Montana,https://api.congress.gov/v3/member/M000113?format=json,,1977.0,1953.0,1943.0,1953.0,N,N,24.0,10.0,Y,Y,U,196.0
1629,M000053,"Magnuson, Warren G.",Democratic,Washington,https://api.congress.gov/v3/member/M000053?format=json,,1981.0,1945.0,1937.0,1943.0,N,N,36.0,6.0,Y,Y,U,356.0
1630,L000504,"Lugar, Richard G.",Republican,Indiana,https://api.congress.gov/v3/member/L000504?format=json,,2013.0,1977.0,,,N,,36.0,,Y,N,U,789.0
1631,L000428,"Long, Russell B.",Democratic,Louisiana,https://api.congress.gov/v3/member/L000428?format=json,,1987.0,1947.0,,,N,,40.0,,Y,N,U,176.0
1632,L000304,"Lieberman, Joseph I.",Independent Democrat,Connecticut,https://api.congress.gov/v3/member/L000304?format=json,,2013.0,1989.0,,,N,,24.0,,Y,N,U,861.0
1633,L000261,"Levin, Carl",Democratic,Michigan,https://api.congress.gov/v3/member/L000261?format=json,,2015.0,1979.0,,,N,,36.0,,Y,N,U,1662.0
1634,L000148,"Laxalt, Paul D.",Republican,Nevada,https://api.congress.gov/v3/member/L000148?format=json,,1987.0,1973.0,,,N,,14.0,,Y,N,U,144.0
1635,L000123,"Lautenberg, Frank R.",Democratic,New Jersey,https://api.congress.gov/v3/member/L000123?format=json,,2001.0,1983.0,,,N,,18.0,,Y,N,U,1319.0
1636,K000305,"Kohl, Herb",Democratic,Wisconsin,https://api.congress.gov/v3/member/K000305?format=json,,2013.0,1989.0,,,N,,24.0,,Y,N,U,644.0
1637,K000148,"Kerry, John F.",Democratic,Massachusetts,https://api.congress.gov/v3/member/K000148?format=json,,2013.0,1985.0,,,N,,28.0,,Y,N,U,1315.0
1638,K000146,"Kerrey, J. Robert",Democratic,Nebraska,https://api.congress.gov/v3/member/K000146?format=json,,2001.0,1989.0,,,N,,12.0,,Y,N,U,257.0
1639,K000105,"Kennedy, Edward M.",Democratic,Massachusetts,https://api.congress.gov/v3/member/K000105?format=json,,2009.0,1961.0,,,N,,48.0,,Y,N,U,2552.0
1640,K000088,"Kempthorne, Dirk",Republican,Idaho,https://api.congress.gov/v3/member/K000088?format=json,,1999.0,1993.0,,,N,,6.0,,Y,N,U,112.0
1641,K000017,"Kassebaum, Nancy Landon",Republican,Kansas,https://api.congress.gov/v3/member/K000017?format=json,,1997.0,1979.0,,,N,,18.0,,Y,N,U,341.0
1642,K000011,"Karnes, David K.",Republican,Nebraska,https://api.congress.gov/v3/member/K000011?format=json,,1989.0,1987.0,,,N,,2.0,,Y,N,U,25.0
1643,J000189,"Johnston, J. Bennett",Democratic,Louisiana,https://api.congress.gov/v3/member/J000189?format=json,,1997.0,1971.0,,,N,,26.0,,Y,N,U,756.0
1644,J000101,"Jepsen, Roger W.",Republican,Iowa,https://api.congress.gov/v3/member/J000101?format=json,,1985.0,1979.0,,,N,,6.0,,Y,N,U,164.0
1645,J000064,"Javits, Jacob K.",Republican,New York,https://api.congress.gov/v3/member/J000064?format=json,,1981.0,1957.0,1947.0,1955.0,N,N,24.0,8.0,Y,Y,U,289.0
1646,J000013,"Jackson, Henry M.",Democratic,Washington,https://api.congress.gov/v3/member/J000013?format=json,,1985.0,1953.0,1941.0,1953.0,N,N,32.0,12.0,Y,Y,U,611.0
1647,I000025,"Inouye, Daniel K.",Democratic,Hawaii,https://api.congress.gov/v3/member/I000025?format=json,,2012.0,1963.0,1959.0,1963.0,N,N,49.0,4.0,Y,Y,U,2164.0
1648,H001016,"Hutchison, Kay Bailey",Republican,Texas,https://api.congress.gov/v3/member/H001016?format=json,,2013.0,1993.0,,,N,,20.0,,Y,N,U,959.0
1649,H000956,"Humphrey, Muriel",Democratic,Minnesota,https://api.congress.gov/v3/member/H000956?format=json,,1979.0,1977.0,,,N,,2.0,,Y,N,U,7.0
1650,H000953,"Humphrey, Hubert H.",Democratic,Minnesota,https://api.congress.gov/v3/member/H000953?format=json,,1965.0,1949.0,,,N,,16.0,,Y,N,U,336.0
1651,H000951,"Humphrey, Gordon J.",Republican,New Hampshire,https://api.congress.gov/v3/member/H000951?format=json,,1991.0,1979.0,,,N,,12.0,,Y,N,U,448.0
1652,H000922,"Hughes, Harold E.",Democratic,Iowa,https://api.congress.gov/v3/member/H000922?format=json,,1975.0,1969.0,,,N,,6.0,,Y,N,U,12.0
1653,H000905,"Huddleston, Walter (Dee)",Democratic,Kentucky,https://api.congress.gov/v3/member/H000905?format=json,,1985.0,1973.0,,,N,,12.0,,Y,N,U,179.0
1654,H000875,"Hruska, Roman L.",Republican,Nebraska,https://api.congress.gov/v3/member/H000875?format=json,,1977.0,1953.0,,,N,,24.0,,Y,N,U,59.0
1655,H000725,"Hollings, Ernest F.",Democratic,South Carolina,https://api.congress.gov/v3/member/H000725?format=json,,2005.0,1965.0,,,N,,40.0,,Y,N,U,1066.0
1656,H000675,"Hodges, Kaneaster, Jr.",Democratic,Arkansas,https://api.congress.gov/v3/member/H000675?format=json,,1979.0,1977.0,,,N,,2.0,,Y,N,U,
1657,H000463,"Helms, Jesse",Republican,North Carolina,https://api.congress.gov/v3/member/H000463?format=json,,2003.0,1973.0,,,N,,30.0,,Y,N,U,1977.0
1658,H000445,"Heflin, Howell",Democratic,Alabama,https://api.congress.gov/v3/member/H000445?format=json,,1997.0,1979.0,,,N,,18.0,,Y,N,U,466.0
