Unnamed: 0,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Gender,Bill
18,T000464,"Tester, Jon",Democratic,Montana,https://api.congress.gov/v3/member/T000464?format=json,,,2007.0,,,M,717.0
19,S001184,"Scott, Tim",Republican,South Carolina,https://api.congress.gov/v3/member/S001184?format=json,,,2013.0,2011.0,2013.0,M,305.0
20,S001181,"Shaheen, Jeanne",Democratic,New Hampshire,https://api.congress.gov/v3/member/S001181?format=json,,,2009.0,,,F,783.0
21,S000770,"Stabenow, Debbie",Democratic,Michigan,https://api.congress.gov/v3/member/S000770?format=json,,,2001.0,1997.0,2001.0,F,699.0
22,S001227,"Schmitt, Eric",Republican,Missouri,https://api.congress.gov/v3/member/S001227?format=json,,,2023.0,,,M,
23,S001217,"Scott, Rick",Republican,Florida,https://api.congress.gov/v3/member/S001217?format=json,,,2019.0,,,M,352.0
24,S001194,"Schatz, Brian",Democratic,Hawaii,https://api.congress.gov/v3/member/S001194?format=json,,,2012.0,,,M,457.0
25,R000595,"Rubio, Marco",Republican,Florida,https://api.congress.gov/v3/member/R000595?format=json,,,2011.0,,,M,1209.0
26,S000148,"Schumer, Charles E.",Democratic,New York,https://api.congress.gov/v3/member/S000148?format=json,,,1999.0,1981.0,1999.0,M,2207.0
27,S000033,"Sanders, Bernard",Independent,Vermont,https://api.congress.gov/v3/member/S000033?format=json,,,2007.0,1991.0,2007.0,M,1040.0
28,R000618,"Ricketts, Pete",Republican,Nebraska,https://api.congress.gov/v3/member/R000618?format=json,,,2023.0,,,M,1.0
29,R000615,"Romney, Mitt",Republican,Utah,https://api.congress.gov/v3/member/R000615?format=json,,,2019.0,,,M,98.0
30,R000608,"Rosen, Jacky",Democratic,Nevada,https://api.congress.gov/v3/member/R000608?format=json,,,2019.0,2017.0,2019.0,F,205.0
31,R000605,"Rounds, Mike",Republican,South Dakota,https://api.congress.gov/v3/member/R000605?format=json,,,2015.0,,,M,238.0
32,P000595,"Peters, Gary C.",Democratic,Michigan,https://api.congress.gov/v3/member/P000595?format=json,,,2015.0,2009.0,2015.0,M,517.0
33,R000584,"Risch, James E.",Republican,Idaho,https://api.congress.gov/v3/member/R000584?format=json,,,2009.0,,,M,442.0
34,R000122,"Reed, Jack",Democratic,Rhode Island,https://api.congress.gov/v3/member/R000122?format=json,,,1997.0,1991.0,1997.0,M,1041.0
35,P000145,"Padilla, Alex",Democratic,California,https://api.congress.gov/v3/member/P000145?format=json,,,2021.0,,,M,123.0
36,O000174,"Ossoff, Jon",Democratic,Georgia,https://api.congress.gov/v3/member/O000174?format=json,,,2021.0,,,M,93.0
37,M001190,"Mullin, Markwayne",Republican,Oklahoma,https://api.congress.gov/v3/member/M001190?format=json,,,2023.0,2013.0,2023.0,M,105.0
38,P000603,"Paul, Rand",Republican,Kentucky,https://api.congress.gov/v3/member/P000603?format=json,,,2011.0,,,M,894.0
39,M001169,"Murphy, Christopher",Democratic,Connecticut,https://api.congress.gov/v3/member/M001169?format=json,,,2013.0,2007.0,2013.0,M,416.0
40,M001111,"Murray, Patty",Democratic,Washington,https://api.congress.gov/v3/member/M001111?format=json,,,1993.0,,,F,1042.0
41,M001153,"Murkowski, Lisa",Republican,Alaska,https://api.congress.gov/v3/member/M001153?format=json,,,2003.0,,,F,1064.0
42,M001198,"Marshall, Roger",Republican,Kansas,https://api.congress.gov/v3/member/M001198?format=json,,,2021.0,2017.0,2021.0,M,317.0
43,M001176,"Merkley, Jeff",Democratic,Oregon,https://api.congress.gov/v3/member/M001176?format=json,,,2009.0,,,M,818.0
44,M000934,"Moran, Jerry",Republican,Kansas,https://api.congress.gov/v3/member/M000934?format=json,,,2011.0,1997.0,2011.0,M,603.0
45,M000639,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M000639?format=json,,,2006.0,1993.0,2006.0,M,1867.0
45,M000639,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M000639?format=json,,,2006.0,1993.0,2006.0,M,
45,M000639,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M000639?format=json,,,2006.0,1993.0,2006.0,U,1867.0
45,M000639,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M000639?format=json,,,2006.0,1993.0,2006.0,U,
133,M001226,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M001226?format=json,8.0,,,2023.0,,M,1867.0
133,M001226,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M001226?format=json,8.0,,,2023.0,,M,
133,M001226,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M001226?format=json,8.0,,,2023.0,,U,1867.0
133,M001226,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M001226?format=json,8.0,,,2023.0,,U,
46,M000133,"Markey, Edward J.",Democratic,Massachusetts,https://api.congress.gov/v3/member/M000133?format=json,,,2013.0,1977.0,2013.0,M,1307.0
47,M000355,"McConnell, Mitch",Republican,Kentucky,https://api.congress.gov/v3/member/M000355?format=json,,,1985.0,,,M,1270.0
48,K000393,"Kennedy, John",Republican,Louisiana,https://api.congress.gov/v3/member/K000393?format=json,,,2017.0,,,M,433.0
49,K000383,"King, Angus S., Jr.",Independent,Maine,https://api.congress.gov/v3/member/K000383?format=json,,,2013.0,,,M,272.0
50,K000367,"Klobuchar, Amy",Democratic,Minnesota,https://api.congress.gov/v3/member/K000367?format=json,,,2007.0,,,F,1102.0
51,L000577,"Lee, Mike",Republican,Utah,https://api.congress.gov/v3/member/L000577?format=json,,,2011.0,,,M,1459.0
52,M001183,"Manchin, Joe, III",Democratic,West Virginia,https://api.congress.gov/v3/member/M001183?format=json,,,2010.0,,,M,463.0
53,L000575,"Lankford, James",Republican,Oklahoma,https://api.congress.gov/v3/member/L000575?format=json,,,2015.0,2011.0,2015.0,M,452.0
54,L000571,"Lummis, Cynthia M.",Republican,Wyoming,https://api.congress.gov/v3/member/L000571?format=json,,,2021.0,2009.0,2017.0,F,132.0
55,L000570,"Lujan, Ben Ray",Democratic,New Mexico,https://api.congress.gov/v3/member/L000570?format=json,,,2021.0,2009.0,2021.0,M,264.0
56,H000273,"Hickenlooper, John W.",Democratic,Colorado,https://api.congress.gov/v3/member/H000273?format=json,,,2021.0,,,M,52.0
57,K000377,"Kelly, Mark",Democratic,Arizona,https://api.congress.gov/v3/member/K000377?format=json,,,2020.0,,,M,71.0
58,H001079,"Hyde-Smith, Cindy",Republican,Mississippi,https://api.congress.gov/v3/member/H001079?format=json,,,2018.0,,,F,90.0
59,K000384,"Kaine, Tim",Democratic,Virginia,https://api.congress.gov/v3/member/K000384?format=json,,,2013.0,,,M,282.0
60,J000293,"Johnson, Ron",Republican,Wisconsin,https://api.congress.gov/v3/member/J000293?format=json,,,2011.0,,,M,536.0
61,H001061,"Hoeven, John",Republican,North Dakota,https://api.congress.gov/v3/member/H001061?format=json,,,2011.0,,,M,442.0
62,H001042,"Hirono, Mazie K.",Democratic,Hawaii,https://api.congress.gov/v3/member/H001042?format=json,,,2013.0,2007.0,2013.0,F,509.0
63,H000601,"Hagerty, Bill",Republican,Tennessee,https://api.congress.gov/v3/member/H000601?format=json,,,2021.0,,,M,222.0
64,H001089,"Hawley, Josh",Republican,Missouri,https://api.congress.gov/v3/member/H001089?format=json,,,2019.0,,,M,193.0
65,H001076,"Hassan, Margaret Wood",Democratic,New Hampshire,https://api.congress.gov/v3/member/H001076?format=json,,,2017.0,,,F,231.0
66,G000555,"Gillibrand, Kirsten E.",Democratic,New York,https://api.congress.gov/v3/member/G000555?format=json,,,2009.0,2007.0,2009.0,F,752.0
67,H001046,"Heinrich, Martin",Democratic,New Mexico,https://api.congress.gov/v3/member/H001046?format=json,,,2013.0,2009.0,2013.0,M,342.0
68,G000386,"Grassley, Chuck",Republican,Iowa,https://api.congress.gov/v3/member/G000386?format=json,,,1981.0,1975.0,1981.0,M,2277.0
69,G000359,"Graham, Lindsey",Republican,South Carolina,https://api.congress.gov/v3/member/G000359?format=json,,,2003.0,1995.0,2003.0,M,667.0
70,F000479,"Fetterman, John",Democratic,Pennsylvania,https://api.congress.gov/v3/member/F000479?format=json,,,2023.0,,,M,1.0
71,E000295,"Ernst, Joni",Republican,Iowa,https://api.congress.gov/v3/member/E000295?format=json,,,2015.0,,,F,432.0
72,F000463,"Fischer, Deb",Republican,Nebraska,https://api.congress.gov/v3/member/F000463?format=json,,,2013.0,,,F,270.0
73,D000622,"Duckworth, Tammy",Democratic,Illinois,https://api.congress.gov/v3/member/D000622?format=json,,,2017.0,2013.0,2017.0,F,405.0
74,F000062,"Feinstein, Dianne",Democratic,California,https://api.congress.gov/v3/member/F000062?format=json,,,1992.0,,,F,2173.0
75,D000563,"Durbin, Richard J.",Democratic,Illinois,https://api.congress.gov/v3/member/D000563?format=json,,,1997.0,1983.0,1997.0,M,1791.0
76,C001113,"Cortez Masto, Catherine",Democratic,Nevada,https://api.congress.gov/v3/member/C001113?format=json,,,2017.0,,,F,350.0
77,C001098,"Cruz, Ted",Republican,Texas,https://api.congress.gov/v3/member/C001098?format=json,,,2013.0,,,M,729.0
78,C001096,"Cramer, Kevin",Republican,North Dakota,https://api.congress.gov/v3/member/C001096?format=json,,,2019.0,2013.0,2019.0,M,189.0
79,D000618,"Daines, Steve",Republican,Montana,https://api.congress.gov/v3/member/D000618?format=json,,,2015.0,2013.0,2015.0,M,462.0
80,C001095,"Cotton, Tom",Republican,Arkansas,https://api.congress.gov/v3/member/C001095?format=json,,,2015.0,2013.0,2015.0,M,386.0
81,C001056,"Cornyn, John",Republican,Texas,https://api.congress.gov/v3/member/C001056?format=json,,,2002.0,,,M,1248.0
82,C000880,"Crapo, Mike",Republican,Idaho,https://api.congress.gov/v3/member/C000880?format=json,,,1999.0,1993.0,1999.0,M,551.0
83,C001070,"Casey, Robert P., Jr.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C001070?format=json,,,2007.0,,,M,1124.0
84,C001088,"Coons, Christopher A.",Democratic,Delaware,https://api.congress.gov/v3/member/C001088?format=json,,,2010.0,,,M,549.0
85,C001075,"Cassidy, Bill",Republican,Louisiana,https://api.congress.gov/v3/member/C001075?format=json,,,2015.0,2009.0,2015.0,M,482.0
86,C001035,"Collins, Susan M.",Republican,Maine,https://api.congress.gov/v3/member/C001035?format=json,,,1997.0,,,F,1120.0
87,C001047,"Capito, Shelley Moore",Republican,West Virginia,https://api.congress.gov/v3/member/C001047?format=json,,,2015.0,2001.0,2015.0,F,339.0
88,C000174,"Carper, Thomas R.",Democratic,Delaware,https://api.congress.gov/v3/member/C000174?format=json,,,2001.0,1983.0,1993.0,M,743.0
89,C000141,"Cardin, Benjamin L.",Democratic,Maryland,https://api.congress.gov/v3/member/C000141?format=json,,,2007.0,1987.0,2007.0,M,1222.0
90,B001319,"Britt, Katie Boyd",Republican,Alabama,https://api.congress.gov/v3/member/B001319?format=json,,,2023.0,,,F,4.0
91,B001310,"Braun, Mike",Republican,Indiana,https://api.congress.gov/v3/member/B001310?format=json,,,2019.0,,,M,338.0
92,B001236,"Boozman, John",Republican,Arkansas,https://api.congress.gov/v3/member/B001236?format=json,,,2011.0,2001.0,2011.0,M,360.0
93,C000127,"Cantwell, Maria",Democratic,Washington,https://api.congress.gov/v3/member/C000127?format=json,,,2001.0,1993.0,1995.0,F,863.0
94,B000944,"Brown, Sherrod",Democratic,Ohio,https://api.congress.gov/v3/member/B000944?format=json,,,2007.0,1993.0,2007.0,M,1335.0
95,B001288,"Booker, Cory A.",Democratic,New Jersey,https://api.congress.gov/v3/member/B001288?format=json,,,2013.0,,,M,596.0
96,B001277,"Blumenthal, Richard",Democratic,Connecticut,https://api.congress.gov/v3/member/B001277?format=json,,,2011.0,,,M,828.0
97,B001261,"Barrasso, John",Republican,Wyoming,https://api.congress.gov/v3/member/B001261?format=json,,,2007.0,,,M,578.0
98,B001267,"Bennet, Michael F.",Democratic,Colorado,https://api.congress.gov/v3/member/B001267?format=json,,,2009.0,,,M,531.0
99,B001230,"Baldwin, Tammy",Democratic,Wisconsin,https://api.congress.gov/v3/member/B001230?format=json,,,2013.0,1999.0,2013.0,F,565.0
100,B001243,"Blackburn, Marsha",Republican,Tennessee,https://api.congress.gov/v3/member/B001243?format=json,,,2019.0,2003.0,2019.0,F,486.0
101,B000029,"Bafalis, L. A. (Skip)",Republican,Florida,https://api.congress.gov/v3/member/B000029?format=json,10.0,,,1973.0,1983.0,U,95.0
102,J000099,"Jenrette, John W., Jr.",Democratic,South Carolina,https://api.congress.gov/v3/member/J000099?format=json,6.0,,,1975.0,1981.0,U,67.0
103,S000142,"Schroeder, Patricia",Democratic,Colorado,https://api.congress.gov/v3/member/S000142?format=json,1.0,,,1973.0,1997.0,U,425.0
104,M001227,"McClellan, Jennifer L.",Democratic,Virginia,https://api.congress.gov/v3/member/M001227?format=json,4.0,,,2023.0,,U,
105,P000620,"Pettersen, Brittany",Democratic,Colorado,https://api.congress.gov/v3/member/P000620?format=json,7.0,,,2023.0,,F,
106,D000416,"Donnelly, Brian J.",Democratic,Massachusetts,https://api.congress.gov/v3/member/D000416?format=json,11.0,,,1979.0,1993.0,U,209.0
107,B000966,"Broyhill, James T.",Republican,North Carolina,https://api.congress.gov/v3/member/B000966?format=json,,1987.0,1986.0,1963.0,1986.0,U,197.0
108,O000085,"Olver, John W.",Democratic,Massachusetts,https://api.congress.gov/v3/member/O000085?format=json,1.0,,,1991.0,2013.0,U,62.0
109,A000017,"Abourezk, James",Democratic,South Dakota,https://api.congress.gov/v3/member/A000017?format=json,,1979.0,1973.0,1971.0,1973.0,U,224.0
110,S001220,"Strong, Dale W.",Republican,Alabama,https://api.congress.gov/v3/member/S001220?format=json,5.0,,,2023.0,,U,1.0
111,R000606,"Raskin, Jamie",Democratic,Maryland,https://api.congress.gov/v3/member/R000606?format=json,8.0,,,2017.0,,M,82.0
112,D000566,"Durenberger, Dave",Republican,Minnesota,https://api.congress.gov/v3/member/D000566?format=json,,1995.0,1977.0,,,U,600.0
113,W000828,"Williams, Brandon",Republican,New York,https://api.congress.gov/v3/member/W000828?format=json,22.0,,,2023.0,,U,5.0
114,V000136,"Vasquez, Gabe",Democratic,New Mexico,https://api.congress.gov/v3/member/V000136?format=json,2.0,,,2023.0,,U,4.0
115,V000135,"Van Orden, Derrick",Republican,Wisconsin,https://api.congress.gov/v3/member/V000135?format=json,3.0,,,2023.0,,M,5.0
116,T000487,"Tokuda, Jill N.",Democratic,Hawaii,https://api.congress.gov/v3/member/T000487?format=json,2.0,,,2023.0,,U,6.0
117,T000488,"Thanedar, Shri",Democratic,Michigan,https://api.congress.gov/v3/member/T000488?format=json,13.0,,,2023.0,,M,1.0
118,S001225,"Sorensen, Eric",Democratic,Illinois,https://api.congress.gov/v3/member/S001225?format=json,17.0,,,2023.0,,M,
119,S001224,"Self, Keith",Republican,Texas,https://api.congress.gov/v3/member/S001224?format=json,3.0,,,2023.0,,M,3.0
120,S001222,"Santos, George",Republican,New York,https://api.congress.gov/v3/member/S001222?format=json,3.0,,,2023.0,,U,4.0
121,S001226,"Salinas, Andrea",Democratic,Oregon,https://api.congress.gov/v3/member/S001226?format=json,6.0,,,2023.0,,F,1.0
122,G000600,"Perez, Marie Gluesenkamp",Democratic,Washington,https://api.congress.gov/v3/member/G000600?format=json,3.0,,,2023.0,,U,3.0
123,O000175,"Ogles, Andrew",Republican,Tennessee,https://api.congress.gov/v3/member/O000175?format=json,5.0,,,2023.0,,U,8.0
124,N000193,"Nunn, Zachary",Republican,Iowa,https://api.congress.gov/v3/member/N000193?format=json,3.0,,,2023.0,,U,6.0
125,N000194,"Nickel, Wiley",Democratic,North Carolina,https://api.congress.gov/v3/member/N000194?format=json,13.0,,,2023.0,,M,2.0
126,M001225,"Mullin, Kevin",Democratic,California,https://api.congress.gov/v3/member/M001225?format=json,15.0,,,2023.0,,M,
127,M001219,"Moylan, James C.",Republican,Guam,https://api.congress.gov/v3/member/M001219?format=json,,,,2023.0,,U,6.0
128,M001217,"Moskowitz, Jared",Democratic,Florida,https://api.congress.gov/v3/member/M001217?format=json,23.0,,,2023.0,,M,
129,M001224,"Moran, Nathaniel",Republican,Texas,https://api.congress.gov/v3/member/M001224?format=json,1.0,,,2023.0,,M,7.0
130,M001221,"Molinaro, Marcus J.",Republican,New York,https://api.congress.gov/v3/member/M001221?format=json,19.0,,,2023.0,,U,5.0
131,M001216,"Mills, Cory",Republican,Florida,https://api.congress.gov/v3/member/M001216?format=json,7.0,,,2023.0,,M,1.0
132,M001222,"Miller, Max L.",Republican,Ohio,https://api.congress.gov/v3/member/M001222?format=json,7.0,,,2023.0,,U,3.0
134,M001220,"McGarvey, Morgan",Democratic,Kentucky,https://api.congress.gov/v3/member/M001220?format=json,3.0,,,2023.0,,M,
135,M001218,"McCormick, Richard",Republican,Georgia,https://api.congress.gov/v3/member/M001218?format=json,6.0,,,2023.0,,U,3.0
136,M001223,"Magaziner, Seth",Democratic,Rhode Island,https://api.congress.gov/v3/member/M001223?format=json,2.0,,,2023.0,,U,4.0
137,L000603,"Luttrell, Morgan",Republican,Texas,https://api.congress.gov/v3/member/L000603?format=json,8.0,,,2023.0,,M,3.0
138,L000596,"Luna, Anna Paulina",Republican,Florida,https://api.congress.gov/v3/member/L000596?format=json,13.0,,,2023.0,,U,3.0
139,L000602,"Lee, Summer L.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/L000602?format=json,12.0,,,2023.0,,U,
140,L000597,"Lee, Laurel M.",Republican,Florida,https://api.congress.gov/v3/member/L000597?format=json,15.0,,,2023.0,,U,1.0
141,L000599,"Lawler, Michael",Republican,New York,https://api.congress.gov/v3/member/L000599?format=json,17.0,,,2023.0,,M,4.0
142,L000600,"Langworthy, Nicholas A.",Republican,New York,https://api.congress.gov/v3/member/L000600?format=json,23.0,,,2023.0,,U,4.0
143,L000601,"Landsman, Greg",Democratic,Ohio,https://api.congress.gov/v3/member/L000601?format=json,1.0,,,2023.0,,M,1.0
144,L000598,"LaLota, Nick",Republican,New York,https://api.congress.gov/v3/member/L000598?format=json,1.0,,,2023.0,,U,2.0
145,K000401,"Kiley, Kevin",Republican,California,https://api.congress.gov/v3/member/K000401?format=json,3.0,,,2023.0,,M,
146,K000399,"Kiggans, Jennifer A",Republican,Virginia,https://api.congress.gov/v3/member/K000399?format=json,2.0,,,2023.0,,U,2.0
147,K000398,"Kean, Thomas H.",Republican,New Jersey,https://api.congress.gov/v3/member/K000398?format=json,7.0,,,2023.0,,U,2.0
148,K000400,"Kamlager-Dove, Sydney",Democratic,California,https://api.congress.gov/v3/member/K000400?format=json,37.0,,,2023.0,,F,4.0
149,J000307,"James, John",Republican,Michigan,https://api.congress.gov/v3/member/J000307?format=json,10.0,,,2023.0,,M,3.0
150,J000308,"Jackson, Jeff",Democratic,North Carolina,https://api.congress.gov/v3/member/J000308?format=json,14.0,,,2023.0,,M,1.0
151,I000058,"Ivey, Glenn",Democratic,Maryland,https://api.congress.gov/v3/member/I000058?format=json,4.0,,,2023.0,,U,
152,H001095,"Hunt, Wesley",Republican,Texas,https://api.congress.gov/v3/member/H001095?format=json,38.0,,,2023.0,,M,
153,H001094,"Hoyle, Val T.",Democratic,Oregon,https://api.congress.gov/v3/member/H001094?format=json,4.0,,,2023.0,,U,
154,H001093,"Houchin, Erin",Republican,Indiana,https://api.congress.gov/v3/member/H001093?format=json,9.0,,,2023.0,,F,1.0
155,H001096,"Hageman, Harriet M.",Republican,Wyoming,https://api.congress.gov/v3/member/H001096?format=json,,,,2023.0,,U,6.0
156,G000599,"Goldman, Daniel S.",Democratic,New York,https://api.congress.gov/v3/member/G000599?format=json,10.0,,,2023.0,,U,3.0
157,G000598,"Garcia, Robert",Democratic,California,https://api.congress.gov/v3/member/G000598?format=json,42.0,,,2023.0,,M,3.0
2475,G000047,"Garcia, Robert",Democratic,New York,https://api.congress.gov/v3/member/G000047?format=json,18.0,,,1977.0,1991.0,M,3.0
158,F000478,"Fry, Russell",Republican,South Carolina,https://api.congress.gov/v3/member/F000478?format=json,7.0,,,2023.0,,M,
159,F000476,"Frost, Maxwell",Democratic,Florida,https://api.congress.gov/v3/member/F000476?format=json,10.0,,,2023.0,,U,1.0
160,F000477,"Foushee, Valerie P.",Democratic,North Carolina,https://api.congress.gov/v3/member/F000477?format=json,4.0,,,2023.0,,U,
161,E000235,"Ezell, Mike",Republican,Mississippi,https://api.congress.gov/v3/member/E000235?format=json,4.0,,,2023.0,,M,1.0
162,E000246,"Edwards, Chuck",Republican,North Carolina,https://api.congress.gov/v3/member/E000246?format=json,11.0,,,2023.0,,M,1.0
163,D000633,"Duarte, John S.",Republican,California,https://api.congress.gov/v3/member/D000633?format=json,13.0,,,2023.0,,U,
164,D000632,"D'Esposito, Anthony",Republican,New York,https://api.congress.gov/v3/member/D000632?format=json,4.0,,,2023.0,,U,2.0
165,D000530,"Deluzio, Christopher R.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/D000530?format=json,17.0,,,2023.0,,U,3.0
166,D000594,"De La Cruz, Monica",Republican,Texas,https://api.congress.gov/v3/member/D000594?format=json,15.0,,,2023.0,,F,5.0
167,D000230,"Davis, Donald G.",Democratic,North Carolina,https://api.congress.gov/v3/member/D000230?format=json,1.0,,,2023.0,,U,3.0
168,C001132,"Crane, Elijah",Republican,Arizona,https://api.congress.gov/v3/member/C001132?format=json,2.0,,,2023.0,,U,3.0
169,C001129,"Collins, Mike",Republican,Georgia,https://api.congress.gov/v3/member/C001129?format=json,10.0,,,2023.0,,M,2.0
170,C001133,"Ciscomani, Juan",Republican,Arizona,https://api.congress.gov/v3/member/C001133?format=json,6.0,,,2023.0,,M,3.0
171,C001135,"Chavez-DeRemer, Lori",Republican,Oregon,https://api.congress.gov/v3/member/C001135?format=json,5.0,,,2023.0,,F,
172,C001131,"Casar, Greg",Democratic,Texas,https://api.congress.gov/v3/member/C001131?format=json,35.0,,,2023.0,,M,
173,C001134,"Caraveo, Yadira",Democratic,Colorado,https://api.congress.gov/v3/member/C001134?format=json,8.0,,,2023.0,,F,
174,B001316,"Burlison, Eric",Republican,Missouri,https://api.congress.gov/v3/member/B001316?format=json,7.0,,,2023.0,,M,1.0
175,B001315,"Budzinski, Nikki",Democratic,Illinois,https://api.congress.gov/v3/member/B001315?format=json,13.0,,,2023.0,,F,2.0
176,B001317,"Brecheen, Josh",Republican,Oklahoma,https://api.congress.gov/v3/member/B001317?format=json,2.0,,,2023.0,,M,
177,B001314,"Bean, Aaron",Republican,Florida,https://api.congress.gov/v3/member/B001314?format=json,4.0,,,2023.0,,M,
178,B001318,"Balint, Becca",Democratic,Vermont,https://api.congress.gov/v3/member/B001318?format=json,,,,2023.0,,F,1.0
179,A000379,"Alford, Mark",Republican,Missouri,https://api.congress.gov/v3/member/A000379?format=json,4.0,,,2023.0,,M,4.0
180,S001218,"Stansbury, Melanie Ann",Democratic,New Mexico,https://api.congress.gov/v3/member/S001218?format=json,1.0,,,2021.0,,F,10.0
181,N000192,"Newman, Marie",Democratic,Illinois,https://api.congress.gov/v3/member/N000192?format=json,3.0,,,2021.0,2023.0,F,21.0
182,M001186,"Meijer, Peter",Republican,Michigan,https://api.congress.gov/v3/member/M001186?format=json,3.0,,,2021.0,2023.0,M,11.0
183,K000396,"Kahele, Kaiali'i",Democratic,Hawaii,https://api.congress.gov/v3/member/K000396?format=json,2.0,,,2021.0,2023.0,M,17.0
184,J000306,"Jones, Mondaire",Democratic,New York,https://api.congress.gov/v3/member/J000306?format=json,17.0,,,2021.0,2023.0,M,14.0
185,H001084,"Herrell, Yvette",Republican,New Mexico,https://api.congress.gov/v3/member/H001084?format=json,2.0,,,2021.0,2023.0,F,25.0
186,C001104,"Cawthorn, Madison",Republican,North Carolina,https://api.congress.gov/v3/member/C001104?format=json,11.0,,,2021.0,2023.0,M,50.0
187,B001312,"Bourdeaux, Carolyn",Democratic,Georgia,https://api.congress.gov/v3/member/B001312?format=json,7.0,,,2021.0,2023.0,F,16.0
188,J000020,"Jacobs, Chris",Republican,New York,https://api.congress.gov/v3/member/J000020?format=json,27.0,,,2020.0,2023.0,U,29.0
189,K000395,"Keller, Fred",Republican,Pennsylvania,https://api.congress.gov/v3/member/K000395?format=json,12.0,,,2019.0,2023.0,M,32.0
190,L000591,"Luria, Elaine G.",Democratic,Virginia,https://api.congress.gov/v3/member/L000591?format=json,2.0,,,2019.0,2023.0,F,47.0
191,T000479,"Taylor, Van",Republican,Texas,https://api.congress.gov/v3/member/T000479?format=json,3.0,,,2019.0,2023.0,M,16.0
192,G000588,"Gonzalez, Anthony",Republican,Ohio,https://api.congress.gov/v3/member/G000588?format=json,16.0,,,2019.0,2023.0,M,36.0
193,M001203,"Malinowski, Tom",Democratic,New Jersey,https://api.congress.gov/v3/member/M001203?format=json,7.0,,,2019.0,2023.0,M,62.0
194,A000378,"Axne, Cynthia",Democratic,Iowa,https://api.congress.gov/v3/member/A000378?format=json,3.0,,,2019.0,2023.0,F,81.0
