Unnamed: 0,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Gender,Bill
360,M001210,"Murphy, Gregory",Republican,North Carolina,https://api.congress.gov/v3/member/M001210?format=json,3.0,,,2019.0,,M,54.0
361,G000592,"Golden, Jared F.",Democratic,Maine,https://api.congress.gov/v3/member/G000592?format=json,2.0,,,2019.0,,M,53.0
362,M001205,"Miller, Carol D.",Republican,West Virginia,https://api.congress.gov/v3/member/M001205?format=json,1.0,,,2019.0,,F,38.0
363,S001213,"Steil, Bryan",Republican,Wisconsin,https://api.congress.gov/v3/member/S001213?format=json,1.0,,,2019.0,,M,38.0
364,S001216,"Schrier, Kim",Democratic,Washington,https://api.congress.gov/v3/member/S001216?format=json,8.0,,,2019.0,,F,60.0
365,W000825,"Wexton, Jennifer",Democratic,Virginia,https://api.congress.gov/v3/member/W000825?format=json,10.0,,,2019.0,,F,45.0
366,S001209,"Spanberger, Abigail Davis",Democratic,Virginia,https://api.congress.gov/v3/member/S001209?format=json,7.0,,,2019.0,,F,85.0
367,C001118,"Cline, Ben",Republican,Virginia,https://api.congress.gov/v3/member/C001118?format=json,6.0,,,2019.0,,M,18.0
368,R000611,"Riggleman, Denver",Republican,Virginia,https://api.congress.gov/v3/member/R000611?format=json,5.0,,,2019.0,2021.0,M,15.0
369,M001209,"McAdams, Ben",Democratic,Utah,https://api.congress.gov/v3/member/M001209?format=json,4.0,,,2019.0,2021.0,M,19.0
370,A000376,"Allred, Colin Z.",Democratic,Texas,https://api.congress.gov/v3/member/A000376?format=json,32.0,,,2019.0,,M,30.0
371,G000587,"Garcia, Sylvia R.",Democratic,Texas,https://api.congress.gov/v3/member/G000587?format=json,29.0,,,2019.0,,F,55.0
372,R000614,"Roy, Chip",Republican,Texas,https://api.congress.gov/v3/member/R000614?format=json,21.0,,,2019.0,,M,93.0
373,E000299,"Escobar, Veronica",Democratic,Texas,https://api.congress.gov/v3/member/E000299?format=json,16.0,,,2019.0,,F,46.0
374,F000468,"Fletcher, Lizzie",Democratic,Texas,https://api.congress.gov/v3/member/F000468?format=json,7.0,,,2019.0,,F,40.0
375,G000589,"Gooden, Lance",Republican,Texas,https://api.congress.gov/v3/member/G000589?format=json,5.0,,,2019.0,,M,39.0
376,C001120,"Crenshaw, Dan",Republican,Texas,https://api.congress.gov/v3/member/C001120?format=json,2.0,,,2019.0,,M,53.0
377,G000590,"Green, Mark E.",Republican,Tennessee,https://api.congress.gov/v3/member/G000590?format=json,7.0,,,2019.0,,M,64.0
378,R000612,"Rose, John W.",Republican,Tennessee,https://api.congress.gov/v3/member/R000612?format=json,6.0,,,2019.0,,M,17.0
379,B001309,"Burchett, Tim",Republican,Tennessee,https://api.congress.gov/v3/member/B001309?format=json,2.0,,,2019.0,,M,48.0
380,J000301,"Johnson, Dusty",Republican,South Dakota,https://api.congress.gov/v3/member/J000301?format=json,,,,2019.0,,M,72.0
381,C001122,"Cunningham, Joe",Democratic,South Carolina,https://api.congress.gov/v3/member/C001122?format=json,1.0,,,2019.0,2021.0,M,34.0
382,R000610,"Reschenthaler, Guy",Republican,Pennsylvania,https://api.congress.gov/v3/member/R000610?format=json,14.0,,,2019.0,,M,30.0
383,J000302,"Joyce, John",Republican,Pennsylvania,https://api.congress.gov/v3/member/J000302?format=json,13.0,,,2019.0,,M,26.0
384,M001204,"Meuser, Daniel",Republican,Pennsylvania,https://api.congress.gov/v3/member/M001204?format=json,9.0,,,2019.0,,M,31.0
385,H001085,"Houlahan, Chrissy",Democratic,Pennsylvania,https://api.congress.gov/v3/member/H001085?format=json,6.0,,,2019.0,,F,55.0
386,D000631,"Dean, Madeleine",Democratic,Pennsylvania,https://api.congress.gov/v3/member/D000631?format=json,4.0,,,2019.0,,F,75.0
387,H001083,"Horn, Kendra S.",Democratic,Oklahoma,https://api.congress.gov/v3/member/H001083?format=json,5.0,,,2019.0,2021.0,F,36.0
388,B001308,"Brindisi, Anthony",Democratic,New York,https://api.congress.gov/v3/member/B001308?format=json,22.0,,,2019.0,2021.0,M,28.0
389,O000172,"Ocasio-Cortez, Alexandria",Democratic,New York,https://api.congress.gov/v3/member/O000172?format=json,14.0,,,2019.0,,F,53.0
390,R000613,"Rose, Max",Democratic,New York,https://api.congress.gov/v3/member/R000613?format=json,11.0,,,2019.0,2021.0,M,36.0
391,L000590,"Lee, Susie",Democratic,Nevada,https://api.congress.gov/v3/member/L000590?format=json,3.0,,,2019.0,,F,53.0
392,T000484,"Torres Small, Xochitl",Democratic,New Mexico,https://api.congress.gov/v3/member/T000484?format=json,2.0,,,2019.0,2021.0,F,23.0
393,S001207,"Sherrill, Mikie",Democratic,New Jersey,https://api.congress.gov/v3/member/S001207?format=json,11.0,,,2019.0,,F,65.0
394,K000394,"Kim, Andy",Democratic,New Jersey,https://api.congress.gov/v3/member/K000394?format=json,3.0,,,2019.0,,M,73.0
395,V000133,"Van Drew, Jefferson",Republican,New Jersey,https://api.congress.gov/v3/member/V000133?format=json,2.0,,,2019.0,,M,67.0
396,P000614,"Pappas, Chris",Democratic,New Hampshire,https://api.congress.gov/v3/member/P000614?format=json,1.0,,,2019.0,,M,91.0
397,A000377,"Armstrong, Kelly",Republican,North Dakota,https://api.congress.gov/v3/member/A000377?format=json,,,,2019.0,,M,21.0
398,G000591,"Guest, Michael",Republican,Mississippi,https://api.congress.gov/v3/member/G000591?format=json,3.0,,,2019.0,,M,31.0
399,S001212,"Stauber, Pete",Republican,Minnesota,https://api.congress.gov/v3/member/S001212?format=json,8.0,,,2019.0,,M,47.0
400,O000173,"Omar, Ilhan",Democratic,Minnesota,https://api.congress.gov/v3/member/O000173?format=json,5.0,,,2019.0,,F,85.0
401,P000616,"Phillips, Dean",Democratic,Minnesota,https://api.congress.gov/v3/member/P000616?format=json,3.0,,,2019.0,,M,67.0
402,C001119,"Craig, Angie",Democratic,Minnesota,https://api.congress.gov/v3/member/C001119?format=json,2.0,,,2019.0,,F,73.0
403,T000481,"Tlaib, Rashida",Democratic,Michigan,https://api.congress.gov/v3/member/T000481?format=json,12.0,,,2019.0,,F,68.0
404,S001215,"Stevens, Haley M.",Democratic,Michigan,https://api.congress.gov/v3/member/S001215?format=json,11.0,,,2019.0,,F,46.0
405,S001208,"Slotkin, Elissa",Democratic,Michigan,https://api.congress.gov/v3/member/S001208?format=json,7.0,,,2019.0,,F,104.0
406,T000483,"Trone, David J.",Democratic,Maryland,https://api.congress.gov/v3/member/T000483?format=json,6.0,,,2019.0,,M,81.0
407,P000617,"Pressley, Ayanna",Democratic,Massachusetts,https://api.congress.gov/v3/member/P000617?format=json,7.0,,,2019.0,,F,82.0
408,T000482,"Trahan, Lori",Democratic,Massachusetts,https://api.congress.gov/v3/member/T000482?format=json,3.0,,,2019.0,,F,45.0
409,D000629,"Davids, Sharice",Democratic,Kansas,https://api.congress.gov/v3/member/D000629?format=json,3.0,,,2019.0,,F,30.0
410,W000824,"Watkins, Steve",Republican,Kansas,https://api.congress.gov/v3/member/W000824?format=json,2.0,,,2019.0,2021.0,M,13.0
411,P000615,"Pence, Greg",Republican,Indiana,https://api.congress.gov/v3/member/P000615?format=json,6.0,,,2019.0,,M,27.0
412,B001307,"Baird, James R.",Republican,Indiana,https://api.congress.gov/v3/member/B001307?format=json,4.0,,,2019.0,,M,16.0
413,U000040,"Underwood, Lauren",Democratic,Illinois,https://api.congress.gov/v3/member/U000040?format=json,14.0,,,2019.0,,F,66.0
414,C001117,"Casten, Sean",Democratic,Illinois,https://api.congress.gov/v3/member/C001117?format=json,6.0,,,2019.0,,M,66.0
415,G000586,"Garcia, Jesus G. ""Chuy""",Democratic,Illinois,https://api.congress.gov/v3/member/G000586?format=json,4.0,,,2019.0,,M,57.0
