date,amount,honoree_name,Payee Name,Contribution Type,contributor_name,state,country,Registrant Name
2022-01-24,5000.00,Rep. Bob Latta,LATTA FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-01-24,5000.00,Rep. Rodney Davis,RODNEY FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-02-09,1000.00,Rep. Mike Rogers,MIKE ROGERS FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-02-09,500.00,Rep. John Moolenaar,MOOLENAAR FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-02-10,1000.00,Sen. Ron Johnson,"RON JOHNSON FOR SENATE, INC.",feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-02-22,2000.00,Rep. John Joyce,DR. JOHN JOYCE FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-02-24,2500.00,Sen. John Thune,FRIENDS OF JOHN THUNE,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-14,2500.00,Rep. Randy Feenstra,FEENSTRA FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-14,1000.00,Rep. John Rutherford,CITIZENS FOR JOHN RUTHERFORD,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-14,2500.00,Rep. Guy Reschenthaler,GUY FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-14,5000.00,Rep. Darin LaHood,LAHOOD FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-14,2500.00,Rep. Mike Kelly,MIKE KELLY FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-14,2500.00,Rep. John Moolenaar,MOOLENAAR FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-14,2000.00,Rep. John Moolenaar,MOOLENAAR FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-16,1500.00,Rep. Lloyd Smucker,SMUCKER FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,1000.00,Rep. Cathy McMorris Rodgers,CATHY MCMORRIS RODGERS FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,2000.00,Sen. Gary Peters,PETERS FOR MICHIGAN,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,2500.00,Sen. Todd Young,"FRIENDS OF TODD YOUNG, INC.",feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,2500.00,Rep. Elizabeth Fletcher,ELIZABETH PANNILL FLETCHER FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,1000.00,Rep. Pete Stauber for Congress,PETE STAUBER FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,2000.00,Rep. Michael Guest,FRIENDS OF MICHAEL GUEST,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,1000.00,Rep. Pat Fallon,FALLON FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,2500.00,Rep. Michael Waltz,MICHAEL WALTZ FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,2500.00,Sen. Tammy Duckworth,TAMMY FOR ILLINOIS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,2500.00,Rep. David Kustoff,KUSTOFF FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-03-30,1500.00,Rep. John Larson,LARSON FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-10,2500.00,Rep. Tom Tiffany,TIFFANY FOR WISCONSIN,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-10,2500.00,Rep. Mariannette Miller-Meeks,MILLER-MEEKS FOR CONGRESS,feca,SELF,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-10,2500.00,Rep. Jim Costa,JIM COSTA FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-10,5000.00,Rep. Dan Crenshaw,DAN CRENSHAW FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-10,2500.00,Dan Crenshaw- Leadership Committee,AMERICA RELOADED,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-10,1000.00,Rep. Ashley Hinson,HINSON FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-31,2500.00,Rep. Markwayne Mullin,MULLIN FOR AMERICA,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-31,1500.00,Rep. Mike Gallagher,MIKE GALLAGHER FOR WISCONSIN,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-31,2500.00,Rep. Lisa McClain,LISA MCCLAIN FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-05-31,1000.00,Rep. Bill Huizenga,HUIZENGA FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-06-21,1500.00,Rep. Julia Letlow,JULIA LETLOW FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-06-21,1000.00,Rep. Mike Johnson,MIKE JOHNSON FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-06-21,2000.00,Rep. Michael Guest,FRIENDS OF MICHAEL GUEST,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-06-21,2000.00,Rep. Steven Palazzo,PALAZZO FOR CONGRESS,feca,NATIONAL PROPANE GAS ASSOCIATION PAC,DC,US,NATIONAL PROPANE GAS ASSOCIATION
2022-01-22,250.00,Tom Rice,TOM RICE FOR CONGRESS,feca,SELF,DC,US,DLA PIPER LLP (US)
2022-02-17,1000.00,Catherine Cortez Masto,CATHERINE CORTEZ MASTO FOR SENATE,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-03-03,1000.00,Raja Krishnamoorthi,FRIENDS OF RAJA FOR CONGRESS,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-03-03,1000.00,Lisa Murkowski,LISA MURKOWSKI FOR U.S. SENATE,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-03-24,1000.00,Hakeem Jeffries,JEFFRIES FOR CONGRESS,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-03-31,1000.00,Rick Larsen,CITIZENS TO ELECT RICK LARSEN,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-03-31,1000.00,Adriano Espaillat,ADRIANO ESPAILLAT FOR CONGRESS,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-05-05,1000.00,Brian Higgins,BRIAN HIGGINS FOR CONGRESS,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-05-05,2500.00,Debbie Wasserman Schultz,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-05-05,1500.00,Bennie Thompson,FRIENDS OF BENNIE THOMPSON,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-06-15,2500.00,Brian Schatz,SCHATZ FOR SENATE,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-06-17,1000.00,Julia Brownley,JULIA BROWNLEY FOR CONGRESS,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-06-17,2500.00,Ron Wyden,WYDEN FOR SENATE,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-06-17,2500.00,Sean Patrick Maloney,SEAN PATRICK MALONEY FOR CONGRESS,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-06-17,2500.00,Bill Keating,THE BILL KEATING COMMITTEE,feca,"JETBLUE AIRWAYS CORP. CREWMEMBER GOOD GOVT FUND, AN SSF",DC,US,JETBLUE AIRWAYS CORPORATION
2022-02-03,1000.00,Donald Norcross for Congress,NAT BELL,feca,SELF,VA,US,DLA PIPER LLP (US)
2022-06-26,1000.00,Dutch Ruppersberger for Congress,NAT BELL,feca,SELF,VA,US,DLA PIPER LLP (US)
2022-05-17,500.00,Joe Morelle for Congress,NAT BELL,feca,SELF,VA,US,DLA PIPER LLP (US)
2022-01-04,500.00,Rep. Tony Gonzales,TONY GONZALES VICTORY FUND,feca,SELF,TX,US,CHAMBER OF COMMERCE OF THE U.S.A.
2022-02-04,500.00,Rep. Steve Scalise,SCALISE LEADERSHIP FUND,feca,SELF,TX,US,CHAMBER OF COMMERCE OF THE U.S.A.
2022-02-09,250.00,Rep. Michael Burgess,BURGESS FOR CONGRESS,feca,SELF,TX,US,CHAMBER OF COMMERCE OF THE U.S.A.
2022-02-25,250.00,Wesley Hunt,HUNT FOR CONGRESS,feca,SELF,TX,US,CHAMBER OF COMMERCE OF THE U.S.A.
2022-05-03,250.00,Mayra Flores,MAYRA FLORES FOR CONGRESS,feca,SELF,TX,US,CHAMBER OF COMMERCE OF THE U.S.A.
2022-05-24,250.00,Rep. Jake Ellzey,JAKE ELLZEY VICTORY FUND,feca,SELF,TX,US,CHAMBER OF COMMERCE OF THE U.S.A.
2022-06-30,250.00,Monica de La Cruz,MONICA FOR CONGRESS,feca,SELF,TX,US,CHAMBER OF COMMERCE OF THE U.S.A.
2022-03-28,1000.00,Rep. Adrian Smith (R-Nebraska),ADRIAN SMITH FOR CONGRESS,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-03-28,2500.00,Rep. Marianette Miller-Meeks (R-Iowa),MILLER-MEEKS FOR CONGRESS,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,8000.00,Rep. Cindy Axne (D-Iowa),CINDY AXNE FOR CONGRESS,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,2500.00,Rep Derek Kilmer (D-Washington),PEOPLE FOR DEREK KILMER,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,2500.00,Rep. Garret Graves (R-Louisiana),GARRET GRAVES FOR CONGRESS,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,2500.00,Rep. Troy Carter (D-Louisiana),TROY CARTER FOR CONGRESS,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,2500.00,Rep. Troy Carter (D-Louisiana),TROY CARTER FOR CONGRESS,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,2500.00,Rep. Rodney Davis (R-Illinois),RODNEY DAVIS FOR CONGRESS,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,2500.00,Rep. Angie Craig (D-Minnesota),ANGIE CRAIG FOR CONGRESS,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,2500.00,Rep. Darin LaHood (R-Illinois),LAHOOD FOR CONGRESS,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,5000.00,Sen. Joni Ernst (R-Iowa),JONI FOR IOWA,feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
2022-06-01,2000.00,Sen. Joni Ernst (R-Iowa),"JOBS, OPPORTUNITIES, & NEW IDEAS PAC",feca,"RENEWABLE ENERGY GROUP, INC. POLITICAL ACTION COMMITTEE",IA,US,"RENEWABLE ENERGY GROUP, INC."
