,Bio Guide ID,Name,Party,State,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Current Senator,Current House Rep,Years in Senate,Years in House,Served in Senate,Served in House,Suffix,Nickname,Last,First_Actual,Middle
409,D000388,"Dodd, Christopher J.",Democratic,Connecticut,,2011.0,1981.0,1975.0,1981.0,N,N,30.0,6.0,Y,Y,,,Dodd,Christopher,J.
410,C000979,"Culver, John C.",Democratic,Iowa,,1981.0,1975.0,1965.0,1975.0,N,N,6.0,10.0,Y,Y,,,Culver,John,C.
411,K000352,"Kyl, Jon",Republican,Arizona,,2013.0,1995.0,1987.0,1995.0,N,N,18.0,8.0,Y,Y,,,Kyl,Jon,
412,K000019,"Kasten, Robert W., ",Republican,Wisconsin,,1993.0,1981.0,1975.0,1979.0,N,N,12.0,4.0,Y,Y,Jr.,,Kasten,Robert,W.
413,J000177,"Johnson, Tim",Democratic,South Dakota,,2015.0,1997.0,1987.0,1997.0,N,N,18.0,10.0,Y,Y,,,Johnson,Tim,
414,J000072,"Jeffords, James M.",Independent,Vermont,,2007.0,1989.0,1975.0,1989.0,N,N,18.0,14.0,Y,Y,,,Jeffords,James,M.
415,H001015,"Hutchinson, Tim",Republican,Arkansas,,2003.0,1997.0,1993.0,1997.0,N,N,6.0,4.0,Y,Y,,,Hutchinson,Tim,
416,H000456,"Heinz, John",Republican,Pennsylvania,,1993.0,1977.0,1971.0,1977.0,N,N,16.0,6.0,Y,Y,,,Heinz,John,
417,H000206,"Harkin, Tom",Democratic,Iowa,,2015.0,1985.0,1975.0,1985.0,N,N,30.0,10.0,Y,Y,,,Harkin,Tom,
418,G000445,"Gregg, Judd",Republican,New Hampshire,,2011.0,1993.0,1981.0,1989.0,N,N,18.0,8.0,Y,Y,,,Gregg,Judd,
419,G000367,"Grams, Rod",Republican,Minnesota,,2001.0,1995.0,1993.0,1995.0,N,N,6.0,2.0,Y,Y,,,Grams,Rod,
420,G000365,"Gramm, Phil",Republican,Texas,,2002.0,1985.0,1979.0,1985.0,N,N,17.0,6.0,Y,Y,,,Gramm,Phil,
421,G000321,"Gore, Albert, ",Democratic,Tennessee,,1993.0,1985.0,1977.0,1985.0,N,N,8.0,8.0,Y,Y,Jr.,,Gore,Albert,
422,F000329,"Fowler, Wyche, ",Democratic,Georgia,,1993.0,1987.0,1977.0,1987.0,N,N,6.0,10.0,Y,Y,Jr.,,Fowler,Wyche,
