,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year
576,J000294,"Jeffries, Hakeem S.",Democratic,New York,https://api.congress.gov/v3/member/J000294?format=json,8.0,,,2013,
577,M001188,"Meng, Grace",Democratic,New York,https://api.congress.gov/v3/member/M001188?format=json,6.0,,,2013,
578,H001066,"Horsford, Steven",Democratic,Nevada,https://api.congress.gov/v3/member/H001066?format=json,4.0,,,2013,2015
579,L000580,"Lujan Grisham, Michelle",Democratic,New Mexico,https://api.congress.gov/v3/member/L000580?format=json,1.0,,,2013,2019
580,K000382,"Kuster, Ann M.",Democratic,New Hampshire,https://api.congress.gov/v3/member/K000382?format=json,2.0,,,2013,
581,H001065,"Holding, George",Republican,North Carolina,https://api.congress.gov/v3/member/H001065?format=json,2.0,,,2013,2021
582,M001187,"Meadows, Mark",Republican,North Carolina,https://api.congress.gov/v3/member/M001187?format=json,11.0,,,2013,2020
583,P000606,"Pittenger, Robert",Republican,North Carolina,https://api.congress.gov/v3/member/P000606?format=json,9.0,,,2013,2019
584,H001067,"Hudson, Richard",Republican,North Carolina,https://api.congress.gov/v3/member/H001067?format=json,9.0,,,2013,
585,C001099,"Cowan, William M.",Democratic,Massachusetts,https://api.congress.gov/v3/member/C001099?format=json,,2013,2013,,
586,W000812,"Wagner, Ann",Republican,Missouri,https://api.congress.gov/v3/member/W000812?format=json,2.0,,,2013,
587,H001069,"Heitkamp, Heidi",Democratic,North Dakota,https://api.congress.gov/v3/member/H001069?format=json,,2019,2013,,
588,B001280,"Bentivolio, Kerry L.",Republican,Michigan,https://api.congress.gov/v3/member/B001280?format=json,11.0,,,2013,2015
589,K000380,"Kildee, Daniel T.",Democratic,Michigan,https://api.congress.gov/v3/member/K000380?format=json,8.0,,,2013,
590,D000620,"Delaney, John K.",Democratic,Maryland,https://api.congress.gov/v3/member/D000620?format=json,6.0,,,2013,2019
591,S001195,"Smith, Jason",Republican,Missouri,https://api.congress.gov/v3/member/S001195?format=json,8.0,,,2013,
592,B001282,"Barr, Andy",Republican,Kentucky,https://api.congress.gov/v3/member/B001282?format=json,6.0,,,2013,
593,M001189,"Messer, Luke",Republican,Indiana,https://api.congress.gov/v3/member/M001189?format=json,6.0,,,2013,2019
594,B001284,"Brooks, Susan W.",Republican,Indiana,https://api.congress.gov/v3/member/B001284?format=json,5.0,,,2013,2021
595,E000292,"Enyart, William L.",Democratic,Illinois,https://api.congress.gov/v3/member/E000292?format=json,12.0,,,2013,2015
596,S001190,"Schneider, Bradley Scott",Democratic,Illinois,https://api.congress.gov/v3/member/S001190?format=json,10.0,,,2013,2015
597,G000571,"Gabbard, Tulsi",Democratic,Hawaii,https://api.congress.gov/v3/member/G000571?format=json,2.0,,,2013,2021
598,C001093,"Collins, Doug",Republican,Georgia,https://api.congress.gov/v3/member/C001093?format=json,9.0,,,2013,2021
599,G000573,"Garcia, Joe",Democratic,Florida,https://api.congress.gov/v3/member/G000573?format=json,26.0,,,2013,2015
600,F000462,"Frankel, Lois",Democratic,Florida,https://api.congress.gov/v3/member/F000462?format=json,22.0,,,2013,
601,R000596,"Radel, Trey",Republican,Florida,https://api.congress.gov/v3/member/R000596?format=json,19.0,,,2013,2014
602,M001191,"Murphy, Patrick",Democratic,Florida,https://api.congress.gov/v3/member/M001191?format=json,18.0,,,2013,2017
603,D000621,"DeSantis, Ron",Republican,Florida,https://api.congress.gov/v3/member/D000621?format=json,6.0,,,2013,2018
604,Y000065,"Yoho, Ted S.",Republican,Florida,https://api.congress.gov/v3/member/Y000065?format=json,3.0,,,2013,2021
605,E000293,"Esty, Elizabeth H.",Democratic,Connecticut,https://api.congress.gov/v3/member/E000293?format=json,5.0,,,2013,2019
606,P000608,"Peters, Scott H.",Democratic,California,https://api.congress.gov/v3/member/P000608?format=json,50.0,,,2013,
607,V000130,"Vargas, Juan",Democratic,California,https://api.congress.gov/v3/member/V000130?format=json,52.0,,,2013,
608,T000472,"Takano, Mark",Democratic,California,https://api.congress.gov/v3/member/T000472?format=json,39.0,,,2013,
609,R000599,"Ruiz, Raul",Democratic,California,https://api.congress.gov/v3/member/R000599?format=json,25.0,,,2013,
610,N000187,"Negrete McLeod, Gloria",Democratic,California,https://api.congress.gov/v3/member/N000187?format=json,35.0,,,2013,2015
611,C001097,"Cárdenas, Tony",Democratic,California,https://api.congress.gov/v3/member/C001097?format=json,29.0,,,2013,
612,B001285,"Brownley, Julia",Democratic,California,https://api.congress.gov/v3/member/B001285?format=json,26.0,,,2013,
613,V000129,"Valadao, David G.",Republican,California,https://api.congress.gov/v3/member/V000129?format=json,22.0,,,2013,2019
614,S001193,"Swalwell, Eric",Democratic,California,https://api.congress.gov/v3/member/S001193?format=json,14.0,,,2013,
615,C001094,"Cook, Paul",Republican,California,https://api.congress.gov/v3/member/C001094?format=json,8.0,,,2013,2020
616,B001287,"Bera, Ami",Democratic,California,https://api.congress.gov/v3/member/B001287?format=json,6.0,,,2013,
617,H001068,"Huffman, Jared",Democratic,California,https://api.congress.gov/v3/member/H001068?format=json,2.0,,,2013,
618,L000578,"LaMalfa, Doug",Republican,California,https://api.congress.gov/v3/member/L000578?format=json,1.0,,,2013,
619,B001279,"Barber, Ron",Democratic,Arizona,https://api.congress.gov/v3/member/B001279?format=json,2.0,,,2012,2015
620,P000604,"Payne, Donald M., Jr.",Democratic,New Jersey,https://api.congress.gov/v3/member/P000604?format=json,10.0,,,2012,
621,D000617,"DelBene, Suzan K.",Democratic,Washington,https://api.congress.gov/v3/member/D000617?format=json,1.0,,,2012,
622,C001089,"Curson, David Alan",Democratic,Michigan,https://api.congress.gov/v3/member/C001089?format=json,11.0,,,2012,2013
623,M001184,"Massie, Thomas",Republican,Kentucky,https://api.congress.gov/v3/member/M001184?format=json,4.0,,,2012,
624,B001278,"Bonamici, Suzanne",Democratic,Oregon,https://api.congress.gov/v3/member/B001278?format=json,1.0,,,2012,
625,H000213,"Harman, Jane",Democratic,California,https://api.congress.gov/v3/member/H000213?format=json,36.0,,,1993,1999
626,K000360,"Kirk, Mark Steven",Republican,Illinois,https://api.congress.gov/v3/member/K000360?format=json,,2017,2010,2001,2010
627,R000571,"Rehberg, Denny",Republican,Montana,https://api.congress.gov/v3/member/R000571?format=json,,,,2001,2013
628,O000167,"Obama, Barack",Democratic,Illinois,https://api.congress.gov/v3/member/O000167?format=json,,2008,2005,,
629,C001073,"Cazayoux, Donald J., Jr.",Democratic,Louisiana,https://api.congress.gov/v3/member/C001073?format=json,6.0,,,2008,2009
630,C001071,"Corker, Bob",Republican,Tennessee,https://api.congress.gov/v3/member/C001071?format=json,,2019,2007,,
631,J000287,"Jindal, Bobby",Republican,Louisiana,https://api.congress.gov/v3/member/J000287?format=json,1.0,,,2005,2008
632,W000803,"Webb, Jim",Democratic,Virginia,https://api.congress.gov/v3/member/W000803?format=json,,2013,2007,,
633,M001170,"McCaskill, Claire",Democratic,Missouri,https://api.congress.gov/v3/member/M001170?format=json,,2019,2007,,
634,S001166,"Sekula Gibbs, Shelley",Republican,Texas,https://api.congress.gov/v3/member/S001166?format=json,22.0,,,2005,2007
635,W000792,"Weiner, Anthony D.",Democratic,New York,https://api.congress.gov/v3/member/W000792?format=json,9.0,,,1999,2011
636,L000568,"Lee, Christopher J.",Republican,New York,https://api.congress.gov/v3/member/L000568?format=json,26.0,,,2009,2011
637,T000254,"Thurmond, Strom",Republican,South Carolina,https://api.congress.gov/v3/member/T000254?format=json,,2003,1953,,
638,A000368,"Ayotte, Kelly",Republican,New Hampshire,https://api.congress.gov/v3/member/A000368?format=json,,2017,2011,,
639,O000169,"Owens, William L.",Democratic,New York,https://api.congress.gov/v3/member/O000169?format=json,21.0,,,2009,2015
640,T000471,"Turner, Robert L.",Republican,New York,https://api.congress.gov/v3/member/T000471?format=json,9.0,,,2011,2013
641,A000369,"Amodei, Mark E.",Republican,Nevada,https://api.congress.gov/v3/member/A000369?format=json,2.0,,,2011,
642,H001063,"Hahn, Janice",Democratic,California,https://api.congress.gov/v3/member/H001063?format=json,44.0,,,2011,2017
643,S001188,"Stutzman, Marlin A.",Republican,Indiana,https://api.congress.gov/v3/member/S001188?format=json,3.0,,,2010,2017
644,G000561,"Goodwin, Carte Patrick",Democratic,West Virginia,https://api.congress.gov/v3/member/G000561?format=json,,2010,2010,,
645,G000560,"Graves, Tom",Republican,Georgia,https://api.congress.gov/v3/member/G000560?format=json,14.0,,,2010,2020
646,D000611,"Djou, Charles K.",Republican,Hawaii,https://api.congress.gov/v3/member/D000611?format=json,1.0,,,2010,2011
647,C001081,"Critz, Mark S.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C001081?format=json,12.0,,,2010,2013
648,M001120,"Murtha, John P.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/M001120?format=json,12.0,,,1973,2010
649,B001268,"Brown, Scott P.",Republican,Massachusetts,https://api.congress.gov/v3/member/B001268?format=json,,2013,2010,,
650,W000314,"Wexler, Robert",Democratic,Florida,https://api.congress.gov/v3/member/W000314?format=json,19.0,,,1997,2010
651,G000559,"Garamendi, John",Democratic,California,https://api.congress.gov/v3/member/G000559?format=json,8.0,,,2009,
652,L000572,"LeMieux, George S.",Republican,Florida,https://api.congress.gov/v3/member/L000572?format=json,,2011,2009,,
653,H001062,"Hochul, Kathleen C.",Democratic,New York,https://api.congress.gov/v3/member/H001062?format=json,26.0,,,2011,2013
654,M001162,"Martinez, Mel",Republican,Florida,https://api.congress.gov/v3/member/M001162?format=json,,2009,2005,,
655,C001080,"Chu, Judy",Democratic,California,https://api.congress.gov/v3/member/C001080?format=json,28.0,,,2009,
656,F000457,"Franken, Al",Democratic,Minnesota,https://api.congress.gov/v3/member/F000457?format=json,,2018,2009,,
657,T000057,"Tauscher, Ellen O.",Democratic,California,https://api.congress.gov/v3/member/T000057?format=json,10.0,,,1997,2009
658,M000472,"McHugh, John M.",Republican,New York,https://api.congress.gov/v3/member/M000472?format=json,23.0,,,1993,2009
659,W000793,"Wu, David",Democratic,Oregon,https://api.congress.gov/v3/member/W000793?format=json,1.0,,,1999,2011
660,C000191,"Carson, Julia",Democratic,Indiana,https://api.congress.gov/v3/member/C000191?format=json,7.0,,,1997,2007
661,W000804,"Wittman, Robert J.",Republican,Virginia,https://api.congress.gov/v3/member/W000804?format=json,1.0,,,2007,
662,L000566,"Latta, Robert E.",Republican,Ohio,https://api.congress.gov/v3/member/L000566?format=json,5.0,,,2007,
663,D000210,"Delahunt, Bill",Democratic,Massachusetts,https://api.congress.gov/v3/member/D000210?format=json,10.0,,,1997,2011
664,R000587,"Ribble, Reid J.",Republican,Wisconsin,https://api.congress.gov/v3/member/R000587?format=json,8.0,,,2011,2017
665,D000614,"Duffy, Sean P.",Republican,Wisconsin,https://api.congress.gov/v3/member/D000614?format=json,7.0,,,2011,2019
666,G000568,"Griffith, H. Morgan",Republican,Virginia,https://api.congress.gov/v3/member/G000568?format=json,9.0,,,2011,
667,H001060,"Hurt, Robert",Republican,Virginia,https://api.congress.gov/v3/member/H001060?format=json,5.0,,,2011,2017
668,R000589,"Rigell, E. Scott",Republican,Virginia,https://api.congress.gov/v3/member/R000589?format=json,2.0,,,2011,2017
669,F000460,"Farenthold, Blake",Republican,Texas,https://api.congress.gov/v3/member/F000460?format=json,27.0,,,2011,2018
670,C001082,"Canseco, Francisco ""Quico""",Republican,Texas,https://api.congress.gov/v3/member/C001082?format=json,23.0,,,2011,2013
671,F000461,"Flores, Bill",Republican,Texas,https://api.congress.gov/v3/member/F000461?format=json,17.0,,,2011,2021
672,F000458,"Fincher, Stephen Lee",Republican,Tennessee,https://api.congress.gov/v3/member/F000458?format=json,8.0,,,2011,2017
673,B001273,"Black, Diane",Republican,Tennessee,https://api.congress.gov/v3/member/B001273?format=json,6.0,,,2011,2019
674,D000616,"DesJarlais, Scott",Republican,Tennessee,https://api.congress.gov/v3/member/D000616?format=json,4.0,,,2011,
675,F000459,"Fleischmann, Charles J. ""Chuck""",Republican,Tennessee,https://api.congress.gov/v3/member/F000459?format=json,3.0,,,2011,
676,N000184,"Noem, Kristi L.",Republican,South Dakota,https://api.congress.gov/v3/member/N000184?format=json,,,,2011,2019
677,M001182,"Mulvaney, Mick",Republican,South Carolina,https://api.congress.gov/v3/member/M001182?format=json,5.0,,,2011,2017
678,G000566,"Gowdy, Trey",Republican,South Carolina,https://api.congress.gov/v3/member/G000566?format=json,4.0,,,2011,2019
679,D000615,"Duncan, Jeff",Republican,South Carolina,https://api.congress.gov/v3/member/D000615?format=json,3.0,,,2011,
680,C001084,"Cicilline, David N.",Democratic,Rhode Island,https://api.congress.gov/v3/member/C001084?format=json,1.0,,,2011,
681,B001269,"Barletta, Lou",Republican,Pennsylvania,https://api.congress.gov/v3/member/B001269?format=json,11.0,,,2011,2019
682,M001179,"Marino, Tom",Republican,Pennsylvania,https://api.congress.gov/v3/member/M001179?format=json,12.0,,,2011,2019
683,M001181,"Meehan, Patrick",Republican,Pennsylvania,https://api.congress.gov/v3/member/M001181?format=json,7.0,,,2011,2018
684,K000376,"Kelly, Mike",Republican,Pennsylvania,https://api.congress.gov/v3/member/K000376?format=json,16.0,,,2011,
685,R000586,"Renacci, James B.",Republican,Ohio,https://api.congress.gov/v3/member/R000586?format=json,16.0,,,2011,2019
686,J000292,"Johnson, Bill",Republican,Ohio,https://api.congress.gov/v3/member/J000292?format=json,6.0,,,2011,
687,B001276,"Buerkle, Ann Marie",Republican,New York,https://api.congress.gov/v3/member/B001276?format=json,25.0,,,2011,2013
688,H001051,"Hanna, Richard L.",Republican,New York,https://api.congress.gov/v3/member/H001051?format=json,22.0,,,2011,2017
689,G000564,"Gibson, Christopher P.",Republican,New York,https://api.congress.gov/v3/member/G000564?format=json,19.0,,,2011,2017
690,H001054,"Hayworth, Nan A. S.",Republican,New York,https://api.congress.gov/v3/member/H001054?format=json,19.0,,,2011,2013
691,G000569,"Grimm, Michael G.",Republican,New York,https://api.congress.gov/v3/member/G000569?format=json,11.0,,,2011,2015
692,H001055,"Heck, Joseph J.",Republican,Nevada,https://api.congress.gov/v3/member/H001055?format=json,3.0,,,2011,2017
693,R000594,"Runyan, Jon",Republican,New Jersey,https://api.congress.gov/v3/member/R000594?format=json,3.0,,,2011,2015
694,G000570,"Guinta, Frank C.",Republican,New Hampshire,https://api.congress.gov/v3/member/G000570?format=json,1.0,,,2011,2013
695,B001272,"Berg, Rick",Republican,North Dakota,https://api.congress.gov/v3/member/B001272?format=json,,,,2011,2013
696,E000291,"Ellmers, Renee L.",Republican,North Carolina,https://api.congress.gov/v3/member/E000291?format=json,2.0,,,2011,2017
697,N000186,"Nunnelee, Alan",Republican,Mississippi,https://api.congress.gov/v3/member/N000186?format=json,1.0,,,2011,2015
698,C001086,"Cravaack, Chip",Republican,Minnesota,https://api.congress.gov/v3/member/C001086?format=json,8.0,,,2011,2013
699,C001085,"Clarke, Hansen",Democratic,Michigan,https://api.congress.gov/v3/member/C001085?format=json,13.0,,,2011,2013
700,A000367,"Amash, Justin",Libertarian,Michigan,https://api.congress.gov/v3/member/A000367?format=json,3.0,,,2011,2021
701,H001058,"Huizenga, Bill",Republican,Michigan,https://api.congress.gov/v3/member/H001058?format=json,4.0,,,2011,
702,B001271,"Benishek, Dan",Republican,Michigan,https://api.congress.gov/v3/member/B001271?format=json,1.0,,,2011,2017
703,H001052,"Harris, Andy",Republican,Maryland,https://api.congress.gov/v3/member/H001052?format=json,1.0,,,2011,
704,K000375,"Keating, William R.",Democratic,Massachusetts,https://api.congress.gov/v3/member/K000375?format=json,9.0,,,2011,
705,L000574,"Landry, Jeffrey M.",Republican,Louisiana,https://api.congress.gov/v3/member/L000574?format=json,3.0,,,2011,2013
706,P000602,"Pompeo, Mike",Republican,Kansas,https://api.congress.gov/v3/member/P000602?format=json,4.0,,,2011,2017
707,Y000063,"Yoder, Kevin",Republican,Kansas,https://api.congress.gov/v3/member/Y000063?format=json,3.0,,,2011,2019
708,H001057,"Huelskamp, Tim",Republican,Kansas,https://api.congress.gov/v3/member/H001057?format=json,1.0,,,2011,2017
709,B001275,"Bucshon, Larry",Republican,Indiana,https://api.congress.gov/v3/member/B001275?format=json,8.0,,,2011,
710,R000592,"Rokita, Todd",Republican,Indiana,https://api.congress.gov/v3/member/R000592?format=json,4.0,,,2011,2019
711,S001182,"Schilling, Robert T.",Republican,Illinois,https://api.congress.gov/v3/member/S001182?format=json,17.0,,,2011,2013
712,H001059,"Hultgren, Randy",Republican,Illinois,https://api.congress.gov/v3/member/H001059?format=json,14.0,,,2011,2019
713,D000613,"Dold, Robert J.",Republican,Illinois,https://api.congress.gov/v3/member/D000613?format=json,10.0,,,2011,2013
714,W000811,"Walsh, Joe",Republican,Illinois,https://api.congress.gov/v3/member/W000811?format=json,8.0,,,2011,2013
715,L000573,"Labrador, Raul R.",Republican,Idaho,https://api.congress.gov/v3/member/L000573?format=json,1.0,,,2011,2019
716,H001050,"Hanabusa, Colleen",Democratic,Hawaii,https://api.congress.gov/v3/member/H001050?format=json,1.0,,,2011,2019
717,S001189,"Scott, Austin",Republican,Georgia,https://api.congress.gov/v3/member/S001189?format=json,8.0,,,2011,
718,W000810,"Woodall, Rob",Republican,Georgia,https://api.congress.gov/v3/member/W000810?format=json,7.0,,,2011,2021
719,R000590,"Rivera, David",Republican,Florida,https://api.congress.gov/v3/member/R000590?format=json,25.0,,,2011,2013
720,A000366,"Adams, Sandy",Republican,Florida,https://api.congress.gov/v3/member/A000366?format=json,24.0,,,2011,2013
721,W000807,"West, Allen B.",Republican,Florida,https://api.congress.gov/v3/member/W000807?format=json,22.0,,,2011,2013
722,W000808,"Wilson, Frederica S.",Democratic,Florida,https://api.congress.gov/v3/member/W000808?format=json,24.0,,,2011,
723,R000593,"Ross, Dennis A.",Republican,Florida,https://api.congress.gov/v3/member/R000593?format=json,15.0,,,2011,2019
724,W000806,"Webster, Daniel",Republican,Florida,https://api.congress.gov/v3/member/W000806?format=json,11.0,,,2011,
725,N000185,"Nugent, Richard B.",Republican,Florida,https://api.congress.gov/v3/member/N000185?format=json,11.0,,,2011,2017
726,S001186,"Southerland, Steve II",Republican,Florida,https://api.congress.gov/v3/member/S001186?format=json,2.0,,,2011,2015
727,C001083,"Carney, John C., Jr.",Democratic,Delaware,https://api.congress.gov/v3/member/C001083?format=json,,,,2011,2017
728,G000562,"Gardner, Cory",Republican,Colorado,https://api.congress.gov/v3/member/G000562?format=json,,2021,2015,2011,2015
729,T000470,"Tipton, Scott  R.",Republican,Colorado,https://api.congress.gov/v3/member/T000470?format=json,3.0,,,2011,2021
730,D000612,"Denham, Jeff",Republican,California,https://api.congress.gov/v3/member/D000612?format=json,10.0,,,2011,2019
731,S001183,"Schweikert, David",Republican,Arizona,https://api.congress.gov/v3/member/S001183?format=json,1.0,,,2011,
732,Q000024,"Quayle, Benjamin",Republican,Arizona,https://api.congress.gov/v3/member/Q000024?format=json,3.0,,,2011,2013
733,G000565,"Gosar, Paul A.",Republican,Arizona,https://api.congress.gov/v3/member/G000565?format=json,9.0,,,2011,
734,W000809,"Womack, Steve",Republican,Arkansas,https://api.congress.gov/v3/member/W000809?format=json,3.0,,,2011,
735,G000567,"Griffin, Tim",Republican,Arkansas,https://api.congress.gov/v3/member/G000567?format=json,2.0,,,2011,2015
736,C001087,"Crawford, Eric A. ""Rick""",Republican,Arkansas,https://api.congress.gov/v3/member/C001087?format=json,1.0,,,2011,
737,S001185,"Sewell, Terri A.",Democratic,Alabama,https://api.congress.gov/v3/member/S001185?format=json,7.0,,,2011,
738,R000591,"Roby, Martha",Republican,Alabama,https://api.congress.gov/v3/member/R000591?format=json,2.0,,,2011,2021
739,K000374,"Kirk, Paul Grattan, Jr.",Democratic,Massachusetts,https://api.congress.gov/v3/member/K000374?format=json,,2010,2009,,
740,S001163,"Salazar, Ken",Democratic,Colorado,https://api.congress.gov/v3/member/S001163?format=json,,2009,2005,,
741,C001041,"Clinton, Hillary Rodham",Democratic,New York,https://api.congress.gov/v3/member/C001041?format=json,,2009,2001,,
742,S001177,"Sablan, Gregorio Kilili Camacho",Democratic,Northern Mariana Islands,https://api.congress.gov/v3/member/S001177?format=json,,,,2009,
743,R000581,"Richardson, Laura",Democratic,California,https://api.congress.gov/v3/member/R000581?format=json,37.0,,,2007,2013
744,B001262,"Broun, Paul C.",Republican,Georgia,https://api.congress.gov/v3/member/B001262?format=json,10.0,,,2007,2015
745,M000627,"Meehan, Martin T.",Democratic,Massachusetts,https://api.congress.gov/v3/member/M000627?format=json,5.0,,,1993,2007
746,K000365,"Kagen, Steve",Democratic,Wisconsin,https://api.congress.gov/v3/member/K000365?format=json,8.0,,,2007,2011
747,C001068,"Cohen, Steve",Democratic,Tennessee,https://api.congress.gov/v3/member/C001068?format=json,9.0,,,2007,
748,D000606,"Davis, David",Republican,Tennessee,https://api.congress.gov/v3/member/D000606?format=json,1.0,,,2007,2009
749,C001065,"Carney, Christopher P.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C001065?format=json,10.0,,,2007,2011
750,M001168,"Murphy, Patrick J.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/M001168?format=json,8.0,,,2007,2011
751,S001169,"Sestak, Joe",Democratic,Pennsylvania,https://api.congress.gov/v3/member/S001169?format=json,7.0,,,2007,2011
752,A000362,"Altmire, Jason",Democratic,Pennsylvania,https://api.congress.gov/v3/member/A000362?format=json,4.0,,,2007,2013
753,F000453,"Fallin, Mary",Republican,Oklahoma,https://api.congress.gov/v3/member/F000453?format=json,5.0,,,2007,2011
754,S001173,"Space, Zachary T.",Democratic,Ohio,https://api.congress.gov/v3/member/S001173?format=json,18.0,,,2007,2011
755,S001174,"Sutton, Betty",Democratic,Ohio,https://api.congress.gov/v3/member/S001174?format=json,13.0,,,2007,2013
756,W000801,"Wilson, Charles A.",Democratic,Ohio,https://api.congress.gov/v3/member/W000801?format=json,6.0,,,2007,2011
757,J000289,"Jordan, Jim",Republican,Ohio,https://api.congress.gov/v3/member/J000289?format=json,4.0,,,2007,
758,A000363,"Arcuri, Michael A.",Democratic,New York,https://api.congress.gov/v3/member/A000363?format=json,24.0,,,2007,2011
759,H001039,"Hall, John J.",Democratic,New York,https://api.congress.gov/v3/member/H001039?format=json,19.0,,,2007,2011
760,C001067,"Clarke, Yvette D.",Democratic,New York,https://api.congress.gov/v3/member/C001067?format=json,9.0,,,2007,
761,H001041,"Heller, Dean",Republican,Nevada,https://api.congress.gov/v3/member/H001041?format=json,,2019,2011,2007,2011
762,H001043,"Hodes, Paul W.",Democratic,New Hampshire,https://api.congress.gov/v3/member/H001043?format=json,2.0,,,2007,2011
763,S001170,"Shea-Porter, Carol",Democratic,New Hampshire,https://api.congress.gov/v3/member/S001170?format=json,1.0,,,2007,2011
764,S001172,"Smith, Adrian",Republican,Nebraska,https://api.congress.gov/v3/member/S001172?format=json,3.0,,,2007,
765,S001171,"Shuler, Heath",Democratic,North Carolina,https://api.congress.gov/v3/member/S001171?format=json,11.0,,,2007,2013
766,B001256,"Bachmann, Michele",Republican,Minnesota,https://api.congress.gov/v3/member/B001256?format=json,6.0,,,2007,2015
767,E000288,"Ellison, Keith",Democratic,Minnesota,https://api.congress.gov/v3/member/E000288?format=json,5.0,,,2007,2019
768,W000799,"Walz, Timothy J.",Democratic,Minnesota,https://api.congress.gov/v3/member/W000799?format=json,1.0,,,2007,2019
769,W000798,"Walberg, Tim",Republican,Michigan,https://api.congress.gov/v3/member/W000798?format=json,5.0,,,2007,2009
770,S001168,"Sarbanes, John P.",Democratic,Maryland,https://api.congress.gov/v3/member/S001168?format=json,3.0,,,2007,
771,B001258,"Boyda, Nancy E.",Democratic,Kansas,https://api.congress.gov/v3/member/B001258?format=json,2.0,,,2007,2009
772,E000289,"Ellsworth, Brad",Democratic,Indiana,https://api.congress.gov/v3/member/E000289?format=json,8.0,,,2007,2011
773,D000607,"Donnelly, Joe",Democratic,Indiana,https://api.congress.gov/v3/member/D000607?format=json,,2019,2013,2007,2013
774,H001040,"Hare, Phil",Democratic,Illinois,https://api.congress.gov/v3/member/H001040?format=json,17.0,,,2007,2011
775,R000580,"Roskam, Peter J.",Republican,Illinois,https://api.congress.gov/v3/member/R000580?format=json,6.0,,,2007,2019
776,S001167,"Sali, Bill",Republican,Idaho,https://api.congress.gov/v3/member/S001167?format=json,1.0,,,2007,2009
777,L000565,"Loebsack, David",Democratic,Iowa,https://api.congress.gov/v3/member/L000565?format=json,2.0,,,2007,2021
778,B001259,"Braley, Bruce L.",Democratic,Iowa,https://api.congress.gov/v3/member/B001259?format=json,1.0,,,2007,2015
779,J000288,"Johnson, Henry C. ""Hank,"" Jr.",Democratic,Georgia,https://api.congress.gov/v3/member/J000288?format=json,4.0,,,2007,
780,K000366,"Klein, Ron",Democratic,Florida,https://api.congress.gov/v3/member/K000366?format=json,22.0,,,2007,2011
781,M001164,"Mahoney, Tim",Democratic,Florida,https://api.congress.gov/v3/member/M001164?format=json,16.0,,,2007,2009
782,B001260,"Buchanan, Vern",Republican,Florida,https://api.congress.gov/v3/member/B001260?format=json,16.0,,,2007,
783,C001066,"Castor, Kathy",Democratic,Florida,https://api.congress.gov/v3/member/C001066?format=json,14.0,,,2007,
784,B001257,"Bilirakis, Gus M.",Republican,Florida,https://api.congress.gov/v3/member/B001257?format=json,12.0,,,2007,
785,C001069,"Courtney, Joe",Democratic,Connecticut,https://api.congress.gov/v3/member/C001069?format=json,2.0,,,2007,
786,L000564,"Lamborn, Doug",Republican,Colorado,https://api.congress.gov/v3/member/L000564?format=json,5.0,,,2007,
787,M001165,"McCarthy, Kevin",Republican,California,https://api.congress.gov/v3/member/M001165?format=json,20.0,,,2007,
788,G000554,"Giffords, Gabrielle",Democratic,Arizona,https://api.congress.gov/v3/member/G000554?format=json,8.0,,,2007,2012
789,M001167,"Mitchell, Harry E.",Democratic,Arizona,https://api.congress.gov/v3/member/M001167?format=json,5.0,,,2007,2011
790,Q000023,"Quigley, Mike",Democratic,Illinois,https://api.congress.gov/v3/member/Q000023?format=json,5.0,,,2009,
791,S001153,"Solis, Hilda L.",Democratic,California,https://api.congress.gov/v3/member/S001153?format=json,32.0,,,2001,2009
792,M001178,"Murphy, Scott",Democratic,New York,https://api.congress.gov/v3/member/M001178?format=json,20.0,,,2009,2011
793,C001078,"Connolly, Gerald E.",Democratic,Virginia,https://api.congress.gov/v3/member/C001078?format=json,11.0,,,2009,
794,P000600,"Perriello, Thomas S.P.",Democratic,Virginia,https://api.congress.gov/v3/member/P000600?format=json,5.0,,,2009,2011
795,N000183,"Nye, Glenn C.",Democratic,Virginia,https://api.congress.gov/v3/member/N000183?format=json,2.0,,,2009,2011
796,C001076,"Chaffetz, Jason",Republican,Utah,https://api.congress.gov/v3/member/C001076?format=json,3.0,,,2009,2017
797,O000168,"Olson, Pete",Republican,Texas,https://api.congress.gov/v3/member/O000168?format=json,22.0,,,2009,2021
798,R000582,"Roe, David P.",Republican,Tennessee,https://api.congress.gov/v3/member/R000582?format=json,1.0,,,2009,2021
799,P000596,"Pierluisi, Pedro R.",Democratic,Puerto Rico,https://api.congress.gov/v3/member/P000596?format=json,,,,2009,2017
800,T000467,"Thompson, Glenn",Republican,Pennsylvania,https://api.congress.gov/v3/member/T000467?format=json,15.0,,,2009,
801,D000608,"Dahlkemper, Kathleen A.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/D000608?format=json,3.0,,,2009,2011
802,B001263,"Boccieri, John A.",Democratic,Ohio,https://api.congress.gov/v3/member/B001263?format=json,16.0,,,2009,2011
803,K000372,"Kilroy, Mary Jo",Democratic,Ohio,https://api.congress.gov/v3/member/K000372?format=json,15.0,,,2009,2011
