,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year
0,S000062,"Sarasin, Ronald A.",Republican,Connecticut,https://api.congress.gov/v3/member/S000062?format=json,5.0,,,1973,1979
1,B001305,"Budd, Ted",Republican,North Carolina,https://api.congress.gov/v3/member/B001305?format=json,,,2023,2017,2023
2,W000817,"Warren, Elizabeth",Democratic,Massachusetts,https://api.congress.gov/v3/member/W000817?format=json,,,2013,,
3,W000802,"Whitehouse, Sheldon",Democratic,Rhode Island,https://api.congress.gov/v3/member/W000802?format=json,,,2007,,
4,Y000064,"Young, Todd",Republican,Indiana,https://api.congress.gov/v3/member/Y000064?format=json,,,2017,2011,2017
5,W000800,"Welch, Peter",Democratic,Vermont,https://api.congress.gov/v3/member/W000800?format=json,,,2023,2007,2023
6,W000779,"Wyden, Ron",Democratic,Oregon,https://api.congress.gov/v3/member/W000779?format=json,,,1996,1981,1996
7,W000437,"Wicker, Roger F.",Republican,Mississippi,https://api.congress.gov/v3/member/W000437?format=json,,,2007,1995,2007
8,V000137,"Vance, J. D.",Republican,Ohio,https://api.congress.gov/v3/member/V000137?format=json,,,2023,,
9,W000790,"Warnock, Raphael G.",Democratic,Georgia,https://api.congress.gov/v3/member/W000790?format=json,,,2021,,
10,T000278,"Tuberville, Tommy",Republican,Alabama,https://api.congress.gov/v3/member/T000278?format=json,,,2021,,
11,T000476,"Tillis, Thomas",Republican,North Carolina,https://api.congress.gov/v3/member/T000476?format=json,,,2015,,
12,W000805,"Warner, Mark R.",Democratic,Virginia,https://api.congress.gov/v3/member/W000805?format=json,,,2009,,
13,T000250,"Thune, John",Republican,South Dakota,https://api.congress.gov/v3/member/T000250?format=json,,,2005,1997,2003
14,V000128,"Van Hollen, Chris",Democratic,Maryland,https://api.congress.gov/v3/member/V000128?format=json,,,2017,2003,2017
15,S001203,"Smith, Tina",Democratic,Minnesota,https://api.congress.gov/v3/member/S001203?format=json,,,2018,,
16,S001198,"Sullivan, Dan",Republican,Alaska,https://api.congress.gov/v3/member/S001198?format=json,,,2015,,
17,S001191,"Sinema, Kyrsten",Independent,Arizona,https://api.congress.gov/v3/member/S001191?format=json,,,2019,2013,2019
18,T000464,"Tester, Jon",Democratic,Montana,https://api.congress.gov/v3/member/T000464?format=json,,,2007,,
19,S001184,"Scott, Tim",Republican,South Carolina,https://api.congress.gov/v3/member/S001184?format=json,,,2013,2011,2013
20,S001181,"Shaheen, Jeanne",Democratic,New Hampshire,https://api.congress.gov/v3/member/S001181?format=json,,,2009,,
21,S000770,"Stabenow, Debbie",Democratic,Michigan,https://api.congress.gov/v3/member/S000770?format=json,,,2001,1997,2001
22,S001227,"Schmitt, Eric",Republican,Missouri,https://api.congress.gov/v3/member/S001227?format=json,,,2023,,
23,S001217,"Scott, Rick",Republican,Florida,https://api.congress.gov/v3/member/S001217?format=json,,,2019,,
24,S001194,"Schatz, Brian",Democratic,Hawaii,https://api.congress.gov/v3/member/S001194?format=json,,,2012,,
25,R000595,"Rubio, Marco",Republican,Florida,https://api.congress.gov/v3/member/R000595?format=json,,,2011,,
26,S000148,"Schumer, Charles E.",Democratic,New York,https://api.congress.gov/v3/member/S000148?format=json,,,1999,1981,1999
27,S000033,"Sanders, Bernard",Independent,Vermont,https://api.congress.gov/v3/member/S000033?format=json,,,2007,1991,2007
28,R000618,"Ricketts, Pete",Republican,Nebraska,https://api.congress.gov/v3/member/R000618?format=json,,,2023,,
29,R000615,"Romney, Mitt",Republican,Utah,https://api.congress.gov/v3/member/R000615?format=json,,,2019,,
30,R000608,"Rosen, Jacky",Democratic,Nevada,https://api.congress.gov/v3/member/R000608?format=json,,,2019,2017,2019
31,R000605,"Rounds, Mike",Republican,South Dakota,https://api.congress.gov/v3/member/R000605?format=json,,,2015,,
32,P000595,"Peters, Gary C.",Democratic,Michigan,https://api.congress.gov/v3/member/P000595?format=json,,,2015,2009,2015
33,R000584,"Risch, James E.",Republican,Idaho,https://api.congress.gov/v3/member/R000584?format=json,,,2009,,
34,R000122,"Reed, Jack",Democratic,Rhode Island,https://api.congress.gov/v3/member/R000122?format=json,,,1997,1991,1997
35,P000145,"Padilla, Alex",Democratic,California,https://api.congress.gov/v3/member/P000145?format=json,,,2021,,
36,O000174,"Ossoff, Jon",Democratic,Georgia,https://api.congress.gov/v3/member/O000174?format=json,,,2021,,
37,M001190,"Mullin, Markwayne",Republican,Oklahoma,https://api.congress.gov/v3/member/M001190?format=json,,,2023,2013,2023
38,P000603,"Paul, Rand",Republican,Kentucky,https://api.congress.gov/v3/member/P000603?format=json,,,2011,,
39,M001169,"Murphy, Christopher",Democratic,Connecticut,https://api.congress.gov/v3/member/M001169?format=json,,,2013,2007,2013
40,M001111,"Murray, Patty",Democratic,Washington,https://api.congress.gov/v3/member/M001111?format=json,,,1993,,
41,M001153,"Murkowski, Lisa",Republican,Alaska,https://api.congress.gov/v3/member/M001153?format=json,,,2003,,
42,M001198,"Marshall, Roger",Republican,Kansas,https://api.congress.gov/v3/member/M001198?format=json,,,2021,2017,2021
43,M001176,"Merkley, Jeff",Democratic,Oregon,https://api.congress.gov/v3/member/M001176?format=json,,,2009,,
44,M000934,"Moran, Jerry",Republican,Kansas,https://api.congress.gov/v3/member/M000934?format=json,,,2011,1997,2011
45,M000639,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M000639?format=json,,,2006,1993,2006
46,M000133,"Markey, Edward J.",Democratic,Massachusetts,https://api.congress.gov/v3/member/M000133?format=json,,,2013,1977,2013
47,M000355,"McConnell, Mitch",Republican,Kentucky,https://api.congress.gov/v3/member/M000355?format=json,,,1985,,
48,K000393,"Kennedy, John",Republican,Louisiana,https://api.congress.gov/v3/member/K000393?format=json,,,2017,,
49,K000383,"King, Angus S., Jr.",Independent,Maine,https://api.congress.gov/v3/member/K000383?format=json,,,2013,,
50,K000367,"Klobuchar, Amy",Democratic,Minnesota,https://api.congress.gov/v3/member/K000367?format=json,,,2007,,
51,L000577,"Lee, Mike",Republican,Utah,https://api.congress.gov/v3/member/L000577?format=json,,,2011,,
52,M001183,"Manchin, Joe, III",Democratic,West Virginia,https://api.congress.gov/v3/member/M001183?format=json,,,2010,,
53,L000575,"Lankford, James",Republican,Oklahoma,https://api.congress.gov/v3/member/L000575?format=json,,,2015,2011,2015
54,L000571,"Lummis, Cynthia M.",Republican,Wyoming,https://api.congress.gov/v3/member/L000571?format=json,,,2021,2009,2017
55,L000570,"Lujan, Ben Ray",Democratic,New Mexico,https://api.congress.gov/v3/member/L000570?format=json,,,2021,2009,2021
56,H000273,"Hickenlooper, John W.",Democratic,Colorado,https://api.congress.gov/v3/member/H000273?format=json,,,2021,,
57,K000377,"Kelly, Mark",Democratic,Arizona,https://api.congress.gov/v3/member/K000377?format=json,,,2020,,
58,H001079,"Hyde-Smith, Cindy",Republican,Mississippi,https://api.congress.gov/v3/member/H001079?format=json,,,2018,,
59,K000384,"Kaine, Tim",Democratic,Virginia,https://api.congress.gov/v3/member/K000384?format=json,,,2013,,
60,J000293,"Johnson, Ron",Republican,Wisconsin,https://api.congress.gov/v3/member/J000293?format=json,,,2011,,
61,H001061,"Hoeven, John",Republican,North Dakota,https://api.congress.gov/v3/member/H001061?format=json,,,2011,,
62,H001042,"Hirono, Mazie K.",Democratic,Hawaii,https://api.congress.gov/v3/member/H001042?format=json,,,2013,2007,2013
63,H000601,"Hagerty, Bill",Republican,Tennessee,https://api.congress.gov/v3/member/H000601?format=json,,,2021,,
64,H001089,"Hawley, Josh",Republican,Missouri,https://api.congress.gov/v3/member/H001089?format=json,,,2019,,
65,H001076,"Hassan, Margaret Wood",Democratic,New Hampshire,https://api.congress.gov/v3/member/H001076?format=json,,,2017,,
66,G000555,"Gillibrand, Kirsten E.",Democratic,New York,https://api.congress.gov/v3/member/G000555?format=json,,,2009,2007,2009
67,H001046,"Heinrich, Martin",Democratic,New Mexico,https://api.congress.gov/v3/member/H001046?format=json,,,2013,2009,2013
68,G000386,"Grassley, Chuck",Republican,Iowa,https://api.congress.gov/v3/member/G000386?format=json,,,1981,1975,1981
69,G000359,"Graham, Lindsey",Republican,South Carolina,https://api.congress.gov/v3/member/G000359?format=json,,,2003,1995,2003
70,F000479,"Fetterman, John",Democratic,Pennsylvania,https://api.congress.gov/v3/member/F000479?format=json,,,2023,,
71,E000295,"Ernst, Joni",Republican,Iowa,https://api.congress.gov/v3/member/E000295?format=json,,,2015,,
72,F000463,"Fischer, Deb",Republican,Nebraska,https://api.congress.gov/v3/member/F000463?format=json,,,2013,,
73,D000622,"Duckworth, Tammy",Democratic,Illinois,https://api.congress.gov/v3/member/D000622?format=json,,,2017,2013,2017
74,F000062,"Feinstein, Dianne",Democratic,California,https://api.congress.gov/v3/member/F000062?format=json,,,1992,,
75,D000563,"Durbin, Richard J.",Democratic,Illinois,https://api.congress.gov/v3/member/D000563?format=json,,,1997,1983,1997
76,C001113,"Cortez Masto, Catherine",Democratic,Nevada,https://api.congress.gov/v3/member/C001113?format=json,,,2017,,
77,C001098,"Cruz, Ted",Republican,Texas,https://api.congress.gov/v3/member/C001098?format=json,,,2013,,
78,C001096,"Cramer, Kevin",Republican,North Dakota,https://api.congress.gov/v3/member/C001096?format=json,,,2019,2013,2019
79,D000618,"Daines, Steve",Republican,Montana,https://api.congress.gov/v3/member/D000618?format=json,,,2015,2013,2015
80,C001095,"Cotton, Tom",Republican,Arkansas,https://api.congress.gov/v3/member/C001095?format=json,,,2015,2013,2015
81,C001056,"Cornyn, John",Republican,Texas,https://api.congress.gov/v3/member/C001056?format=json,,,2002,,
82,C000880,"Crapo, Mike",Republican,Idaho,https://api.congress.gov/v3/member/C000880?format=json,,,1999,1993,1999
83,C001070,"Casey, Robert P., Jr.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C001070?format=json,,,2007,,
84,C001088,"Coons, Christopher A.",Democratic,Delaware,https://api.congress.gov/v3/member/C001088?format=json,,,2010,,
85,C001075,"Cassidy, Bill",Republican,Louisiana,https://api.congress.gov/v3/member/C001075?format=json,,,2015,2009,2015
86,C001035,"Collins, Susan M.",Republican,Maine,https://api.congress.gov/v3/member/C001035?format=json,,,1997,,
87,C001047,"Capito, Shelley Moore",Republican,West Virginia,https://api.congress.gov/v3/member/C001047?format=json,,,2015,2001,2015
88,C000174,"Carper, Thomas R.",Democratic,Delaware,https://api.congress.gov/v3/member/C000174?format=json,,,2001,1983,1993
89,C000141,"Cardin, Benjamin L.",Democratic,Maryland,https://api.congress.gov/v3/member/C000141?format=json,,,2007,1987,2007
90,B001319,"Britt, Katie Boyd",Republican,Alabama,https://api.congress.gov/v3/member/B001319?format=json,,,2023,,
91,B001310,"Braun, Mike",Republican,Indiana,https://api.congress.gov/v3/member/B001310?format=json,,,2019,,
92,B001236,"Boozman, John",Republican,Arkansas,https://api.congress.gov/v3/member/B001236?format=json,,,2011,2001,2011
93,C000127,"Cantwell, Maria",Democratic,Washington,https://api.congress.gov/v3/member/C000127?format=json,,,2001,1993,1995
94,B000944,"Brown, Sherrod",Democratic,Ohio,https://api.congress.gov/v3/member/B000944?format=json,,,2007,1993,2007
95,B001288,"Booker, Cory A.",Democratic,New Jersey,https://api.congress.gov/v3/member/B001288?format=json,,,2013,,
96,B001277,"Blumenthal, Richard",Democratic,Connecticut,https://api.congress.gov/v3/member/B001277?format=json,,,2011,,
97,B001261,"Barrasso, John",Republican,Wyoming,https://api.congress.gov/v3/member/B001261?format=json,,,2007,,
98,B001267,"Bennet, Michael F.",Democratic,Colorado,https://api.congress.gov/v3/member/B001267?format=json,,,2009,,
99,B001230,"Baldwin, Tammy",Democratic,Wisconsin,https://api.congress.gov/v3/member/B001230?format=json,,,2013,1999,2013
100,B001243,"Blackburn, Marsha",Republican,Tennessee,https://api.congress.gov/v3/member/B001243?format=json,,,2019,2003,2019
101,B000029,"Bafalis, L. A. (Skip)",Republican,Florida,https://api.congress.gov/v3/member/B000029?format=json,10.0,,,1973,1983
102,J000099,"Jenrette, John W., Jr.",Democratic,South Carolina,https://api.congress.gov/v3/member/J000099?format=json,6.0,,,1975,1981
103,S000142,"Schroeder, Patricia",Democratic,Colorado,https://api.congress.gov/v3/member/S000142?format=json,1.0,,,1973,1997
104,M001227,"McClellan, Jennifer L.",Democratic,Virginia,https://api.congress.gov/v3/member/M001227?format=json,4.0,,,2023,
105,P000620,"Pettersen, Brittany",Democratic,Colorado,https://api.congress.gov/v3/member/P000620?format=json,7.0,,,2023,
106,D000416,"Donnelly, Brian J.",Democratic,Massachusetts,https://api.congress.gov/v3/member/D000416?format=json,11.0,,,1979,1993
107,B000966,"Broyhill, James T.",Republican,North Carolina,https://api.congress.gov/v3/member/B000966?format=json,,1987,1986,1963,1986
108,O000085,"Olver, John W.",Democratic,Massachusetts,https://api.congress.gov/v3/member/O000085?format=json,1.0,,,1991,2013
109,A000017,"Abourezk, James",Democratic,South Dakota,https://api.congress.gov/v3/member/A000017?format=json,,1979,1973,1971,1973
110,S001220,"Strong, Dale W.",Republican,Alabama,https://api.congress.gov/v3/member/S001220?format=json,5.0,,,2023,
111,R000606,"Raskin, Jamie",Democratic,Maryland,https://api.congress.gov/v3/member/R000606?format=json,8.0,,,2017,
112,D000566,"Durenberger, Dave",Republican,Minnesota,https://api.congress.gov/v3/member/D000566?format=json,,1995,1977,,
113,W000828,"Williams, Brandon",Republican,New York,https://api.congress.gov/v3/member/W000828?format=json,22.0,,,2023,
114,V000136,"Vasquez, Gabe",Democratic,New Mexico,https://api.congress.gov/v3/member/V000136?format=json,2.0,,,2023,
115,V000135,"Van Orden, Derrick",Republican,Wisconsin,https://api.congress.gov/v3/member/V000135?format=json,3.0,,,2023,
116,T000487,"Tokuda, Jill N.",Democratic,Hawaii,https://api.congress.gov/v3/member/T000487?format=json,2.0,,,2023,
117,T000488,"Thanedar, Shri",Democratic,Michigan,https://api.congress.gov/v3/member/T000488?format=json,13.0,,,2023,
118,S001225,"Sorensen, Eric",Democratic,Illinois,https://api.congress.gov/v3/member/S001225?format=json,17.0,,,2023,
119,S001224,"Self, Keith",Republican,Texas,https://api.congress.gov/v3/member/S001224?format=json,3.0,,,2023,
120,S001222,"Santos, George",Republican,New York,https://api.congress.gov/v3/member/S001222?format=json,3.0,,,2023,
121,S001226,"Salinas, Andrea",Democratic,Oregon,https://api.congress.gov/v3/member/S001226?format=json,6.0,,,2023,
122,G000600,"Perez, Marie Gluesenkamp",Democratic,Washington,https://api.congress.gov/v3/member/G000600?format=json,3.0,,,2023,
123,O000175,"Ogles, Andrew",Republican,Tennessee,https://api.congress.gov/v3/member/O000175?format=json,5.0,,,2023,
124,N000193,"Nunn, Zachary",Republican,Iowa,https://api.congress.gov/v3/member/N000193?format=json,3.0,,,2023,
125,N000194,"Nickel, Wiley",Democratic,North Carolina,https://api.congress.gov/v3/member/N000194?format=json,13.0,,,2023,
126,M001225,"Mullin, Kevin",Democratic,California,https://api.congress.gov/v3/member/M001225?format=json,15.0,,,2023,
127,M001219,"Moylan, James C.",Republican,Guam,https://api.congress.gov/v3/member/M001219?format=json,,,,2023,
128,M001217,"Moskowitz, Jared",Democratic,Florida,https://api.congress.gov/v3/member/M001217?format=json,23.0,,,2023,
129,M001224,"Moran, Nathaniel",Republican,Texas,https://api.congress.gov/v3/member/M001224?format=json,1.0,,,2023,
130,M001221,"Molinaro, Marcus J.",Republican,New York,https://api.congress.gov/v3/member/M001221?format=json,19.0,,,2023,
131,M001216,"Mills, Cory",Republican,Florida,https://api.congress.gov/v3/member/M001216?format=json,7.0,,,2023,
132,M001222,"Miller, Max L.",Republican,Ohio,https://api.congress.gov/v3/member/M001222?format=json,7.0,,,2023,
133,M001226,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M001226?format=json,8.0,,,2023,
134,M001220,"McGarvey, Morgan",Democratic,Kentucky,https://api.congress.gov/v3/member/M001220?format=json,3.0,,,2023,
135,M001218,"McCormick, Richard",Republican,Georgia,https://api.congress.gov/v3/member/M001218?format=json,6.0,,,2023,
136,M001223,"Magaziner, Seth",Democratic,Rhode Island,https://api.congress.gov/v3/member/M001223?format=json,2.0,,,2023,
137,L000603,"Luttrell, Morgan",Republican,Texas,https://api.congress.gov/v3/member/L000603?format=json,8.0,,,2023,
138,L000596,"Luna, Anna Paulina",Republican,Florida,https://api.congress.gov/v3/member/L000596?format=json,13.0,,,2023,
139,L000602,"Lee, Summer L.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/L000602?format=json,12.0,,,2023,
140,L000597,"Lee, Laurel M.",Republican,Florida,https://api.congress.gov/v3/member/L000597?format=json,15.0,,,2023,
141,L000599,"Lawler, Michael",Republican,New York,https://api.congress.gov/v3/member/L000599?format=json,17.0,,,2023,
142,L000600,"Langworthy, Nicholas A.",Republican,New York,https://api.congress.gov/v3/member/L000600?format=json,23.0,,,2023,
143,L000601,"Landsman, Greg",Democratic,Ohio,https://api.congress.gov/v3/member/L000601?format=json,1.0,,,2023,
144,L000598,"LaLota, Nick",Republican,New York,https://api.congress.gov/v3/member/L000598?format=json,1.0,,,2023,
145,K000401,"Kiley, Kevin",Republican,California,https://api.congress.gov/v3/member/K000401?format=json,3.0,,,2023,
146,K000399,"Kiggans, Jennifer A",Republican,Virginia,https://api.congress.gov/v3/member/K000399?format=json,2.0,,,2023,
147,K000398,"Kean, Thomas H.",Republican,New Jersey,https://api.congress.gov/v3/member/K000398?format=json,7.0,,,2023,
148,K000400,"Kamlager-Dove, Sydney",Democratic,California,https://api.congress.gov/v3/member/K000400?format=json,37.0,,,2023,
149,J000307,"James, John",Republican,Michigan,https://api.congress.gov/v3/member/J000307?format=json,10.0,,,2023,
150,J000308,"Jackson, Jeff",Democratic,North Carolina,https://api.congress.gov/v3/member/J000308?format=json,14.0,,,2023,
151,I000058,"Ivey, Glenn",Democratic,Maryland,https://api.congress.gov/v3/member/I000058?format=json,4.0,,,2023,
152,H001095,"Hunt, Wesley",Republican,Texas,https://api.congress.gov/v3/member/H001095?format=json,38.0,,,2023,
153,H001094,"Hoyle, Val T.",Democratic,Oregon,https://api.congress.gov/v3/member/H001094?format=json,4.0,,,2023,
154,H001093,"Houchin, Erin",Republican,Indiana,https://api.congress.gov/v3/member/H001093?format=json,9.0,,,2023,
155,H001096,"Hageman, Harriet M.",Republican,Wyoming,https://api.congress.gov/v3/member/H001096?format=json,,,,2023,
156,G000599,"Goldman, Daniel S.",Democratic,New York,https://api.congress.gov/v3/member/G000599?format=json,10.0,,,2023,
157,G000598,"Garcia, Robert",Democratic,California,https://api.congress.gov/v3/member/G000598?format=json,42.0,,,2023,
158,F000478,"Fry, Russell",Republican,South Carolina,https://api.congress.gov/v3/member/F000478?format=json,7.0,,,2023,
159,F000476,"Frost, Maxwell",Democratic,Florida,https://api.congress.gov/v3/member/F000476?format=json,10.0,,,2023,
160,F000477,"Foushee, Valerie P.",Democratic,North Carolina,https://api.congress.gov/v3/member/F000477?format=json,4.0,,,2023,
161,E000235,"Ezell, Mike",Republican,Mississippi,https://api.congress.gov/v3/member/E000235?format=json,4.0,,,2023,
162,E000246,"Edwards, Chuck",Republican,North Carolina,https://api.congress.gov/v3/member/E000246?format=json,11.0,,,2023,
163,D000633,"Duarte, John S.",Republican,California,https://api.congress.gov/v3/member/D000633?format=json,13.0,,,2023,
164,D000632,"D'Esposito, Anthony",Republican,New York,https://api.congress.gov/v3/member/D000632?format=json,4.0,,,2023,
165,D000530,"Deluzio, Christopher R.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/D000530?format=json,17.0,,,2023,
166,D000594,"De La Cruz, Monica",Republican,Texas,https://api.congress.gov/v3/member/D000594?format=json,15.0,,,2023,
167,D000230,"Davis, Donald G.",Democratic,North Carolina,https://api.congress.gov/v3/member/D000230?format=json,1.0,,,2023,
168,C001132,"Crane, Elijah",Republican,Arizona,https://api.congress.gov/v3/member/C001132?format=json,2.0,,,2023,
169,C001129,"Collins, Mike",Republican,Georgia,https://api.congress.gov/v3/member/C001129?format=json,10.0,,,2023,
170,C001133,"Ciscomani, Juan",Republican,Arizona,https://api.congress.gov/v3/member/C001133?format=json,6.0,,,2023,
171,C001135,"Chavez-DeRemer, Lori",Republican,Oregon,https://api.congress.gov/v3/member/C001135?format=json,5.0,,,2023,
172,C001131,"Casar, Greg",Democratic,Texas,https://api.congress.gov/v3/member/C001131?format=json,35.0,,,2023,
173,C001134,"Caraveo, Yadira",Democratic,Colorado,https://api.congress.gov/v3/member/C001134?format=json,8.0,,,2023,
174,B001316,"Burlison, Eric",Republican,Missouri,https://api.congress.gov/v3/member/B001316?format=json,7.0,,,2023,
175,B001315,"Budzinski, Nikki",Democratic,Illinois,https://api.congress.gov/v3/member/B001315?format=json,13.0,,,2023,
176,B001317,"Brecheen, Josh",Republican,Oklahoma,https://api.congress.gov/v3/member/B001317?format=json,2.0,,,2023,
177,B001314,"Bean, Aaron",Republican,Florida,https://api.congress.gov/v3/member/B001314?format=json,4.0,,,2023,
178,B001318,"Balint, Becca",Democratic,Vermont,https://api.congress.gov/v3/member/B001318?format=json,,,,2023,
179,A000379,"Alford, Mark",Republican,Missouri,https://api.congress.gov/v3/member/A000379?format=json,4.0,,,2023,
180,S001218,"Stansbury, Melanie Ann",Democratic,New Mexico,https://api.congress.gov/v3/member/S001218?format=json,1.0,,,2021,
181,N000192,"Newman, Marie",Democratic,Illinois,https://api.congress.gov/v3/member/N000192?format=json,3.0,,,2021,2023
182,M001186,"Meijer, Peter",Republican,Michigan,https://api.congress.gov/v3/member/M001186?format=json,3.0,,,2021,2023
183,K000396,"Kahele, Kaiali'i",Democratic,Hawaii,https://api.congress.gov/v3/member/K000396?format=json,2.0,,,2021,2023
184,J000306,"Jones, Mondaire",Democratic,New York,https://api.congress.gov/v3/member/J000306?format=json,17.0,,,2021,2023
185,H001084,"Herrell, Yvette",Republican,New Mexico,https://api.congress.gov/v3/member/H001084?format=json,2.0,,,2021,2023
186,C001104,"Cawthorn, Madison",Republican,North Carolina,https://api.congress.gov/v3/member/C001104?format=json,11.0,,,2021,2023
187,B001312,"Bourdeaux, Carolyn",Democratic,Georgia,https://api.congress.gov/v3/member/B001312?format=json,7.0,,,2021,2023
188,J000020,"Jacobs, Chris",Republican,New York,https://api.congress.gov/v3/member/J000020?format=json,27.0,,,2020,2023
189,K000395,"Keller, Fred",Republican,Pennsylvania,https://api.congress.gov/v3/member/K000395?format=json,12.0,,,2019,2023
190,L000591,"Luria, Elaine G.",Democratic,Virginia,https://api.congress.gov/v3/member/L000591?format=json,2.0,,,2019,2023
191,T000479,"Taylor, Van",Republican,Texas,https://api.congress.gov/v3/member/T000479?format=json,3.0,,,2019,2023
192,G000588,"Gonzalez, Anthony",Republican,Ohio,https://api.congress.gov/v3/member/G000588?format=json,16.0,,,2019,2023
193,M001203,"Malinowski, Tom",Democratic,New Jersey,https://api.congress.gov/v3/member/M001203?format=json,7.0,,,2019,2023
194,A000378,"Axne, Cynthia",Democratic,Iowa,https://api.congress.gov/v3/member/A000378?format=json,3.0,,,2019,2023
195,S001204,"San Nicolas, Michael F. Q.",Democratic,Guam,https://api.congress.gov/v3/member/S001204?format=json,,,,2019,2023
196,L000588,"Lamb, Conor",Democratic,Pennsylvania,https://api.congress.gov/v3/member/L000588?format=json,17.0,,,2018,2023
197,C001109,"Cheney, Liz",Republican,Wyoming,https://api.congress.gov/v3/member/C001109?format=json,,,,2017,2023
198,M001200,"McEachin, A. Donald",Democratic,Virginia,https://api.congress.gov/v3/member/M001200?format=json,4.0,,,2017,2022
199,S001201,"Suozzi, Thomas R.",Democratic,New York,https://api.congress.gov/v3/member/S001201?format=json,3.0,,,2017,2023
200,B001304,"Brown, Anthony G.",Democratic,Maryland,https://api.congress.gov/v3/member/B001304?format=json,4.0,,,2017,2023
201,H001074,"Hollingsworth, Trey",Republican,Indiana,https://api.congress.gov/v3/member/H001074?format=json,9.0,,,2017,2023
202,D000627,"Demings, Val Butler",Democratic,Florida,https://api.congress.gov/v3/member/D000627?format=json,10.0,,,2017,2023
203,M001202,"Murphy, Stephanie N.",Democratic,Florida,https://api.congress.gov/v3/member/M001202?format=json,7.0,,,2017,2023
204,L000586,"Lawson, Al, Jr.",Democratic,Florida,https://api.congress.gov/v3/member/L000586?format=json,5.0,,,2017,2023
205,O000171,"O'Halleran, Tom",Democratic,Arizona,https://api.congress.gov/v3/member/O000171?format=json,1.0,,,2017,2023
206,S001197,"Sasse, Ben",Republican,Nebraska,https://api.congress.gov/v3/member/S001197?format=json,,2023,2015,,
207,K000386,"Katko, John",Republican,New York,https://api.congress.gov/v3/member/K000386?format=json,24.0,,,2015,2023
208,R000602,"Rice, Kathleen M.",Democratic,New York,https://api.congress.gov/v3/member/R000602?format=json,4.0,,,2015,2023
209,Z000017,"Zeldin, Lee M.",Republican,New York,https://api.congress.gov/v3/member/Z000017?format=json,1.0,,,2015,2023
210,L000581,"Lawrence, Brenda L.",Democratic,Michigan,https://api.congress.gov/v3/member/L000581?format=json,14.0,,,2015,2023
211,H001071,"Hice, Jody B.",Republican,Georgia,https://api.congress.gov/v3/member/H001071?format=json,10.0,,,2015,2023
212,R000597,"Rice, Tom",Republican,South Carolina,https://api.congress.gov/v3/member/R000597?format=json,7.0,,,2013,2023
213,M001185,"Maloney, Sean Patrick",Democratic,New York,https://api.congress.gov/v3/member/M001185?format=json,18.0,,,2013,2023
214,W000813,"Walorski, Jackie",Republican,Indiana,https://api.congress.gov/v3/member/W000813?format=json,2.0,,,2013,2022
215,B001286,"Bustos, Cheri",Democratic,Illinois,https://api.congress.gov/v3/member/B001286?format=json,17.0,,,2013,2023
216,D000619,"Davis, Rodney",Republican,Illinois,https://api.congress.gov/v3/member/D000619?format=json,13.0,,,2013,2023
217,L000579,"Lowenthal, Alan S.",Democratic,California,https://api.congress.gov/v3/member/L000579?format=json,47.0,,,2013,2023
218,S001175,"Speier, Jackie",Democratic,California,https://api.congress.gov/v3/member/S001175?format=json,14.0,,,2008,2023
219,S001165,"Sires, Albio",Democratic,New Jersey,https://api.congress.gov/v3/member/S001165?format=json,8.0,,,2005,2023
220,R000585,"Reed, Tom",Republican,New York,https://api.congress.gov/v3/member/R000585?format=json,23.0,,,2010,2022
221,M001180,"McKinley, David B.",Republican,West Virginia,https://api.congress.gov/v3/member/M001180?format=json,1.0,,,2011,2023
222,H001056,"Herrera Beutler, Jaime",Republican,Washington,https://api.congress.gov/v3/member/H001056?format=json,3.0,,,2011,2023
223,G000563,"Gibbs, Bob",Republican,Ohio,https://api.congress.gov/v3/member/G000563?format=json,7.0,,,2011,2023
224,P000601,"Palazzo, Steven M.",Republican,Mississippi,https://api.congress.gov/v3/member/P000601?format=json,4.0,,,2011,2023
225,L000576,"Long, Billy",Republican,Missouri,https://api.congress.gov/v3/member/L000576?format=json,7.0,,,2011,2023
226,H001053,"Hartzler, Vicky",Republican,Missouri,https://api.congress.gov/v3/member/H001053?format=json,4.0,,,2011,2023
227,K000378,"Kinzinger, Adam",Republican,Illinois,https://api.congress.gov/v3/member/K000378?format=json,16.0,,,2011,2023
228,B001270,"Bass, Karen",Democratic,California,https://api.congress.gov/v3/member/B001270?format=json,37.0,,,2011,2022
229,B001274,"Brooks, Mo",Republican,Alabama,https://api.congress.gov/v3/member/B001274?format=json,5.0,,,2011,2023
230,Y000062,"Yarmuth, John A.",Democratic,Kentucky,https://api.congress.gov/v3/member/Y000062?format=json,3.0,,,2007,2023
231,P000593,"Perlmutter, Ed",Democratic,Colorado,https://api.congress.gov/v3/member/P000593?format=json,7.0,,,2007,2023
232,M001166,"McNerney, Jerry",Democratic,California,https://api.congress.gov/v3/member/M001166?format=json,9.0,,,2007,2023
