,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Current Senator,Current House Rep,Years in Senate,Years in House,Served in Senate,Served in House
1,B001305,"Budd, Ted",Republican,North Carolina,https://api.congress.gov/v3/member/B001305?format=json,,,2023.0,2017.0,2023.0,Y,N,0.0,6.0,Y,Y
2,W000817,"Warren, Elizabeth",Democratic,Massachusetts,https://api.congress.gov/v3/member/W000817?format=json,,,2013.0,,,Y,,10.0,,Y,N
3,W000802,"Whitehouse, Sheldon",Democratic,Rhode Island,https://api.congress.gov/v3/member/W000802?format=json,,,2007.0,,,Y,,16.0,,Y,N
4,Y000064,"Young, Todd",Republican,Indiana,https://api.congress.gov/v3/member/Y000064?format=json,,,2017.0,2011.0,2017.0,Y,N,6.0,6.0,Y,Y
5,W000800,"Welch, Peter",Democratic,Vermont,https://api.congress.gov/v3/member/W000800?format=json,,,2023.0,2007.0,2023.0,Y,N,0.0,16.0,Y,Y
6,W000779,"Wyden, Ron",Democratic,Oregon,https://api.congress.gov/v3/member/W000779?format=json,,,1996.0,1981.0,1996.0,Y,N,27.0,15.0,Y,Y
7,W000437,"Wicker, Roger F.",Republican,Mississippi,https://api.congress.gov/v3/member/W000437?format=json,,,2007.0,1995.0,2007.0,Y,N,16.0,12.0,Y,Y
8,V000137,"Vance, J. D.",Republican,Ohio,https://api.congress.gov/v3/member/V000137?format=json,,,2023.0,,,Y,,0.0,,Y,N
9,W000790,"Warnock, Raphael G.",Democratic,Georgia,https://api.congress.gov/v3/member/W000790?format=json,,,2021.0,,,Y,,2.0,,Y,N
10,T000278,"Tuberville, Tommy",Republican,Alabama,https://api.congress.gov/v3/member/T000278?format=json,,,2021.0,,,Y,,2.0,,Y,N
11,T000476,"Tillis, Thomas",Republican,North Carolina,https://api.congress.gov/v3/member/T000476?format=json,,,2015.0,,,Y,,8.0,,Y,N
12,W000805,"Warner, Mark R.",Democratic,Virginia,https://api.congress.gov/v3/member/W000805?format=json,,,2009.0,,,Y,,14.0,,Y,N
13,T000250,"Thune, John",Republican,South Dakota,https://api.congress.gov/v3/member/T000250?format=json,,,2005.0,1997.0,2003.0,Y,N,18.0,6.0,Y,Y
14,V000128,"Van Hollen, Chris",Democratic,Maryland,https://api.congress.gov/v3/member/V000128?format=json,,,2017.0,2003.0,2017.0,Y,N,6.0,14.0,Y,Y
15,S001203,"Smith, Tina",Democratic,Minnesota,https://api.congress.gov/v3/member/S001203?format=json,,,2018.0,,,Y,,5.0,,Y,N
16,S001198,"Sullivan, Dan",Republican,Alaska,https://api.congress.gov/v3/member/S001198?format=json,,,2015.0,,,Y,,8.0,,Y,N
17,S001191,"Sinema, Kyrsten",Independent,Arizona,https://api.congress.gov/v3/member/S001191?format=json,,,2019.0,2013.0,2019.0,Y,N,4.0,6.0,Y,Y
18,T000464,"Tester, Jon",Democratic,Montana,https://api.congress.gov/v3/member/T000464?format=json,,,2007.0,,,Y,,16.0,,Y,N
19,S001184,"Scott, Tim",Republican,South Carolina,https://api.congress.gov/v3/member/S001184?format=json,,,2013.0,2011.0,2013.0,Y,N,10.0,2.0,Y,Y
20,S001181,"Shaheen, Jeanne",Democratic,New Hampshire,https://api.congress.gov/v3/member/S001181?format=json,,,2009.0,,,Y,,14.0,,Y,N
21,S000770,"Stabenow, Debbie",Democratic,Michigan,https://api.congress.gov/v3/member/S000770?format=json,,,2001.0,1997.0,2001.0,Y,N,22.0,4.0,Y,Y
22,S001227,"Schmitt, Eric",Republican,Missouri,https://api.congress.gov/v3/member/S001227?format=json,,,2023.0,,,Y,,0.0,,Y,N
23,S001217,"Scott, Rick",Republican,Florida,https://api.congress.gov/v3/member/S001217?format=json,,,2019.0,,,Y,,4.0,,Y,N
24,S001194,"Schatz, Brian",Democratic,Hawaii,https://api.congress.gov/v3/member/S001194?format=json,,,2012.0,,,Y,,11.0,,Y,N
25,R000595,"Rubio, Marco",Republican,Florida,https://api.congress.gov/v3/member/R000595?format=json,,,2011.0,,,Y,,12.0,,Y,N
26,S000148,"Schumer, Charles E.",Democratic,New York,https://api.congress.gov/v3/member/S000148?format=json,,,1999.0,1981.0,1999.0,Y,N,24.0,18.0,Y,Y
27,S000033,"Sanders, Bernard",Independent,Vermont,https://api.congress.gov/v3/member/S000033?format=json,,,2007.0,1991.0,2007.0,Y,N,16.0,16.0,Y,Y
28,R000618,"Ricketts, Pete",Republican,Nebraska,https://api.congress.gov/v3/member/R000618?format=json,,,2023.0,,,Y,,0.0,,Y,N
29,R000615,"Romney, Mitt",Republican,Utah,https://api.congress.gov/v3/member/R000615?format=json,,,2019.0,,,Y,,4.0,,Y,N
30,R000608,"Rosen, Jacky",Democratic,Nevada,https://api.congress.gov/v3/member/R000608?format=json,,,2019.0,2017.0,2019.0,Y,N,4.0,2.0,Y,Y
31,R000605,"Rounds, Mike",Republican,South Dakota,https://api.congress.gov/v3/member/R000605?format=json,,,2015.0,,,Y,,8.0,,Y,N
32,P000595,"Peters, Gary C.",Democratic,Michigan,https://api.congress.gov/v3/member/P000595?format=json,,,2015.0,2009.0,2015.0,Y,N,8.0,6.0,Y,Y
33,R000584,"Risch, James E.",Republican,Idaho,https://api.congress.gov/v3/member/R000584?format=json,,,2009.0,,,Y,,14.0,,Y,N
34,R000122,"Reed, Jack",Democratic,Rhode Island,https://api.congress.gov/v3/member/R000122?format=json,,,1997.0,1991.0,1997.0,Y,N,26.0,6.0,Y,Y
35,P000145,"Padilla, Alex",Democratic,California,https://api.congress.gov/v3/member/P000145?format=json,,,2021.0,,,Y,,2.0,,Y,N
36,O000174,"Ossoff, Jon",Democratic,Georgia,https://api.congress.gov/v3/member/O000174?format=json,,,2021.0,,,Y,,2.0,,Y,N
37,M001190,"Mullin, Markwayne",Republican,Oklahoma,https://api.congress.gov/v3/member/M001190?format=json,,,2023.0,2013.0,2023.0,Y,N,0.0,10.0,Y,Y
38,P000603,"Paul, Rand",Republican,Kentucky,https://api.congress.gov/v3/member/P000603?format=json,,,2011.0,,,Y,,12.0,,Y,N
39,M001169,"Murphy, Christopher",Democratic,Connecticut,https://api.congress.gov/v3/member/M001169?format=json,,,2013.0,2007.0,2013.0,Y,N,10.0,6.0,Y,Y
40,M001111,"Murray, Patty",Democratic,Washington,https://api.congress.gov/v3/member/M001111?format=json,,,1993.0,,,Y,,30.0,,Y,N
41,M001153,"Murkowski, Lisa",Republican,Alaska,https://api.congress.gov/v3/member/M001153?format=json,,,2003.0,,,Y,,20.0,,Y,N
42,M001198,"Marshall, Roger",Republican,Kansas,https://api.congress.gov/v3/member/M001198?format=json,,,2021.0,2017.0,2021.0,Y,N,2.0,4.0,Y,Y
43,M001176,"Merkley, Jeff",Democratic,Oregon,https://api.congress.gov/v3/member/M001176?format=json,,,2009.0,,,Y,,14.0,,Y,N
44,M000934,"Moran, Jerry",Republican,Kansas,https://api.congress.gov/v3/member/M000934?format=json,,,2011.0,1997.0,2011.0,Y,N,12.0,14.0,Y,Y
45,M000639,"Menendez, Robert",Democratic,New Jersey,https://api.congress.gov/v3/member/M000639?format=json,,,2006.0,1993.0,2006.0,Y,N,17.0,13.0,Y,Y
46,M000133,"Markey, Edward J.",Democratic,Massachusetts,https://api.congress.gov/v3/member/M000133?format=json,,,2013.0,1977.0,2013.0,Y,N,10.0,36.0,Y,Y
47,M000355,"McConnell, Mitch",Republican,Kentucky,https://api.congress.gov/v3/member/M000355?format=json,,,1985.0,,,Y,,38.0,,Y,N
48,K000393,"Kennedy, John",Republican,Louisiana,https://api.congress.gov/v3/member/K000393?format=json,,,2017.0,,,Y,,6.0,,Y,N
49,K000383,"King, Angus S., Jr.",Independent,Maine,https://api.congress.gov/v3/member/K000383?format=json,,,2013.0,,,Y,,10.0,,Y,N
50,K000367,"Klobuchar, Amy",Democratic,Minnesota,https://api.congress.gov/v3/member/K000367?format=json,,,2007.0,,,Y,,16.0,,Y,N
51,L000577,"Lee, Mike",Republican,Utah,https://api.congress.gov/v3/member/L000577?format=json,,,2011.0,,,Y,,12.0,,Y,N
52,M001183,"Manchin, Joe, III",Democratic,West Virginia,https://api.congress.gov/v3/member/M001183?format=json,,,2010.0,,,Y,,13.0,,Y,N
53,L000575,"Lankford, James",Republican,Oklahoma,https://api.congress.gov/v3/member/L000575?format=json,,,2015.0,2011.0,2015.0,Y,N,8.0,4.0,Y,Y
54,L000571,"Lummis, Cynthia M.",Republican,Wyoming,https://api.congress.gov/v3/member/L000571?format=json,,,2021.0,2009.0,2017.0,Y,N,2.0,8.0,Y,Y
55,L000570,"Lujan, Ben Ray",Democratic,New Mexico,https://api.congress.gov/v3/member/L000570?format=json,,,2021.0,2009.0,2021.0,Y,N,2.0,12.0,Y,Y
56,H000273,"Hickenlooper, John W.",Democratic,Colorado,https://api.congress.gov/v3/member/H000273?format=json,,,2021.0,,,Y,,2.0,,Y,N
57,K000377,"Kelly, Mark",Democratic,Arizona,https://api.congress.gov/v3/member/K000377?format=json,,,2020.0,,,Y,,3.0,,Y,N
58,H001079,"Hyde-Smith, Cindy",Republican,Mississippi,https://api.congress.gov/v3/member/H001079?format=json,,,2018.0,,,Y,,5.0,,Y,N
59,K000384,"Kaine, Tim",Democratic,Virginia,https://api.congress.gov/v3/member/K000384?format=json,,,2013.0,,,Y,,10.0,,Y,N
60,J000293,"Johnson, Ron",Republican,Wisconsin,https://api.congress.gov/v3/member/J000293?format=json,,,2011.0,,,Y,,12.0,,Y,N
61,H001061,"Hoeven, John",Republican,North Dakota,https://api.congress.gov/v3/member/H001061?format=json,,,2011.0,,,Y,,12.0,,Y,N
62,H001042,"Hirono, Mazie K.",Democratic,Hawaii,https://api.congress.gov/v3/member/H001042?format=json,,,2013.0,2007.0,2013.0,Y,N,10.0,6.0,Y,Y
63,H000601,"Hagerty, Bill",Republican,Tennessee,https://api.congress.gov/v3/member/H000601?format=json,,,2021.0,,,Y,,2.0,,Y,N
64,H001089,"Hawley, Josh",Republican,Missouri,https://api.congress.gov/v3/member/H001089?format=json,,,2019.0,,,Y,,4.0,,Y,N
65,H001076,"Hassan, Margaret Wood",Democratic,New Hampshire,https://api.congress.gov/v3/member/H001076?format=json,,,2017.0,,,Y,,6.0,,Y,N
66,G000555,"Gillibrand, Kirsten E.",Democratic,New York,https://api.congress.gov/v3/member/G000555?format=json,,,2009.0,2007.0,2009.0,Y,N,14.0,2.0,Y,Y
67,H001046,"Heinrich, Martin",Democratic,New Mexico,https://api.congress.gov/v3/member/H001046?format=json,,,2013.0,2009.0,2013.0,Y,N,10.0,4.0,Y,Y
68,G000386,"Grassley, Chuck",Republican,Iowa,https://api.congress.gov/v3/member/G000386?format=json,,,1981.0,1975.0,1981.0,Y,N,42.0,6.0,Y,Y
69,G000359,"Graham, Lindsey",Republican,South Carolina,https://api.congress.gov/v3/member/G000359?format=json,,,2003.0,1995.0,2003.0,Y,N,20.0,8.0,Y,Y
70,F000479,"Fetterman, John",Democratic,Pennsylvania,https://api.congress.gov/v3/member/F000479?format=json,,,2023.0,,,Y,,0.0,,Y,N
71,E000295,"Ernst, Joni",Republican,Iowa,https://api.congress.gov/v3/member/E000295?format=json,,,2015.0,,,Y,,8.0,,Y,N
72,F000463,"Fischer, Deb",Republican,Nebraska,https://api.congress.gov/v3/member/F000463?format=json,,,2013.0,,,Y,,10.0,,Y,N
73,D000622,"Duckworth, Tammy",Democratic,Illinois,https://api.congress.gov/v3/member/D000622?format=json,,,2017.0,2013.0,2017.0,Y,N,6.0,4.0,Y,Y
74,F000062,"Feinstein, Dianne",Democratic,California,https://api.congress.gov/v3/member/F000062?format=json,,,1992.0,,,Y,,31.0,,Y,N
75,D000563,"Durbin, Richard J.",Democratic,Illinois,https://api.congress.gov/v3/member/D000563?format=json,,,1997.0,1983.0,1997.0,Y,N,26.0,14.0,Y,Y
76,C001113,"Cortez Masto, Catherine",Democratic,Nevada,https://api.congress.gov/v3/member/C001113?format=json,,,2017.0,,,Y,,6.0,,Y,N
77,C001098,"Cruz, Ted",Republican,Texas,https://api.congress.gov/v3/member/C001098?format=json,,,2013.0,,,Y,,10.0,,Y,N
78,C001096,"Cramer, Kevin",Republican,North Dakota,https://api.congress.gov/v3/member/C001096?format=json,,,2019.0,2013.0,2019.0,Y,N,4.0,6.0,Y,Y
79,D000618,"Daines, Steve",Republican,Montana,https://api.congress.gov/v3/member/D000618?format=json,,,2015.0,2013.0,2015.0,Y,N,8.0,2.0,Y,Y
80,C001095,"Cotton, Tom",Republican,Arkansas,https://api.congress.gov/v3/member/C001095?format=json,,,2015.0,2013.0,2015.0,Y,N,8.0,2.0,Y,Y
81,C001056,"Cornyn, John",Republican,Texas,https://api.congress.gov/v3/member/C001056?format=json,,,2002.0,,,Y,,21.0,,Y,N
82,C000880,"Crapo, Mike",Republican,Idaho,https://api.congress.gov/v3/member/C000880?format=json,,,1999.0,1993.0,1999.0,Y,N,24.0,6.0,Y,Y
83,C001070,"Casey, Robert P., Jr.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C001070?format=json,,,2007.0,,,Y,,16.0,,Y,N
84,C001088,"Coons, Christopher A.",Democratic,Delaware,https://api.congress.gov/v3/member/C001088?format=json,,,2010.0,,,Y,,13.0,,Y,N
85,C001075,"Cassidy, Bill",Republican,Louisiana,https://api.congress.gov/v3/member/C001075?format=json,,,2015.0,2009.0,2015.0,Y,N,8.0,6.0,Y,Y
86,C001035,"Collins, Susan M.",Republican,Maine,https://api.congress.gov/v3/member/C001035?format=json,,,1997.0,,,Y,,26.0,,Y,N
87,C001047,"Capito, Shelley Moore",Republican,West Virginia,https://api.congress.gov/v3/member/C001047?format=json,,,2015.0,2001.0,2015.0,Y,N,8.0,14.0,Y,Y
88,C000174,"Carper, Thomas R.",Democratic,Delaware,https://api.congress.gov/v3/member/C000174?format=json,,,2001.0,1983.0,1993.0,Y,N,22.0,10.0,Y,Y
89,C000141,"Cardin, Benjamin L.",Democratic,Maryland,https://api.congress.gov/v3/member/C000141?format=json,,,2007.0,1987.0,2007.0,Y,N,16.0,20.0,Y,Y
90,B001319,"Britt, Katie Boyd",Republican,Alabama,https://api.congress.gov/v3/member/B001319?format=json,,,2023.0,,,Y,,0.0,,Y,N
91,B001310,"Braun, Mike",Republican,Indiana,https://api.congress.gov/v3/member/B001310?format=json,,,2019.0,,,Y,,4.0,,Y,N
92,B001236,"Boozman, John",Republican,Arkansas,https://api.congress.gov/v3/member/B001236?format=json,,,2011.0,2001.0,2011.0,Y,N,12.0,10.0,Y,Y
93,C000127,"Cantwell, Maria",Democratic,Washington,https://api.congress.gov/v3/member/C000127?format=json,,,2001.0,1993.0,1995.0,Y,N,22.0,2.0,Y,Y
94,B000944,"Brown, Sherrod",Democratic,Ohio,https://api.congress.gov/v3/member/B000944?format=json,,,2007.0,1993.0,2007.0,Y,N,16.0,14.0,Y,Y
95,B001288,"Booker, Cory A.",Democratic,New Jersey,https://api.congress.gov/v3/member/B001288?format=json,,,2013.0,,,Y,,10.0,,Y,N
96,B001277,"Blumenthal, Richard",Democratic,Connecticut,https://api.congress.gov/v3/member/B001277?format=json,,,2011.0,,,Y,,12.0,,Y,N
