,Unnamed: 0,Bio Guide ID,Name,Party,State,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Current Senator,Current House Rep,Years in Senate,Years in House,Served in Senate,Served in House,Suffix,Nickname,Last,First_Actual,Middle,First Last,2013 Contributions,2014 Contributions,2015 Contributions,2016 Contributions,2017 Contributions,2018 Contributions,2019 Contributions,2020 Contributions,2021 Contributions,2022 Contributions,Total Contributions 2013-2022
248,248,P000009,"Packwood, Bob",Republican,Oregon,,1997.0,1969.0,,,N,,28.0,,Y,N,,,Packwood,Bob,,Bob Packwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,249,N000171,"Nunn, Sam",Democratic,Georgia,,1997.0,1971.0,,,N,,26.0,,Y,N,,,Nunn,Sam,,Sam Nunn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,250,N000102,"Nickles, Don",Republican,Oklahoma,,2005.0,1981.0,,,N,,24.0,,Y,N,,,Nickles,Don,,Don Nickles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251,N000033,"Nelson, Gaylord",Democratic,Wisconsin,,1981.0,1963.0,,,N,,18.0,,Y,N,,,Nelson,Gaylord,,Gaylord Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,M001121,"Muskie, Edmund S.",Democratic,Maine,,1981.0,1959.0,,,N,,22.0,,Y,N,,,Muskie,Edmund,S.,Edmund Muskie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,253,M001085,"Murkowski, Frank H.",Republican,Alaska,,2002.0,1981.0,,,N,,21.0,,Y,N,,,Murkowski,Frank,H.,Frank Murkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,254,M001054,"Moynihan, Daniel Patrick",Democratic,New York,,2001.0,1977.0,,,N,,24.0,,Y,N,,,Moynihan,Daniel,Patrick,Daniel Moynihan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,M001033,"Moss, Frank E.",Democratic,Utah,,1977.0,1959.0,,,N,,18.0,,Y,N,,,Moss,Frank,E.,Frank Moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,256,M001025,"Moseley-Braun, Carol",Democratic,Illinois,,1999.0,1993.0,,,N,,6.0,,Y,N,,,Moseley-Braun,Carol,,Carol Moseley-Braun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,257,M000956,"Morgan, Robert B.",Democratic,North Carolina,,1981.0,1975.0,,,N,,6.0,,Y,N,,,Morgan,Robert,B.,Robert Morgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,258,M000876,"Montoya, Joseph M.",Democratic,New Mexico,,1977.0,1963.0,1957.0,1963.0,N,N,14.0,6.0,Y,Y,,,Montoya,Joseph,M.,Joseph Montoya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,259,M000851,"Mondale, Walter F.",Democratic,Minnesota,,1977.0,1963.0,,,N,,14.0,,Y,N,,,Mondale,Walter,F.,Walter Mondale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,260,M000811,"Mitchell, George J.",Democratic,Maine,,1995.0,1979.0,,,N,,16.0,,Y,N,,,Mitchell,George,J.,George Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,261,M000678,"Metzenbaum, Howard M.",Democratic,Ohio,,1975.0,1973.0,,,N,,2.0,,Y,N,,,Metzenbaum,Howard,M.,Howard Metzenbaum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,262,M000671,"Metcalf, Lee",Democratic,Montana,,1979.0,1961.0,1953.0,1961.0,N,N,18.0,8.0,Y,Y,,,Metcalf,Lee,,Lee Metcalf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,263,M000486,"McIntyre, Thomas J.",Democratic,New Hampshire,,1979.0,1961.0,,,N,,18.0,,Y,N,,,McIntyre,Thomas,J.,Thomas McIntyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,264,M000452,"McGovern, George",Democratic,South Dakota,,1981.0,1963.0,1957.0,1961.0,N,N,18.0,4.0,Y,Y,,,McGovern,George,,George McGovern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
265,265,M000445,"McGee, Gale W.",Democratic,Wyoming,,1977.0,1959.0,,,N,,18.0,,Y,N,,,McGee,Gale,W.,Gale McGee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,266,M000346,"McClure, James A.",Republican,Idaho,,1991.0,1973.0,1967.0,1973.0,N,N,18.0,6.0,Y,Y,,,McClure,James,A.,James McClure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,267,M000332,"McClellan, John L.",Democratic,Arkansas,,1979.0,1973.0,1935.0,1939.0,N,N,6.0,4.0,Y,Y,,,McClellan,John,L.,John McClellan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,268,M000257,"Mattingly, Mack",Republican,Georgia,,1987.0,1981.0,,,N,,6.0,,Y,N,,,Mattingly,Mack,,Mack Mattingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,269,M000241,"Mathias, Charles McC., ",Republican,Maryland,,1987.0,1973.0,1961.0,1969.0,N,N,14.0,8.0,Y,Y,Jr.,,Mathias,Charles,McC.,Charles Mathias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,270,M000236,"Mathews, Harlan",Democratic,Tennessee,,1995.0,1993.0,,,N,,2.0,,Y,N,,,Mathews,Harlan,,Harlan Mathews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,271,M000113,"Mansfield, Mike",Democratic,Montana,,1977.0,1953.0,1943.0,1953.0,N,N,24.0,10.0,Y,Y,,,Mansfield,Mike,,Mike Mansfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,272,M000053,"Magnuson, Warren G.",Democratic,Washington,,1981.0,1945.0,1937.0,1943.0,N,N,36.0,6.0,Y,Y,,,Magnuson,Warren,G.,Warren Magnuson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,273,L000504,"Lugar, Richard G.",Republican,Indiana,,2013.0,1977.0,,,N,,36.0,,Y,N,,,Lugar,Richard,G.,Richard Lugar,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
274,274,L000428,"Long, Russell B.",Democratic,Louisiana,,1987.0,1947.0,,,N,,40.0,,Y,N,,,Long,Russell,B.,Russell Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,275,L000304,"Lieberman, Joseph I.",Independent Democrat,Connecticut,,2013.0,1989.0,,,N,,24.0,,Y,N,,,Lieberman,Joseph,I.,Joseph Lieberman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,276,L000261,"Levin, Carl",Democratic,Michigan,,2015.0,1979.0,,,N,,36.0,,Y,N,,,Levin,Carl,,Carl Levin,65010.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160510.0
277,277,L000148,"Laxalt, Paul D.",Republican,Nevada,,1987.0,1973.0,,,N,,14.0,,Y,N,,,Laxalt,Paul,D.,Paul Laxalt,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,9500.0,10500.0
278,278,L000123,"Lautenberg, Frank R.",Democratic,New Jersey,,2001.0,1983.0,,,N,,18.0,,Y,N,,,Lautenberg,Frank,R.,Frank Lautenberg,35299.630000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35299.630000000005
279,279,K000305,"Kohl, Herb",Democratic,Wisconsin,,2013.0,1989.0,,,N,,24.0,,Y,N,,,Kohl,Herb,,Herb Kohl,9234.630000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9234.630000000001
280,280,K000148,"Kerry, John F.",Democratic,Massachusetts,,2013.0,1985.0,,,N,,28.0,,Y,N,,,Kerry,John,F.,John Kerry,109034.63,159476.0,75298.0,5000.0,0.0,3500.0,0.0,0.0,0.0,0.0,352308.63
281,281,K000146,"Kerrey, J. Robert",Democratic,Nebraska,,2001.0,1989.0,,,N,,12.0,,Y,N,,,Kerrey,J.,Robert,J. Kerrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,282,K000105,"Kennedy, Edward M.",Democratic,Massachusetts,,2009.0,1961.0,,,N,,48.0,,Y,N,,,Kennedy,Edward,M.,Edward Kennedy,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,2500.0
283,283,K000088,"Kempthorne, Dirk",Republican,Idaho,,1999.0,1993.0,,,N,,6.0,,Y,N,,,Kempthorne,Dirk,,Dirk Kempthorne,172772.78000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172772.78000000003
284,284,K000017,"Kassebaum, Nancy Landon",Republican,Kansas,,1997.0,1979.0,,,N,,18.0,,Y,N,,,Kassebaum,Nancy,Landon,Nancy Kassebaum,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
285,285,K000011,"Karnes, David K.",Republican,Nebraska,,1989.0,1987.0,,,N,,2.0,,Y,N,,,Karnes,David,K.,David Karnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,286,J000189,"Johnston, J. Bennett",Democratic,Louisiana,,1997.0,1971.0,,,N,,26.0,,Y,N,,,Johnston,J.,Bennett,J. Johnston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,287,J000101,"Jepsen, Roger W.",Republican,Iowa,,1985.0,1979.0,,,N,,6.0,,Y,N,,,Jepsen,Roger,W.,Roger Jepsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,288,J000064,"Javits, Jacob K.",Republican,New York,,1981.0,1957.0,1947.0,1955.0,N,N,24.0,8.0,Y,Y,,,Javits,Jacob,K.,Jacob Javits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,289,J000013,"Jackson, Henry M.",Democratic,Washington,,1985.0,1953.0,1941.0,1953.0,N,N,32.0,12.0,Y,Y,,,Jackson,Henry,M.,Henry Jackson,0.0,0.0,26519.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,27519.0
290,290,I000025,"Inouye, Daniel K.",Democratic,Hawaii,,2012.0,1963.0,1959.0,1963.0,N,N,49.0,4.0,Y,Y,,,Inouye,Daniel,K.,Daniel Inouye,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0
291,291,H001016,"Hutchison, Kay Bailey",Republican,Texas,,2013.0,1993.0,,,N,,20.0,,Y,N,,,Hutchison,Kay,Bailey,Kay Hutchison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,292,H000956,"Humphrey, Muriel",Democratic,Minnesota,,1979.0,1977.0,,,N,,2.0,,Y,N,,,Humphrey,Muriel,,Muriel Humphrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,293,H000953,"Humphrey, Hubert H.",Democratic,Minnesota,,1965.0,1949.0,,,N,,16.0,,Y,N,,,Humphrey,Hubert,H.,Hubert Humphrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,294,H000951,"Humphrey, Gordon J.",Republican,New Hampshire,,1991.0,1979.0,,,N,,12.0,,Y,N,,,Humphrey,Gordon,J.,Gordon Humphrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,295,H000922,"Hughes, Harold E.",Democratic,Iowa,,1975.0,1969.0,,,N,,6.0,,Y,N,,,Hughes,Harold,E.,Harold Hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,296,H000905,"Huddleston, Walter ",Democratic,Kentucky,,1985.0,1973.0,,,N,,12.0,,Y,N,,Dee,Huddleston,Walter,,Walter Huddleston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,297,H000875,"Hruska, Roman L.",Republican,Nebraska,,1977.0,1953.0,,,N,,24.0,,Y,N,,,Hruska,Roman,L.,Roman Hruska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,298,H000725,"Hollings, Ernest F.",Democratic,South Carolina,,2005.0,1965.0,,,N,,40.0,,Y,N,,,Hollings,Ernest,F.,Ernest Hollings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,299,H000675,"Hodges, Kaneaster, ",Democratic,Arkansas,,1979.0,1977.0,,,N,,2.0,,Y,N,Jr.,,Hodges,Kaneaster,,Kaneaster Hodges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,300,H000463,"Helms, Jesse",Republican,North Carolina,,2003.0,1973.0,,,N,,30.0,,Y,N,,,Helms,Jesse,,Jesse Helms,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,1100.0
301,301,H000445,"Heflin, Howell",Democratic,Alabama,,1997.0,1979.0,,,N,,18.0,,Y,N,,,Heflin,Howell,,Howell Heflin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,302,H000439,"Hecht, Chic",Republican,Nevada,,1989.0,1983.0,,,N,,6.0,,Y,N,,,Hecht,Chic,,Chic Hecht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,303,H000384,"Hayakawa, Samuel Ichiye",Republican,California,,1983.0,1977.0,,,N,,6.0,,Y,N,,,Hayakawa,Samuel,Ichiye,Samuel Hayakawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,304,H000374,"Hawkins, Paula",Republican,Florida,,1987.0,1981.0,,,N,,6.0,,Y,N,,,Hawkins,Paula,,Paula Hawkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,305,H000346,"Hathaway, William D.",Democratic,Maine,,1979.0,1973.0,1965.0,1973.0,N,N,6.0,8.0,Y,Y,,,Hathaway,William,D.,William Hathaway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,306,H000344,"Hatfield, Paul",Democratic,Montana,,1979.0,1977.0,,,N,,2.0,,Y,N,,,Hatfield,Paul,,Paul Hatfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,307,H000343,"Hatfield, Mark O.",Republican,Oregon,,1997.0,1967.0,,,N,,30.0,,Y,N,,,Hatfield,Mark,O.,Mark Hatfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,308,H000338,"Hatch, Orrin G.",Republican,Utah,,2019.0,1977.0,,,N,,42.0,,Y,N,,,Hatch,Orrin,G.,Orrin Hatch,709956.44,1187081.32,826364.64,875792.12,1709828.1400000001,543853.3200000001,20000.0,0.0,0.0,0.0,5872875.98
309,309,H000317,"Haskell, Floyd K.",Democratic,Colorado,,1979.0,1973.0,,,N,,6.0,,Y,N,,,Haskell,Floyd,K.,Floyd Haskell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,310,H000297,"Hartke, Vance",Democratic,Indiana,,1977.0,1959.0,,,N,,18.0,,Y,N,,,Hartke,Vance,,Vance Hartke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,311,H000291,"Hart, Philip A.",Democratic,Michigan,,1977.0,1959.0,,,N,,18.0,,Y,N,,,Hart,Philip,A.,Philip Hart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,312,H000287,"Hart, Gary W.",Democratic,Colorado,,1987.0,1975.0,,,N,,12.0,,Y,N,,,Hart,Gary,W.,Gary Hart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,313,H000170,"Hansen, Clifford P.",Republican,Wyoming,,1979.0,1967.0,,,N,,12.0,,Y,N,,,Hansen,Clifford,P.,Clifford Hansen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,314,G000531,"Gurney, Edward J.",Republican,Florida,,1975.0,1973.0,1963.0,1969.0,N,N,2.0,6.0,Y,Y,,,Gurney,Edward,J.,Edward Gurney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,315,G000465,"Griffin, Robert P.",Republican,Michigan,,1979.0,1973.0,1957.0,1965.0,N,N,6.0,8.0,Y,Y,,,Griffin,Robert,P.,Robert Griffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,316,G000388,"Gravel, Mike",Democratic,Alaska,,1981.0,1969.0,,,N,,12.0,,Y,N,,,Gravel,Mike,,Mike Gravel,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
317,317,G000352,"Graham, Bob",Democratic,Florida,,2005.0,1987.0,,,N,,18.0,,Y,N,,,Graham,Bob,,Bob Graham,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
318,318,G000333,"Gorton, Slade",Republican,Washington,,1987.0,1981.0,,,N,,6.0,,Y,N,,,Gorton,Slade,,Slade Gorton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,319,G000267,"Goldwater, Barry",Republican,Arizona,,1965.0,1953.0,,,N,,12.0,,Y,N,,,Goldwater,Barry,,Barry Goldwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,320,G000236,"Glenn, John H., ",Democratic,Ohio,,1999.0,1975.0,,,N,,24.0,,Y,N,Jr.,,Glenn,John,H.,John Glenn,0.0,0.0,7217.6,13493.59,13274.4,18217.65,9521.0,256.35,0.0,20428.0,82408.59
321,321,G000072,"Garn, E. J. ",Republican,Utah,,1993.0,1975.0,,,N,,18.0,,Y,N,,Jake,Garn,E.,J.,E. Garn,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,0.0,1100.0
322,322,F000401,"Fulbright, James",Democratic,Arkansas,,1947.0,1945.0,1943.0,1945.0,N,N,2.0,2.0,Y,Y,,,Fulbright,James,,James Fulbright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,323,F000439,"Frist, William H.",Republican,Tennessee,,2007.0,1995.0,,,N,,12.0,,Y,N,,,Frist,William,H.,William Frist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,324,F000438,"Frahm, Sheila",Republican,Kansas,,1997.0,1995.0,,,N,,2.0,,Y,N,,,Frahm,Sheila,,Sheila Frahm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,325,F000268,"Ford, Wendell H.",Democratic,Kentucky,,1999.0,1975.0,,,N,,24.0,,Y,N,,,Ford,Wendell,H.,Wendell Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,326,F000245,"Fong, Hiram L.",Republican,Hawaii,,1977.0,1959.0,,,N,,18.0,,Y,N,,,Fong,Hiram,L.,Hiram Fong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,327,F000061,"Feingold, Russell D.",Democratic,Wisconsin,,2011.0,1993.0,,,N,,18.0,,Y,N,,,Feingold,Russell,D.,Russell Feingold,0.0,0.0,56000.0,64400.399999999994,0.0,0.0,0.0,0.0,0.0,0.0,120400.4
328,328,F000013,"Fannin, Paul J.",Republican,Arizona,,1977.0,1965.0,,,N,,12.0,,Y,N,,,Fannin,Paul,J.,Paul Fannin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,329,F000437,"Faircloth, Lauch",Republican,North Carolina,,1999.0,1993.0,,,N,,6.0,,Y,N,,,Faircloth,Lauch,,Lauch Faircloth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,330,E000284,"Exon, J. James",Democratic,Nebraska,,1997.0,1979.0,,,N,,18.0,,Y,N,,,Exon,J.,James,J. Exon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,331,E000236,"Evans, Daniel J.",Republican,Washington,,1989.0,1983.0,,,N,,6.0,,Y,N,,,Evans,Daniel,J.,Daniel Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,332,E000211,"Ervin, Sam J., ",Democratic,North Carolina,,1975.0,1973.0,1945.0,1947.0,N,N,2.0,2.0,Y,Y,Jr.,,Ervin,Sam,J.,Sam Ervin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,333,E000018,"Eastland, James O.",Democratic,Mississippi,,1979.0,1941.0,,,N,,38.0,,Y,N,,,Eastland,James,O.,James Eastland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,334,E000017,"East, John P.",Republican,North Carolina,,1987.0,1981.0,,,N,,6.0,,Y,N,,,East,John,P.,John East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,335,E000004,"Eagleton, Thomas F.",Democratic,Missouri,,1987.0,1967.0,,,N,,20.0,,Y,N,,,Eagleton,Thomas,F.,Thomas Eagleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,336,D000574,"Durkin, John A.",Democratic,New Hampshire,,1981.0,1975.0,,,N,,6.0,,Y,N,,,Durkin,John,A.,John Durkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,337,D000409,"Dominick, Peter H.",Republican,Colorado,,1975.0,1973.0,1961.0,1963.0,N,N,2.0,2.0,Y,Y,,,Dominick,Peter,H.,Peter Dominick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,338,D000407,"Domenici, Pete V.",Republican,New Mexico,,2009.0,1973.0,,,N,,36.0,,Y,N,,,Domenici,Pete,V.,Pete Domenici,0.0,0.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000.0
339,339,D000401,"Dole, Robert J.",Republican,Kansas,,1997.0,1969.0,1961.0,1969.0,N,N,28.0,8.0,Y,Y,,,Dole,Robert,J.,Robert Dole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,340,D000366,"Dixon, Alan J.",Democratic,Illinois,,1993.0,1981.0,,,N,,12.0,,Y,N,,,Dixon,Alan,J.,Alan Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,341,D000259,"Denton, Jeremiah",Republican,Alabama,,1987.0,1981.0,,,N,,6.0,,Y,N,,,Denton,Jeremiah,,Jeremiah Denton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,342,D000185,"DeConcini, Dennis",Democratic,Arizona,,1995.0,1977.0,,,N,,18.0,,Y,N,,,DeConcini,Dennis,,Dennis DeConcini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,343,D000030,"Danforth, John C.",Republican,Missouri,,1995.0,1977.0,,,N,,18.0,,Y,N,,,Danforth,John,C.,John Danforth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,344,D000018,"D'Amato, Alfonse",Republican,New York,,1999.0,1981.0,,,N,,18.0,,Y,N,,,D'Amato,Alfonse,,Alfonse D'Amato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,345,C001006,"Curtis, Carl T.",Republican,Nebraska,,1979.0,1955.0,1939.0,1955.0,N,N,24.0,16.0,Y,Y,,,Curtis,Carl,T.,Carl Curtis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,346,C000877,"Cranston, Alan",Democratic,California,,1993.0,1969.0,,,N,,24.0,,Y,N,,,Cranston,Alan,,Alan Cranston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,347,C000813,"Coverdell, Paul",Republican,Georgia,,2000.0,1993.0,,,N,,7.0,,Y,N,,,Coverdell,Paul,,Paul Coverdell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,348,C000705,"Conrad, Kent",Democratic,North Dakota,,2013.0,1987.0,,,N,,26.0,,Y,N,,,Conrad,Kent,,Kent Conrad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,349,C000567,"Cochran, Thad",Republican,Mississippi,,2018.0,1979.0,1973.0,1979.0,N,N,39.0,6.0,Y,Y,,,Cochran,Thad,,Thad Cochran,566316.9199999999,2321221.2299999995,377789.65,291462.0,153500.0,12359.11,0.0,0.0,0.0,0.0,3722648.909999999
350,350,C000448,"Clark, Dick",Democratic,Iowa,,1979.0,1973.0,,,N,,6.0,,Y,N,,,Clark,Dick,,Dick Clark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,351,C000388,"Church, Frank",Democratic,Idaho,,1981.0,1957.0,,,N,,24.0,,Y,N,,,Church,Frank,,Frank Church,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,352,C000356,"Chiles, Lawton",Democratic,Florida,,1989.0,1971.0,,,N,,18.0,,Y,N,,,Chiles,Lawton,,Lawton Chiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,353,C000269,"Chafee, John H.",Republican,Rhode Island,,1999.0,1977.0,,,N,,22.0,,Y,N,,,Chafee,John,H.,John Chafee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,354,C000220,"Case, Clifford P.",Republican,New Jersey,,1979.0,1955.0,1945.0,1955.0,N,N,24.0,10.0,Y,Y,,,Case,Clifford,P.,Clifford Case,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,355,C000120,"Cannon, Howard W.",Democratic,Nevada,,1983.0,1959.0,,,N,,24.0,,Y,N,,,Cannon,Howard,W.,Howard Cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,356,B001209,"Byrd, Harry F.,  ",Independent,Virginia,,1983.0,1965.0,,,N,,18.0,,Y,N,Jr.,,Byrd,Harry,F.,Harry Byrd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,357,B001210,"Byrd, Robert C.",Democratic,West Virginia,,2010.0,1959.0,1953.0,1959.0,N,N,51.0,6.0,Y,Y,,,Byrd,Robert,C.,Robert Byrd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
